Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Antonello Borgognoni,2000567631,0,0,0,0,0,0,0,0,0,1,0,0,1,0
João Teixeira,2000508042,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Giuseppe Borghi,2000507391,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Raul Cannataro,2000506760,0,1,1,1,1,0,0,0,0,0,0,0,0,0
Guy Charrier,2000505029,0,0,0,0,0,0,0,0,1,0,1,1,0,1
Christopher Ortiz,2000483551,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Federico Siano,2000435228,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Isaac Olivier,2000431007,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Giannis Koromilas,2000234253,0,0,0,0,0,0,0,1,1,1,1,1,1,0
Eneko Pascual,2000193396,0,0,0,0,1,0,0,1,1,0,1,0,1,0
Ivano Dutto,2000191667,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Fausto Crippa,2000191660,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Fernando Mendes,2000189355,0,0,0,0,0,0,0,0,0,0,1,0,0,1
João Santos,83234702,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Ilyas Chouaref,49055174,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Felice D'Amico,43297400,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Andrea Cerutti,2000626673,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Stefano Mengoli,2000569086,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Eddy Venturelli,2000507388,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Tim O'Donnell,2000436270,0,0,0,0,0,0,0,1,0,0,1,1,0,1
Marco Di Mattia,2000191659,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Valerio Sironi,2000191144,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Leonardo Lelo,83257795,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Sebastiano Luperto,43095145,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Michael Olise,29221846,0,0,0,0,0,0,0,1,1,0,1,1,1,0
Ryad Talbi,2000023232,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Salvatore Esposito,43317730,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nélson Vale,2000191702,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enrico Putrino,2000189552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iacopo Zappasodi,2000507390,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Giuseppe Biagioni,2000567625,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Søren Lauritsen,2000189224,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Isac,2000536901,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rafael Fernández,2000274833,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luis Ángel Tapia,2000206926,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Youcef Gherbi,2000188129,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Filipe Soares,83111342,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Christian Pastina,43390700,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Josip Brekalo,24046837,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Bremer,19270493,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Will Smallbone,28109942,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Marco Crestani,2000567632,0,0,0,0,0,0,0,0,0,0,0,0,1,1
José Pereira,2000190648,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Amar Dedic,16283629,0,1,0,1,0,0,0,0,0,0,0,0,0,0
