Player,UID,AMC,AP,T,SS,AM,EG
Antonello Borgognoni,2000567631.0,11.4,11.9,11.4,11.6,12.0,11.95
João Teixeira,2000508042.0,13.25,13.65,13.25,12.6,12.95,13.45
Giuseppe Borghi,2000507391.0,12.0,12.5,12.0,12.65,12.6,12.7
Raul Cannataro,2000506760.0,11.3,10.5,11.3,10.1,10.5,9.9
Guy Charrier,2000505029.0,11.8,12.2,11.8,11.6,11.9,12.2
Christopher Ortiz,2000483551.0,8.9,8.1,8.9,7.95,8.0,8.25
Federico Siano,2000435228.0,10.9,11.5,10.9,12.8,12.15,11.85
Isaac Olivier,2000431007.0,13.5,14.1,13.5,13.15,13.85,14.25
Giannis Koromilas,2000234253.0,11.4,12.0,11.4,12.8,13.05,13.35
Eneko Pascual,2000193396.0,12.65,13.15,12.65,12.7,13.35,13.55
Ivano Dutto,2000191667.0,12.35,11.4,12.35,11.45,12.0,10.85
Fausto Crippa,2000191660.0,11.45,11.25,11.45,10.55,11.45,10.75
Fernando Mendes,2000189355.0,12.3,12.8,12.3,12.9,12.8,13.2
João Santos,83234702.0,11.85,11.2,11.85,10.65,11.8,10.15
Ilyas Chouaref,49055174.0,12.95,13.1,12.95,13.2,13.4,13.5
Felice D'Amico,43297400.0,11.9,12.5,11.9,11.85,12.4,12.9
Andrea Cerutti,2000626673.0,9.95,9.25,9.95,9.1,9.2,8.85
Stefano Mengoli,2000569086.0,11.8,11.9,11.8,11.45,11.25,10.8
Eddy Venturelli,2000507388.0,14.65,15.15,14.65,13.15,14.05,14.5
Tim O'Donnell,2000436270.0,12.2,12.7,12.2,11.8,11.7,12.95
Marco Di Mattia,2000191659.0,11.05,10.35,11.05,10.15,10.2,10.15
Valerio Sironi,2000191144.0,12.3,12.8,12.3,12.9,13.15,13.15
Leonardo Lelo,83257795.0,12.8,12.4,12.8,12.05,12.55,12.3
Sebastiano Luperto,43095145.0,11.7,10.7,11.7,10.8,11.1,10.2
Michael Olise,29221846.0,13.3,13.7,13.3,13.4,13.85,14.45
Ryad Talbi,2000023232.0,13.2,13.8,13.2,14.85,14.5,14.65
Salvatore Esposito,43317730.0,13.05,13.05,13.05,12.4,13.05,13.1
Nélson Vale,2000191702.0,8.65,7.95,8.65,6.85,8.15,7.3
Enrico Putrino,2000189552.0,11.0,10.2,11.0,8.7,10.2,9.2
Iacopo Zappasodi,2000507390.0,13.15,13.05,13.15,13.05,13.25,13.35
Giuseppe Biagioni,2000567625.0,9.2,8.15,9.2,7.05,7.05,6.3
Søren Lauritsen,2000189224.0,9.15,8.25,9.15,7.4,8.6,6.9
Isac,2000536901.0,14.5,14.8,14.5,14.3,15.4,15.3
Rafael Fernández,2000274833.0,12.9,12.1,12.9,12.2,12.6,11.8
Luis Ángel Tapia,2000206926.0,13.3,14.0,13.3,14.25,14.45,14.65
Youcef Gherbi,2000188129.0,13.7,14.1,13.7,13.35,14.05,14.4
Filipe Soares,83111342.0,14.45,14.4,14.45,13.7,14.3,14.5
Christian Pastina,43390700.0,13.25,12.85,13.25,12.75,13.1,12.55
Josip Brekalo,24046837.0,12.0,12.8,12.0,13.1,13.2,13.7
Bremer,19270493.0,11.75,11.05,11.75,10.95,11.45,10.6
Will Smallbone,28109942.0,14.2,14.2,14.2,14.0,14.45,14.25
Marco Crestani,2000567632.0,12.1,12.5,12.1,12.2,12.05,13.8
José Pereira,2000190648.0,12.65,13.25,12.65,12.95,13.35,13.7
Amar Dedic,16283629.0,12.35,11.65,12.35,11.3,11.85,11.7
