Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Antonello Borgognoni,2000567631.0,6.67,10.88,14.0,12.67,10.17,13.17,10.5,9.67
João Teixeira,2000508042.0,7.17,14.25,14.0,13.0,9.67,12.17,12.0,11.83
Giuseppe Borghi,2000507391.0,4.33,11.62,11.5,11.5,11.0,14.83,13.0,10.0
Raul Cannataro,2000506760.0,11.67,13.5,12.5,7.67,7.33,8.0,11.5,14.67
Guy Charrier,2000505029.0,6.17,12.88,14.0,11.83,11.5,11.67,11.5,9.92
Christopher Ortiz,2000483551.0,11.17,12.25,10.5,7.33,5.5,6.83,12.5,8.83
Federico Siano,2000435228.0,4.83,12.5,14.5,9.0,13.17,13.0,13.0,10.58
Isaac Olivier,2000431007.0,8.0,14.75,14.0,13.33,9.83,14.67,7.25,12.25
Giannis Koromilas,2000234253.0,4.5,12.75,15.0,12.83,10.5,14.83,5.5,10.42
Eneko Pascual,2000193396.0,5.5,12.38,15.5,14.33,11.83,14.67,5.5,10.83
Ivano Dutto,2000191667.0,10.33,12.38,15.25,10.33,7.67,11.33,11.5,14.58
Fausto Crippa,2000191660.0,13.67,13.12,11.75,11.0,6.67,10.33,12.5,13.75
Fernando Mendes,2000189355.0,6.67,13.0,15.5,12.0,13.33,14.83,9.0,11.42
João Santos,83234702.0,13.67,11.62,13.75,10.0,7.0,10.33,9.5,12.08
Ilyas Chouaref,49055174.0,7.17,14.5,15.0,12.67,14.0,14.0,11.0,12.42
Felice D'Amico,43297400.0,4.83,12.38,13.5,14.0,10.33,12.67,7.0,11.92
Andrea Cerutti,2000626673.0,12.0,13.0,13.75,6.5,7.33,9.0,11.0,12.75
Stefano Mengoli,2000569086.0,11.67,11.62,9.0,9.83,8.5,10.17,10.0,12.92
Eddy Venturelli,2000507388.0,8.33,13.38,12.0,14.67,12.17,14.0,8.0,11.67
Tim O'Donnell,2000436270.0,7.83,14.38,15.5,12.67,11.33,12.83,10.5,12.5
Marco Di Mattia,2000191659.0,13.67,15.5,14.0,7.33,6.67,9.5,13.5,13.92
Valerio Sironi,2000191144.0,5.17,13.5,12.0,11.5,11.83,14.17,12.5,11.25
Leonardo Lelo,83257795.0,12.0,12.62,15.0,11.83,10.83,12.67,8.0,13.83
Sebastiano Luperto,43095145.0,13.33,13.5,12.5,8.33,9.33,9.0,15.0,13.17
Michael Olise,29221846.0,6.17,13.25,14.5,15.17,12.17,15.5,8.5,11.42
Ryad Talbi,2000023232.0,6.0,14.25,16.5,12.0,14.67,15.67,10.5,11.92
Salvatore Esposito,43317730.0,12.17,14.25,14.0,13.67,11.5,12.33,9.0,13.83
Nélson Vale,2000191702.0,6.33,13.5,7.25,8.5,3.67,4.5,8.5,10.92
Enrico Putrino,2000189552.0,6.0,14.25,9.0,9.33,5.0,6.67,9.5,14.0
Iacopo Zappasodi,2000507390.0,10.0,14.0,13.75,11.67,11.33,14.0,10.5,10.42
Giuseppe Biagioni,2000567625.0,3.5,9.75,10.25,4.67,3.17,3.17,6.25,12.17
Søren Lauritsen,2000189224.0,6.17,9.0,6.0,7.33,4.17,5.83,8.5,11.0
Isac,2000536901.0,8.67,15.5,15.0,15.67,11.67,16.0,12.0,13.0
Rafael Fernández,2000274833.0,15.67,15.5,15.5,10.33,10.33,11.33,15.0,15.5
Luis Ángel Tapia,2000206926.0,6.5,13.75,14.5,13.67,12.33,16.0,8.5,11.67
Youcef Gherbi,2000188129.0,6.17,13.5,13.5,15.33,12.0,15.0,7.5,12.33
Filipe Soares,83111342.0,10.5,14.0,12.0,14.33,12.83,15.0,10.0,13.08
Christian Pastina,43390700.0,13.33,14.0,15.0,12.67,11.0,12.17,14.5,13.58
Josip Brekalo,24046837.0,5.17,12.0,14.5,14.33,13.33,15.67,8.5,10.0
Bremer,19270493.0,14.67,13.62,13.5,9.17,8.5,10.33,14.5,13.58
Will Smallbone,28109942.0,9.5,13.0,12.0,14.33,12.83,14.33,9.0,11.25
Marco Crestani,2000567632.0,4.5,14.62,16.0,12.83,9.0,13.5,11.5,9.67
José Pereira,2000190648.0,4.67,14.0,17.0,13.0,12.5,14.67,9.5,12.08
Amar Dedic,16283629.0,14.0,13.38,15.5,10.67,9.83,12.0,12.5,12.25
