Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Antonello Borgognoni,2000567631.0,1.75,10.88,14.0,9.67,3.0,2.0,3.5,3.5
João Teixeira,2000508042.0,2.5,14.25,14.0,11.83,3.75,2.5,3.0,2.0
Giuseppe Borghi,2000507391.0,2.75,11.62,11.5,10.0,3.0,1.5,1.5,1.75
Raul Cannataro,2000506760.0,3.0,13.5,12.5,14.67,1.5,2.0,2.0,2.0
Guy Charrier,2000505029.0,1.75,12.88,14.0,9.92,2.75,1.5,3.5,3.0
Christopher Ortiz,2000483551.0,2.75,12.25,10.5,8.83,2.0,2.0,3.25,2.0
Federico Siano,2000435228.0,2.5,12.5,14.5,10.58,2.25,2.5,1.75,2.0
Isaac Olivier,2000431007.0,3.0,14.75,14.0,12.25,2.5,3.0,2.25,2.0
Giannis Koromilas,2000234253.0,2.5,12.75,15.0,10.42,2.0,4.0,1.5,3.0
Eneko Pascual,2000193396.0,1.5,12.38,15.5,10.83,2.75,2.5,2.5,2.75
Ivano Dutto,2000191667.0,2.0,12.38,15.25,14.58,1.75,2.5,2.5,3.25
Fausto Crippa,2000191660.0,2.25,13.12,11.75,13.75,2.0,2.0,2.5,2.5
Fernando Mendes,2000189355.0,2.75,13.0,15.5,11.42,2.25,3.0,2.25,3.25
João Santos,83234702.0,2.0,11.62,13.75,12.08,2.25,3.5,2.5,2.0
Ilyas Chouaref,49055174.0,2.0,14.5,15.0,12.42,2.5,2.5,2.0,2.25
Felice D'Amico,43297400.0,3.0,12.38,13.5,11.92,3.25,2.5,2.0,2.25
Andrea Cerutti,2000626673.0,3.0,13.0,13.75,12.75,2.0,2.5,4.5,2.5
Stefano Mengoli,2000569086.0,3.5,11.62,9.0,12.92,2.5,3.0,1.5,3.0
Eddy Venturelli,2000507388.0,2.0,13.38,12.0,11.67,3.0,1.0,3.0,2.75
Tim O'Donnell,2000436270.0,3.0,14.38,15.5,12.5,2.0,2.5,3.5,2.0
Marco Di Mattia,2000191659.0,2.25,15.5,14.0,13.92,3.0,3.0,2.5,1.75
Valerio Sironi,2000191144.0,2.75,13.5,12.0,11.25,3.25,2.5,1.5,3.0
Leonardo Lelo,83257795.0,2.25,12.62,15.0,13.83,2.5,1.5,2.0,2.5
Sebastiano Luperto,43095145.0,2.0,13.5,12.5,13.17,1.5,3.0,2.0,1.5
Michael Olise,29221846.0,3.25,13.25,14.5,11.42,1.75,4.0,1.75,2.5
Ryad Talbi,2000023232.0,2.25,14.25,16.5,11.92,3.5,2.0,1.5,2.0
Salvatore Esposito,43317730.0,2.75,14.25,14.0,13.83,2.25,2.5,4.0,2.0
Nélson Vale,2000191702.0,14.5,13.5,7.25,10.92,10.5,6.0,14.0,10.5
Enrico Putrino,2000189552.0,15.0,14.25,9.0,14.0,14.0,2.0,16.5,14.0
Iacopo Zappasodi,2000507390.0,2.5,14.0,13.75,10.42,2.5,2.0,2.25,3.25
Giuseppe Biagioni,2000567625.0,14.0,9.75,10.25,12.17,7.0,4.5,12.25,9.5
Søren Lauritsen,2000189224.0,14.0,9.0,6.0,11.0,9.5,2.0,12.0,11.0
Isac,2000536901.0,2.5,15.5,15.0,13.0,1.5,2.0,1.5,2.5
Rafael Fernández,2000274833.0,2.5,15.5,15.5,15.5,2.5,3.0,2.0,1.5
Luis Ángel Tapia,2000206926.0,3.0,13.75,14.5,11.67,2.0,3.0,3.0,2.75
Youcef Gherbi,2000188129.0,3.0,13.5,13.5,12.33,1.5,3.0,2.0,1.5
Filipe Soares,83111342.0,2.5,14.0,12.0,13.08,2.25,2.5,2.0,1.75
Christian Pastina,43390700.0,2.0,14.0,15.0,13.58,3.25,1.5,2.25,1.75
Josip Brekalo,24046837.0,2.5,12.0,14.5,10.0,3.0,1.5,2.0,3.0
Bremer,19270493.0,2.5,13.62,13.5,13.58,1.75,3.0,2.25,3.0
Will Smallbone,28109942.0,2.75,13.0,12.0,11.25,2.5,3.0,1.25,2.5
Marco Crestani,2000567632.0,3.5,14.62,16.0,9.67,2.5,4.0,2.0,2.0
José Pereira,2000190648.0,1.5,14.0,17.0,12.08,3.5,1.5,3.0,2.0
Amar Dedic,16283629.0,2.5,13.38,15.5,12.25,2.75,2.0,3.5,1.75
