Player,UID,WM,W,DW,IW,IF,WG
Antonello Borgognoni,2000567631.0,12.05,12.2,10.5,12.0,11.6,11.92
João Teixeira,2000508042.0,11.0,12.25,10.5,12.95,12.6,12.21
Giuseppe Borghi,2000507391.0,10.75,11.35,8.4,12.6,12.65,11.62
Raul Cannataro,2000506760.0,11.2,11.2,12.1,10.5,10.1,11.25
Guy Charrier,2000505029.0,12.0,12.2,9.85,11.9,11.6,12.08
Christopher Ortiz,2000483551.0,8.2,8.15,9.8,8.0,7.95,8.88
Federico Siano,2000435228.0,9.95,11.9,8.15,12.15,12.8,12.08
Isaac Olivier,2000431007.0,12.65,13.3,10.35,13.85,13.15,12.29
Giannis Koromilas,2000234253.0,11.1,12.7,9.0,13.05,12.8,11.5
Eneko Pascual,2000193396.0,11.6,12.85,9.35,13.35,12.7,11.62
Ivano Dutto,2000191667.0,11.6,11.3,12.35,12.0,11.45,11.33
Fausto Crippa,2000191660.0,10.35,10.3,11.8,11.45,10.55,10.67
Fernando Mendes,2000189355.0,11.3,13.15,9.8,12.8,12.9,12.46
João Santos,83234702.0,11.5,10.1,11.75,11.8,10.65,10.0
Ilyas Chouaref,49055174.0,12.3,13.6,10.7,13.4,13.2,13.17
Felice D'Amico,43297400.0,10.75,12.55,9.4,12.4,11.85,11.62
Andrea Cerutti,2000626673.0,9.85,10.05,10.7,9.2,9.1,10.21
Stefano Mengoli,2000569086.0,11.25,11.45,12.55,11.25,11.45,11.21
Eddy Venturelli,2000507388.0,12.85,13.2,11.1,14.05,13.15,12.33
Tim O'Donnell,2000436270.0,11.65,13.35,10.5,11.7,11.8,12.88
Marco Di Mattia,2000191659.0,11.1,11.45,12.4,10.2,10.15,11.79
Valerio Sironi,2000191144.0,11.8,12.6,9.2,13.15,12.9,12.58
Leonardo Lelo,83257795.0,12.65,13.0,12.85,12.55,12.05,12.17
Sebastiano Luperto,43095145.0,11.0,10.6,12.9,11.1,10.8,11.33
Michael Olise,29221846.0,12.5,13.6,10.4,13.85,13.4,12.75
Ryad Talbi,2000023232.0,13.2,14.5,10.25,14.5,14.85,13.83
Salvatore Esposito,43317730.0,12.35,12.75,12.6,13.05,12.4,12.12
Nélson Vale,2000191702.0,6.3,6.3,7.6,8.15,6.85,6.67
Enrico Putrino,2000189552.0,7.7,8.2,9.3,10.2,8.7,8.42
Iacopo Zappasodi,2000507390.0,12.4,12.3,11.3,13.25,13.05,12.0
Giuseppe Biagioni,2000567625.0,7.4,7.55,8.2,7.05,7.05,7.33
Søren Lauritsen,2000189224.0,6.7,5.7,7.65,8.6,7.4,6.17
Isac,2000536901.0,12.9,13.3,11.4,15.4,14.3,13.08
Rafael Fernández,2000274833.0,12.1,12.1,13.6,12.6,12.2,12.58
Luis Ángel Tapia,2000206926.0,13.0,14.25,10.8,14.45,14.25,13.29
Youcef Gherbi,2000188129.0,12.25,12.85,10.1,14.05,13.35,11.96
Filipe Soares,83111342.0,13.5,13.4,12.2,14.3,13.7,12.83
Christian Pastina,43390700.0,13.0,12.85,13.5,13.1,12.75,13.12
Josip Brekalo,24046837.0,11.4,13.1,9.35,13.2,13.1,12.33
Bremer,19270493.0,11.3,10.85,12.8,11.45,10.95,11.46
Will Smallbone,28109942.0,13.05,13.2,12.25,14.45,14.0,12.5
Marco Crestani,2000567632.0,11.35,13.85,9.5,12.05,12.2,13.46
José Pereira,2000190648.0,12.15,14.5,9.9,13.35,12.95,13.67
Amar Dedic,16283629.0,12.05,11.65,12.65,11.85,11.3,11.79
