Player,UID,FB,WB,IWB,CWB,NNFB
Antonello Borgognoni,2000567631.0,10.3,11.2,10.4,11.81,9.4
João Teixeira,2000508042.0,11.2,10.35,11.3,11.42,10.65
Giuseppe Borghi,2000507391.0,8.8,8.75,9.25,10.12,7.55
Raul Cannataro,2000506760.0,12.8,11.1,11.6,10.62,13.1
Guy Charrier,2000505029.0,10.25,10.6,10.1,11.19,9.3
Christopher Ortiz,2000483551.0,10.5,8.65,10.35,8.73,11.0
Federico Siano,2000435228.0,9.95,10.3,8.8,10.46,8.95
Isaac Olivier,2000431007.0,11.4,11.25,11.25,12.0,10.0
Giannis Koromilas,2000234253.0,9.55,10.8,9.85,11.54,8.55
Eneko Pascual,2000193396.0,10.25,10.35,10.35,11.27,8.05
Ivano Dutto,2000191667.0,13.3,11.35,12.45,11.58,12.4
Fausto Crippa,2000191660.0,12.55,10.85,12.4,10.81,12.5
Fernando Mendes,2000189355.0,11.05,11.15,10.35,11.73,9.4
João Santos,83234702.0,13.0,11.85,12.85,11.42,11.7
Ilyas Chouaref,49055174.0,11.3,11.65,10.9,12.04,10.7
Felice D'Amico,43297400.0,9.85,10.1,9.95,10.62,9.35
Andrea Cerutti,2000626673.0,11.5,10.5,10.25,10.38,11.5
Stefano Mengoli,2000569086.0,12.85,10.6,11.4,10.42,11.4
Eddy Venturelli,2000507388.0,11.5,11.3,11.8,12.08,10.8
Tim O'Donnell,2000436270.0,11.4,10.85,10.6,11.58,10.45
Marco Di Mattia,2000191659.0,13.5,11.6,11.8,11.31,12.85
Valerio Sironi,2000191144.0,9.85,10.3,9.75,10.77,9.45
Leonardo Lelo,83257795.0,13.25,12.9,12.55,12.85,12.25
Sebastiano Luperto,43095145.0,13.5,11.6,12.9,11.38,13.7
Michael Olise,29221846.0,10.75,11.3,11.15,12.15,8.95
Ryad Talbi,2000023232.0,11.2,12.25,10.9,12.81,9.5
Salvatore Esposito,43317730.0,12.9,12.45,13.1,12.62,12.95
Nélson Vale,2000191702.0,8.0,6.0,8.4,6.12,8.9
Enrico Putrino,2000189552.0,10.1,6.7,10.1,7.23,10.9
Iacopo Zappasodi,2000507390.0,11.7,11.8,11.85,12.65,10.7
Giuseppe Biagioni,2000567625.0,8.85,6.0,6.85,6.42,9.15
Søren Lauritsen,2000189224.0,8.05,5.65,8.65,5.96,9.25
Isac,2000536901.0,12.0,11.6,13.1,12.85,11.3
Rafael Fernández,2000274833.0,15.1,13.1,14.2,12.69,14.6
Luis Ángel Tapia,2000206926.0,11.2,12.35,11.2,12.81,10.25
Youcef Gherbi,2000188129.0,10.3,10.45,11.05,11.73,9.55
Filipe Soares,83111342.0,12.1,12.35,12.7,12.88,11.5
Christian Pastina,43390700.0,13.7,13.2,13.6,13.23,13.25
Josip Brekalo,24046837.0,9.65,11.05,9.95,11.81,8.35
Bremer,19270493.0,13.8,12.1,13.05,11.85,13.95
Will Smallbone,28109942.0,12.35,12.0,12.8,12.46,10.55
Marco Crestani,2000567632.0,10.0,11.05,9.5,11.85,8.65
José Pereira,2000190648.0,10.7,11.6,9.8,12.0,9.5
Amar Dedic,16283629.0,13.45,12.6,13.35,12.81,12.3
