Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ramiro Macagno,14157119.0,11.15,9.5,10.4,9.9,11.0,9.25,9.25,10.65
Eduardo Sarriegi,2000438820.0,13.85,12.65,14.15,12.95,13.5,12.3,11.9,13.8
Omar Rekik,91187786.0,13.7,13.4,11.9,12.7,13.1,13.1,12.8,13.5
Benjamín Kuscevic,75032824.0,11.85,10.8,13.3,11.5,11.95,10.2,10.35,12.8
Pablo Pérez,2000014927.0,12.4,12.65,11.7,12.7,12.75,12.55,13.15,12.15
Valentín Delmás,2000192672.0,13.75,13.65,12.85,14.0,14.55,13.4,14.15,14.2
Gavi,2000049413.0,12.9,12.8,9.7,12.6,12.7,14.1,14.7,11.2
Jose Carlos,2000438639.0,13.0,13.4,11.5,13.45,13.4,13.7,14.75,12.35
Abel Angulo,2000438635.0,13.35,12.55,12.25,13.3,13.55,13.0,13.0,13.6
Alexis,2000438631.0,12.0,12.6,9.2,12.4,12.25,14.1,14.5,10.7
Atanas Yordanov,2000215422.0,12.0,11.5,10.6,12.45,12.1,12.4,13.25,10.85
Adrian Molina,2000570287.0,11.4,10.75,10.25,11.95,12.1,12.05,12.35,11.2
Jairo,2000737759.0,11.0,8.9,9.2,8.8,10.1,9.0,9.4,9.0
Fabio Blanco,2000034357.0,12.0,12.8,9.65,12.5,12.35,13.95,14.1,11.05
Alfonso Miranda,2000629593.0,12.4,12.55,10.75,13.0,12.8,13.05,13.9,12.15
Orel Mangala,18087973.0,13.5,12.4,14.2,13.7,13.8,12.65,13.35,13.65
Mujaid Sadick,67249928.0,12.2,11.15,13.85,12.1,12.35,11.05,11.1,13.0
Giovanni Cabrera,2000439549.0,11.1,10.3,10.7,12.4,11.8,12.0,12.4,10.9
Ignatius Ganago,49045927.0,11.2,11.1,11.0,12.05,11.4,11.6,12.15,11.25
Dragan Rosić,62167554.0,10.35,8.9,11.0,9.65,10.3,8.75,8.9,10.35
Franjo Lazar,2000028271.0,11.45,11.05,11.3,12.1,12.65,11.85,12.0,12.2
Txus Alba,2000048420.0,12.55,12.05,9.7,11.85,12.0,13.35,13.35,10.75
Eiður Gauti Sigurpálsson,2000355767.0,9.9,10.25,9.85,10.55,10.6,10.8,12.45,9.25
Martín Martínez,2000439252.0,12.6,11.6,10.35,12.2,12.35,12.45,13.2,11.05
Marc Trives,2000439546.0,10.9,10.65,10.55,11.85,11.6,11.3,11.45,10.95
Friday Opara,2000442249.0,12.65,11.75,12.25,12.0,12.3,11.5,12.1,12.1
Kostyantyn Vivcharenko,71113673.0,12.65,11.85,13.25,13.6,13.05,12.1,12.65,14.0
Talla Mendy,2000510695.0,9.9,9.65,12.05,10.65,10.5,9.25,9.75,11.3
Joselito,2000510697.0,10.95,10.35,12.95,10.95,11.3,9.85,9.5,12.15
Oumar Sangaré,2000629589.0,13.3,12.65,10.95,12.6,12.9,13.4,13.65,12.5
