Player,UID,FB,WB,IWB,CWB,NNFB
Ramiro Macagno,14157119.0,10.4,6.95,9.7,7.23,9.3
Eduardo Sarriegi,2000438820.0,14.0,12.55,13.2,12.04,13.7
Omar Rekik,91187786.0,12.9,11.8,13.4,12.31,11.9
Benjamín Kuscevic,75032824.0,12.95,10.8,12.55,10.81,13.4
Pablo Pérez,2000014927.0,12.55,12.25,11.85,12.08,11.25
Valentín Delmás,2000192672.0,13.4,12.3,14.2,12.92,12.75
Gavi,2000049413.0,10.4,11.0,10.9,11.85,9.3
Jose Carlos,2000438639.0,12.6,12.9,12.7,13.23,11.85
Abel Angulo,2000438635.0,12.75,11.95,13.35,11.96,12.25
Alexis,2000438631.0,10.85,12.6,10.75,12.85,8.9
Atanas Yordanov,2000215422.0,11.0,11.3,10.4,11.77,10.35
Adrian Molina,2000570287.0,11.3,11.85,10.4,12.19,9.85
Jairo,2000737759.0,9.0,6.6,8.3,6.85,8.5
Fabio Blanco,2000034357.0,10.7,11.85,11.1,12.81,9.25
Alfonso Miranda,2000629593.0,12.2,12.15,12.2,12.42,11.0
Orel Mangala,18087973.0,13.85,13.05,13.45,13.12,13.8
Mujaid Sadick,67249928.0,13.8,11.8,13.05,11.35,13.85
Giovanni Cabrera,2000439549.0,11.0,10.8,9.4,10.46,9.6
Ignatius Ganago,49045927.0,11.8,11.9,10.9,12.0,11.25
Dragan Rosić,62167554.0,9.65,6.6,9.15,6.88,9.95
Franjo Lazar,2000028271.0,12.0,10.8,12.25,11.19,11.1
Txus Alba,2000048420.0,9.85,10.2,10.3,11.04,9.0
Eiður Gauti Sigurpálsson,2000355767.0,9.6,10.75,9.1,11.31,9.45
Martín Martínez,2000439252.0,10.2,10.35,10.1,11.04,9.45
Marc Trives,2000439546.0,10.9,11.05,10.6,10.85,10.05
Friday Opara,2000442249.0,12.0,10.45,11.95,10.73,12.6
Kostyantyn Vivcharenko,71113673.0,14.0,13.4,12.4,13.08,12.65
Talla Mendy,2000510695.0,12.0,11.05,10.4,10.65,12.05
Joselito,2000510697.0,12.85,11.2,11.2,10.38,12.65
Oumar Sangaré,2000629589.0,11.45,10.5,12.05,11.31,10.5
