Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Ramiro Macagno,14157119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Sarriegi,2000438820,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Omar Rekik,91187786,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Benjamín Kuscevic,75032824,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pablo Pérez,2000014927,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Valentín Delmás,2000192672,0,0,1,0,0,1,0,0,1,1,0,0,0,0
Gavi,2000049413,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Jose Carlos,2000438639,0,0,0,0,1,0,0,0,1,0,1,1,1,0
Abel Angulo,2000438635,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Alexis,2000438631,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Atanas Yordanov,2000215422,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adrian Molina,2000570287,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Jairo,2000737759,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Blanco,2000034357,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Alfonso Miranda,2000629593,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Orel Mangala,18087973,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Mujaid Sadick,67249928,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Giovanni Cabrera,2000439549,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Ignatius Ganago,49045927,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dragan Rosić,62167554,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Franjo Lazar,2000028271,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Txus Alba,2000048420,0,0,0,0,0,1,0,0,1,1,0,1,1,0
Eiður Gauti Sigurpálsson,2000355767,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Martín Martínez,2000439252,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Marc Trives,2000439546,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Friday Opara,2000442249,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Kostyantyn Vivcharenko,71113673,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Talla Mendy,2000510695,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Joselito,2000510697,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Oumar Sangaré,2000629589,0,0,0,0,0,1,0,0,1,0,0,0,0,0
