Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Ramiro Macagno,14157119.0,13.5,14.0,6.5,11.0,8.25,13.17,5.83,12.75,11.0,4.75,12.0,10.25,13.3,8.17,11.75,13.5,2.5,7.5,11.0,3.83,3.5
Eduardo Sarriegi,2000438820.0,4.0,15.33,10.0,16.5,9.0,11.5,11.5,16.25,16.5,10.0,14.25,13.12,13.1,15.33,12.88,15.83,8.0,11.0,12.25,7.17,12.0
Omar Rekik,91187786.0,11.0,12.33,13.0,14.5,13.0,11.33,12.33,12.5,14.5,10.5,15.0,11.0,11.6,13.0,13.5,12.67,10.0,14.0,10.5,9.67,14.0
Benjamín Kuscevic,75032824.0,14.0,12.17,13.0,12.25,10.75,11.0,9.83,12.75,12.25,8.5,11.75,13.25,11.0,12.83,11.5,13.33,4.5,10.75,12.25,6.83,15.0
Pablo Pérez,2000014927.0,10.0,14.33,6.0,10.25,12.25,13.83,11.0,13.25,10.25,13.0,11.5,10.62,13.9,9.83,14.25,13.83,14.0,11.0,12.5,11.17,7.0
Valentín Delmás,2000192672.0,12.0,14.83,9.0,10.25,15.0,13.33,13.0,14.5,10.25,12.75,12.0,12.62,14.0,11.17,13.5,14.5,10.5,14.5,13.25,11.5,12.0
Gavi,2000049413.0,7.0,12.67,9.0,10.5,15.0,15.0,13.33,12.0,10.5,15.5,11.5,10.75,14.0,9.0,15.0,12.33,14.0,15.0,12.0,13.33,6.0
Jose Carlos,2000438639.0,7.0,12.5,6.0,10.5,16.5,15.0,12.0,12.0,10.5,15.25,11.5,11.75,13.8,11.17,15.75,12.5,15.5,13.5,13.75,13.0,9.0
Abel Angulo,2000438635.0,12.0,14.0,6.0,12.5,11.5,15.17,10.33,14.75,12.5,11.5,13.0,11.0,14.5,12.17,10.88,14.83,13.0,12.5,10.75,10.17,16.5
Alexis,2000438631.0,9.0,12.33,9.0,10.25,14.0,11.83,13.83,10.75,10.25,15.5,10.25,9.5,12.1,9.0,16.12,11.17,17.0,14.0,12.75,10.67,7.5
Atanas Yordanov,2000215422.0,12.0,10.5,10.0,11.0,14.5,13.67,12.0,10.0,11.0,14.75,11.5,10.75,11.8,9.17,15.5,11.17,13.5,14.0,14.75,15.5,5.0
Adrian Molina,2000570287.0,15.0,10.17,7.0,9.75,14.0,11.83,13.33,12.5,9.75,13.75,9.0,10.38,11.3,8.83,15.5,11.5,8.5,14.0,13.25,11.17,11.0
Jairo,2000737759.0,11.0,11.0,1.0,11.5,7.5,8.0,7.0,12.0,11.5,6.5,11.0,9.5,9.6,8.67,13.5,11.0,1.0,9.0,10.0,4.67,1.0
Fabio Blanco,2000034357.0,4.0,11.5,8.0,10.5,16.0,11.33,15.0,9.25,10.5,14.75,11.25,10.62,11.4,9.0,15.75,10.0,14.5,15.5,12.25,10.17,5.0
Alfonso Miranda,2000629593.0,7.0,12.0,8.0,9.75,14.0,14.83,11.33,12.0,9.75,13.5,10.5,8.88,13.3,10.33,14.75,12.67,15.0,13.5,12.0,12.67,10.0
Orel Mangala,18087973.0,9.5,14.17,10.5,13.5,13.5,12.33,11.67,13.25,13.5,14.5,14.0,14.5,13.1,12.83,14.0,13.5,12.0,13.5,14.75,10.17,12.0
Mujaid Sadick,67249928.0,10.0,14.17,13.0,14.75,10.5,11.67,7.5,13.25,14.75,8.5,13.75,12.25,12.4,14.83,12.5,14.0,9.5,8.5,13.75,7.33,14.0
Giovanni Cabrera,2000439549.0,13.0,13.0,9.0,10.5,10.0,13.33,8.33,15.0,10.5,11.5,12.0,12.0,13.2,8.67,14.5,14.33,16.0,9.0,12.5,8.33,2.0
