Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ramiro Macagno,14157119.0,14.5,10.75,12.25,13.17,11.25,6.5,15.0,12.5
Eduardo Sarriegi,2000438820.0,1.75,12.62,13.0,13.75,2.5,1.5,3.5,2.5
Omar Rekik,91187786.0,1.5,11.25,14.5,13.17,1.0,1.0,2.0,3.0
Benjamín Kuscevic,75032824.0,2.5,11.62,11.0,13.25,2.5,1.5,3.0,1.5
Pablo Pérez,2000014927.0,2.75,13.25,15.25,12.42,2.25,2.0,2.75,3.0
Valentín Delmás,2000192672.0,3.25,13.75,12.5,13.58,2.0,2.5,2.0,2.0
Gavi,2000049413.0,1.5,13.75,14.0,12.33,1.5,3.0,1.0,2.0
Jose Carlos,2000438639.0,3.25,14.0,15.5,11.83,2.25,3.5,2.0,1.75
Abel Angulo,2000438635.0,2.5,12.12,11.0,12.83,2.25,2.0,3.0,2.75
Alexis,2000438631.0,1.25,13.88,16.5,10.08,2.5,2.0,3.0,3.25
Atanas Yordanov,2000215422.0,2.25,14.5,15.5,10.17,1.75,4.5,2.0,2.0
Adrian Molina,2000570287.0,2.5,14.25,16.0,10.0,4.25,1.5,2.0,2.75
Jairo,2000737759.0,12.0,10.75,12.0,9.83,11.0,2.0,13.0,9.5
Fabio Blanco,2000034357.0,2.0,13.62,16.0,10.17,2.25,2.5,3.75,1.75
Alfonso Miranda,2000629593.0,3.0,14.25,14.5,10.67,2.25,3.0,2.25,3.25
Orel Mangala,18087973.0,1.75,14.88,13.75,13.83,2.5,2.5,2.5,2.25
Mujaid Sadick,67249928.0,2.0,13.12,12.75,13.17,2.75,2.5,3.75,3.25
Giovanni Cabrera,2000439549.0,2.75,14.25,14.0,12.5,1.5,3.0,2.25,1.5
Ignatius Ganago,49045927.0,3.5,14.5,14.5,11.83,2.5,3.5,2.25,1.5
Dragan Rosić,62167554.0,12.0,11.5,10.25,12.33,12.25,8.5,13.0,12.5
Franjo Lazar,2000028271.0,2.75,11.5,14.75,10.58,2.75,2.5,2.75,2.25
Txus Alba,2000048420.0,2.25,11.62,12.5,12.08,3.0,1.5,3.5,2.75
Eiður Gauti Sigurpálsson,2000355767.0,2.0,13.88,16.0,10.17,2.5,2.5,2.75,1.75
Martín Martínez,2000439252.0,2.25,12.88,12.5,11.33,2.25,1.5,2.75,2.0
Marc Trives,2000439546.0,2.5,11.12,13.0,11.33,2.25,2.0,2.5,1.5
Friday Opara,2000442249.0,2.25,13.0,11.5,13.08,2.75,3.0,1.75,4.0
Kostyantyn Vivcharenko,71113673.0,3.0,13.5,14.5,13.92,3.0,4.5,1.75,1.5
Talla Mendy,2000510695.0,2.5,13.0,15.0,12.83,3.0,2.5,3.0,2.0
Joselito,2000510697.0,3.75,12.75,13.0,14.25,3.5,2.0,3.0,1.75
Oumar Sangaré,2000629589.0,2.0,12.62,12.75,13.0,3.25,3.5,2.25,2.75
