Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Ramiro Macagno,14157119.0,5.83,10.75,12.25,11.33,4.83,6.33,10.0,13.17
Eduardo Sarriegi,2000438820.0,14.33,12.62,13.0,10.33,9.5,9.67,7.0,13.75
Omar Rekik,91187786.0,13.0,11.25,14.5,12.0,10.0,11.67,12.0,13.17
Benjamín Kuscevic,75032824.0,14.33,11.62,11.0,8.67,6.83,9.33,13.5,13.25
Pablo Pérez,2000014927.0,9.0,13.25,15.25,12.67,10.67,12.83,8.0,12.42
Valentín Delmás,2000192672.0,12.0,13.75,12.5,13.83,9.17,13.83,10.5,13.58
Gavi,2000049413.0,6.67,13.75,14.0,15.67,13.0,15.0,8.0,12.33
Jose Carlos,2000438639.0,10.67,14.0,15.5,13.83,12.0,15.5,6.5,11.83
Abel Angulo,2000438635.0,12.83,12.12,11.0,13.67,12.0,11.33,9.0,12.83
Alexis,2000438631.0,7.17,13.88,16.5,13.33,13.0,14.67,9.0,10.08
Atanas Yordanov,2000215422.0,6.33,14.5,15.5,12.17,14.5,13.83,11.0,10.17
Adrian Molina,2000570287.0,8.5,14.25,16.0,11.33,9.33,13.17,11.0,10.0
Jairo,2000737759.0,5.67,10.75,12.0,7.67,4.33,6.0,6.0,9.83
Fabio Blanco,2000034357.0,6.5,13.62,16.0,14.33,11.0,15.5,6.0,10.17
Alfonso Miranda,2000629593.0,10.5,14.25,14.5,13.5,11.5,13.33,7.5,10.67
Orel Mangala,18087973.0,12.0,14.88,13.75,12.67,11.0,14.0,10.0,13.83
Mujaid Sadick,67249928.0,14.67,13.12,12.75,9.5,10.0,9.83,11.5,13.17
Giovanni Cabrera,2000439549.0,4.33,14.25,14.0,10.33,13.67,11.0,11.0,12.5
Ignatius Ganago,49045927.0,8.67,14.5,14.5,11.17,13.17,12.17,10.0,11.83
Dragan Rosić,62167554.0,5.33,11.5,10.25,9.33,5.17,5.33,10.5,12.33
Franjo Lazar,2000028271.0,10.33,11.5,14.75,12.0,9.67,10.33,5.5,10.58
Txus Alba,2000048420.0,7.17,11.62,12.5,14.5,12.5,13.33,7.0,12.08
Eiður Gauti Sigurpálsson,2000355767.0,5.17,13.88,16.0,8.67,7.83,15.0,12.5,10.17
Martín Martínez,2000439252.0,6.5,12.88,12.5,13.0,12.0,13.5,11.5,11.33
Marc Trives,2000439546.0,7.17,11.12,13.0,11.33,15.5,10.67,12.5,11.33
Friday Opara,2000442249.0,12.0,13.0,11.5,11.33,7.17,10.33,9.0,13.08
Kostyantyn Vivcharenko,71113673.0,12.0,13.5,14.5,10.5,10.83,12.83,9.5,13.92
Talla Mendy,2000510695.0,10.83,13.0,15.0,8.0,6.67,8.17,5.5,12.83
Joselito,2000510697.0,12.0,12.75,13.0,7.67,7.17,6.83,11.5,14.25
Oumar Sangaré,2000629589.0,9.5,12.62,12.75,11.67,10.83,11.67,10.75,13.0
