Player,UID,DM,AM,BWM,HB,SV,RGA
Ramiro Macagno,14157119.0,10.3,10.45,10.45,10.4,9.4,10.5
Eduardo Sarriegi,2000438820.0,14.1,14.35,14.35,14.15,13.35,11.85
Omar Rekik,91187786.0,12.5,12.0,12.0,11.9,13.4,13.1
Benjamín Kuscevic,75032824.0,13.1,13.15,13.15,13.3,12.7,10.6
Pablo Pérez,2000014927.0,12.05,12.1,12.1,11.7,11.35,12.9
Valentín Delmás,2000192672.0,13.5,13.4,13.4,12.85,13.55,13.7
Gavi,2000049413.0,10.0,9.6,9.6,9.7,10.7,13.6
Jose Carlos,2000438639.0,12.1,11.5,11.5,11.5,12.25,14.15
Abel Angulo,2000438635.0,13.55,12.9,12.9,12.25,13.25,13.2
Alexis,2000438631.0,9.85,9.6,9.6,9.2,10.5,12.4
Atanas Yordanov,2000215422.0,10.3,9.9,9.9,10.6,10.75,12.25
Adrian Molina,2000570287.0,10.6,10.3,10.3,10.25,10.6,10.75
Jairo,2000737759.0,8.6,8.2,8.2,9.2,7.9,8.7
Fabio Blanco,2000034357.0,9.45,9.6,9.6,9.65,11.05,12.8
Alfonso Miranda,2000629593.0,11.9,11.3,11.3,10.75,11.85,13.4
Orel Mangala,18087973.0,13.7,14.15,14.15,14.2,13.6,12.8
Mujaid Sadick,67249928.0,13.95,14.3,14.3,13.85,13.3,11.4
Giovanni Cabrera,2000439549.0,10.8,11.0,11.0,10.7,9.9,10.9
Ignatius Ganago,49045927.0,11.7,11.4,11.4,11.0,11.35,11.55
Dragan Rosić,62167554.0,9.95,10.0,10.0,11.0,9.05,9.45
Franjo Lazar,2000028271.0,11.4,11.25,11.25,11.3,11.9,11.3
Txus Alba,2000048420.0,9.45,9.5,9.5,9.7,10.35,12.45
Eiður Gauti Sigurpálsson,2000355767.0,8.45,8.4,8.4,9.85,8.75,9.75
Martín Martínez,2000439252.0,9.95,10.0,10.0,10.35,10.25,11.9
Marc Trives,2000439546.0,10.45,10.5,10.5,10.55,10.95,11.05
Friday Opara,2000442249.0,12.25,11.55,11.55,12.25,11.8,12.3
Kostyantyn Vivcharenko,71113673.0,13.5,13.7,13.7,13.25,13.15,12.0
Talla Mendy,2000510695.0,11.5,11.0,11.0,12.05,10.5,9.75
Joselito,2000510697.0,12.95,12.9,12.9,12.95,11.25,9.65
Oumar Sangaré,2000629589.0,11.4,11.25,11.25,10.95,11.95,12.15
