Player,UID,AF,CF,DLF,F9,P,PF,TM
Ramiro Macagno,14157119.0,8.8,8.6,10.0,8.3,8.8,9.35,9.2
Eduardo Sarriegi,2000438820.0,11.9,10.7,12.2,11.85,11.9,12.8,10.65
Omar Rekik,91187786.0,11.6,12.0,12.9,12.3,11.6,10.7,11.4
Benjamín Kuscevic,75032824.0,9.9,10.25,10.8,10.1,9.9,10.85,11.1
Pablo Pérez,2000014927.0,13.2,11.7,12.55,12.85,13.2,13.1,11.45
Valentín Delmás,2000192672.0,12.25,12.85,13.7,13.8,12.25,12.45,12.5
Gavi,2000049413.0,14.0,12.7,13.7,13.9,14.0,11.6,11.7
Jose Carlos,2000438639.0,13.9,12.9,14.0,14.1,13.9,12.9,11.45
Abel Angulo,2000438635.0,12.05,12.0,13.35,12.4,12.05,12.0,11.15
Alexis,2000438631.0,14.45,12.65,13.6,14.15,14.45,12.3,11.7
Atanas Yordanov,2000215422.0,14.65,12.95,13.2,12.7,14.65,13.45,12.6
Adrian Molina,2000570287.0,12.7,10.65,12.05,12.1,12.7,11.75,10.9
Jairo,2000737759.0,8.6,6.7,9.1,8.1,8.6,8.3,6.7
Fabio Blanco,2000034357.0,13.45,12.35,13.25,13.75,13.45,11.9,11.15
Alfonso Miranda,2000629593.0,13.55,12.2,13.05,12.9,13.55,12.5,11.2
Orel Mangala,18087973.0,13.4,12.7,13.4,12.75,13.4,13.55,12.35
Mujaid Sadick,67249928.0,11.65,11.35,12.0,10.4,11.65,12.45,11.75
Giovanni Cabrera,2000439549.0,14.0,11.4,12.1,11.4,14.0,13.5,12.0
Ignatius Ganago,49045927.0,13.45,12.55,12.4,11.9,13.45,12.95,12.3
Dragan Rosić,62167554.0,8.6,8.0,9.45,7.8,8.6,9.85,9.2
Franjo Lazar,2000028271.0,11.65,11.8,12.25,11.2,11.65,12.4,10.4
Txus Alba,2000048420.0,12.5,11.75,12.95,12.9,12.5,10.95,11.0
Eiður Gauti Sigurpálsson,2000355767.0,12.3,10.75,11.6,12.2,12.3,11.45,11.2
Martín Martínez,2000439252.0,12.75,11.85,13.05,13.05,12.75,11.8,12.15
Marc Trives,2000439546.0,13.0,12.25,12.2,11.4,13.0,12.95,12.4
Friday Opara,2000442249.0,10.95,10.5,11.7,11.2,10.95,10.8,9.9
Kostyantyn Vivcharenko,71113673.0,13.45,10.95,11.7,12.2,13.45,12.85,11.5
Talla Mendy,2000510695.0,10.5,8.05,9.55,9.2,10.5,11.05,8.4
Joselito,2000510697.0,10.5,8.65,10.0,9.75,10.5,11.2,10.3
Oumar Sangaré,2000629589.0,12.25,11.9,13.65,13.05,12.25,11.15,12.2
