Player,UID,Position
Ramiro Macagno,14157119,GK
Eduardo Sarriegi,2000438820,"D (RL), WB (L), DM"
Omar Rekik,91187786,"D (RC), DM, M (C)"
Benjamín Kuscevic,75032824,D (C)
Pablo Pérez,2000014927,D/WB/M/AM (L)
Valentín Delmás,2000192672,"D (C), DM, M (LC)"
Gavi,2000049413,"M (C), AM (LC)"
Jose Carlos,2000438639,"WB (R), M (C), AM (RLC)"
Abel Angulo,2000438635,"DM, M/AM (C), ST (C)"
Alexis,2000438631,"M (LC), AM (L)"
Atanas Yordanov,2000215422,ST (C)
Adrian Molina,2000570287,"WB (L), M/AM (R)"
Jairo,2000737759,GK
Fabio Blanco,2000034357,M/AM (R)
Alfonso Miranda,2000629593,"M/AM (C), ST (C)"
Orel Mangala,18087973,"DM, M/AM (C)"
Mujaid Sadick,67249928,D (RC)
Giovanni Cabrera,2000439549,"AM (R), ST (C)"
Ignatius Ganago,49045927,ST (C)
Dragan Rosić,62167554,GK
Franjo Lazar,2000028271,"DM, M (C)"
Txus Alba,2000048420,"DM, M/AM (LC)"
Eiður Gauti Sigurpálsson,2000355767,"M (LC), AM (L)"
Martín Martínez,2000439252,"M (L), AM (RLC)"
Marc Trives,2000439546,"AM (C), ST (C)"
Friday Opara,2000442249,"D (RC), M (R)"
Kostyantyn Vivcharenko,71113673,"D (LC), WB (L)"
Talla Mendy,2000510695,D/WB (L)
Joselito,2000510697,D (RLC)
Oumar Sangaré,2000629589,"DM, M (C)"
