Player,UID,WM,W,DW,IW,IF,WG
Ander Iru,67260190.0,6.35,6.8,7.05,7.7,6.8,6.71
Carlos Isaac,67228752.0,10.9,10.1,11.6,10.6,9.8,10.17
Adrián Granado,67294774.0,7.8,8.2,10.3,8.0,7.8,9.25
Josep María González,2000201491.0,9.5,8.2,11.3,10.1,9.2,8.42
Luis,2000193720.0,9.1,10.3,10.6,9.3,8.9,9.58
Álvaro Goikoetxea,2000198139.0,12.3,11.1,11.7,12.75,12.3,10.71
Aarón Rey,67228467.0,11.35,11.45,10.6,13.0,13.05,10.79
Yago Santiago,28129860.0,11.8,12.4,10.3,11.2,11.7,12.08
Pol Arjona,2000633084.0,9.25,11.1,5.8,10.6,10.5,11.0
Lucas Rodrigues,19362985.0,10.6,11.45,9.25,12.05,11.75,11.38
Mario Martínez,2000439249.0,10.75,12.15,8.35,11.6,11.5,12.04
Joaquín,2000713470.0,7.8,6.4,9.4,7.5,7.5,7.38
Mauro Puche,2000512104.0,9.2,10.95,6.9,10.2,9.9,10.79
Duaner Rodney,2000571340.0,9.4,11.2,4.5,10.3,10.1,10.92
Carlos,2000512225.0,9.6,8.8,7.5,9.5,8.8,9.0
Antonio Manau,2000514807.0,7.9,7.1,8.8,7.5,7.5,8.08
Gerard,2000633086.0,6.7,6.4,6.7,6.1,5.95,7.08
David González,2000633083.0,7.95,6.75,4.7,8.9,9.25,6.33
Jesús Sillero,67196099.0,10.3,10.0,7.2,11.3,10.9,9.42
Alberto,2000714494.0,1.4,1.2,2.7,2.15,2.15,1.0
Jordi Martí,2000742932.0,6.95,6.6,3.2,7.75,9.2,6.79
