Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ander Iru,67260190.0,13.75,8.88,12.0,10.75,10.5,4.5,10.25,12.0
Carlos Isaac,67228752.0,1.75,8.0,13.75,10.33,2.5,2.5,3.25,2.5
Adrián Granado,67294774.0,3.0,10.5,12.0,12.33,2.75,3.0,2.5,4.0
Josep María González,2000201491.0,0.0,11.5,9.5,12.0,0.0,0.0,0.0,0.0
Luis,2000193720.0,2.75,12.25,12.0,12.17,3.0,3.5,1.75,3.0
Álvaro Goikoetxea,2000198139.0,2.75,11.75,10.0,12.33,2.75,4.5,2.25,1.5
Aarón Rey,67228467.0,2.5,9.62,13.0,11.92,2.5,2.0,1.75,2.75
Yago Santiago,28129860.0,3.75,11.75,14.0,8.67,3.0,2.0,3.5,2.5
Pol Arjona,2000633084.0,0.0,10.38,14.5,8.92,0.0,0.0,0.0,0.0
Lucas Rodrigues,19362985.0,2.25,10.75,13.5,11.83,2.25,2.5,3.5,2.0
Mario Martínez,2000439249.0,2.25,12.12,12.5,10.25,2.75,2.0,2.75,2.5
Joaquín,2000713470.0,0.0,9.5,8.0,11.58,0.0,0.0,0.0,0.0
Mauro Puche,2000512104.0,0.0,9.75,15.75,8.17,0.0,0.0,0.0,0.0
Duaner Rodney,2000571340.0,0.0,10.25,10.5,5.83,0.0,0.0,0.0,0.0
Carlos,2000512225.0,0.0,10.75,10.0,11.67,0.0,0.0,0.0,0.0
Antonio Manau,2000514807.0,0.0,9.62,9.0,10.75,0.0,0.0,0.0,0.0
Gerard,2000633086.0,0.0,5.5,8.5,3.67,0.0,0.0,0.0,0.0
David González,2000633083.0,0.0,7.0,8.5,4.5,0.0,0.0,0.0,0.0
Jesús Sillero,67196099.0,0.0,8.0,12.0,9.5,0.0,0.0,0.0,0.0
Alberto,2000714494.0,8.25,6.38,0.0,5.33,7.75,4.5,9.25,9.5
Jordi Martí,2000742932.0,0.0,3.62,7.0,4.08,0.0,0.0,0.0,0.0
