Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Ander Iru,67260190.0,5.5,8.88,12.0,8.67,4.33,5.0,6.25,10.75
Carlos Isaac,67228752.0,13.0,8.0,13.75,9.33,7.67,9.83,10.5,10.33
Adrián Granado,67294774.0,14.0,10.5,12.0,5.67,5.67,5.33,14.5,12.33
Josep María González,2000201491.0,11.33,11.5,9.5,8.0,5.67,7.33,9.5,12.0
Luis,2000193720.0,12.33,12.25,12.0,7.67,6.0,7.0,6.0,12.17
Álvaro Goikoetxea,2000198139.0,11.0,11.75,10.0,12.5,9.83,11.83,8.75,12.33
Aarón Rey,67228467.0,9.0,9.62,13.0,11.83,10.67,12.83,7.5,11.92
Yago Santiago,28129860.0,10.33,11.75,14.0,12.67,11.0,11.0,10.5,8.67
Pol Arjona,2000633084.0,2.17,10.38,14.5,11.83,12.5,13.33,10.5,8.92
Lucas Rodrigues,19362985.0,5.17,10.75,13.5,12.0,11.67,12.33,11.0,11.83
Mario Martínez,2000439249.0,4.67,12.12,12.5,11.17,11.0,15.33,11.5,10.25
Joaquín,2000713470.0,12.83,9.5,8.0,1.83,4.17,6.83,12.25,11.58
Mauro Puche,2000512104.0,1.67,9.75,15.75,13.33,8.0,13.0,10.0,8.17
Duaner Rodney,2000571340.0,0.0,10.25,10.5,11.33,10.67,12.0,9.5,5.83
Carlos,2000512225.0,4.67,10.75,10.0,12.67,8.0,9.33,10.0,11.67
Antonio Manau,2000514807.0,8.0,9.62,9.0,2.5,2.5,6.5,13.0,10.75
Gerard,2000633086.0,6.33,5.5,8.5,6.67,1.17,6.67,10.5,3.67
David González,2000633083.0,0.0,7.0,8.5,5.83,5.83,7.67,4.25,4.5
Jesús Sillero,67196099.0,2.33,8.0,12.0,11.0,11.0,11.67,6.5,9.5
Alberto,2000714494.0,2.0,6.38,0.0,1.0,1.5,1.33,0.0,5.33
Jordi Martí,2000742932.0,0.0,3.62,7.0,4.83,12.5,10.0,7.75,4.08
