Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
11.5,8.333333333333334,1.0,11.0,6.25,7.833333333333333,8.375,11.5,11.0,5.5,9.25,10.75,8.5,8.0,11.5,9.666666666666666,5.25,10.0,10.0,5.25
10.0,11.333333333333334,11.0,11.25,10.25,10.833333333333334,9.875,12.25,11.25,9.5,12.0,8.25,10.9,11.5,11.25,12.166666666666666,10.25,10.166666666666666,5.5,12.75
16.0,10.333333333333334,13.0,9.0,4.5,11.333333333333334,3.75,11.0,9.0,6.0,9.0,9.5,10.0,10.666666666666666,11.75,12.333333333333334,6.0,4.333333333333333,9.5,9.0
11.0,11.666666666666666,8.0,11.5,8.5,9.333333333333334,8.0,11.5,11.5,6.5,12.5,12.0,9.8,11.0,9.25,12.333333333333334,8.5,10.666666666666666,12.5,12.5
6.0,11.0,6.0,10.0,6.5,13.0,5.25,12.5,10.0,7.5,9.5,11.0,11.6,10.333333333333334,12.75,13.0,7.0,6.0,12.0,10.0
11.5,10.5,6.0,11.5,12.5,13.0,11.875,13.5,11.5,11.25,12.5,12.75,12.0,11.5,10.5,12.5,11.5,13.166666666666666,11.75,11.75
6.0,10.333333333333334,9.0,10.5,14.75,14.0,12.125,13.0,10.5,13.25,9.25,11.25,12.2,10.166666666666666,11.25,12.666666666666666,10.5,13.0,9.0,7.25
13.0,9.333333333333334,8.0,10.5,11.5,11.333333333333334,11.75,15.0,10.5,11.5,7.5,10.5,11.4,10.0,14.5,11.666666666666666,9.5,13.0,12.5,10.5
13.5,10.833333333333334,7.5,5.75,13.75,11.333333333333334,10.875,9.25,5.75,13.75,7.5,8.875,11.2,3.8333333333333335,14.25,9.666666666666666,13.0,11.666666666666666,9.0,9.0
12.0,13.333333333333334,10.0,7.5,13.0,12.166666666666666,9.875,12.25,7.5,12.0,12.0,10.75,12.7,6.833333333333333,12.625,12.5,12.25,11.5,9.0,9.0
16.0,10.166666666666666,7.0,9.75,14.75,11.333333333333334,11.25,10.75,9.75,15.0,11.75,10.875,11.0,8.166666666666666,13.375,10.333333333333334,12.5,12.5,11.25,9.25
15.0,8.666666666666666,9.5,8.25,8.0,9.166666666666666,5.625,12.25,8.25,7.75,7.5,9.25,7.8,9.166666666666666,9.5,13.0,6.25,7.5,8.75,11.5
11.0,9.333333333333334,9.0,4.5,14.0,10.333333333333334,12.5,8.5,4.5,13.5,8.0,9.0,10.2,3.0,13.125,8.333333333333334,8.0,13.0,9.0,7.0
15.0,6.0,4.0,4.0,11.0,8.333333333333334,8.25,8.5,4.0,13.0,4.0,9.0,8.6,2.6666666666666665,11.5,5.666666666666667,12.0,9.333333333333334,6.5,4.0
12.0,9.666666666666666,8.0,5.5,11.0,10.0,10.75,9.5,5.5,7.5,9.5,14.25,10.0,3.6666666666666665,11.0,9.333333333333334,10.0,12.0,12.5,12.5
13.5,8.333333333333334,12.5,7.75,7.0,8.0,5.125,14.0,7.75,5.5,7.5,9.625,7.7,8.666666666666666,9.125,12.833333333333334,3.75,6.833333333333333,8.75,6.5
16.0,5.0,5.0,5.5,10.0,2.3333333333333335,4.75,5.0,5.5,4.5,0.0,8.25,4.4,3.6666666666666665,4.25,3.3333333333333335,0.0,5.666666666666667,4.0,4.0
7.0,1.1666666666666667,1.5,3.0,10.0,6.666666666666667,7.25,7.5,3.0,6.5,3.0,10.25,4.7,2.0,4.25,5.0,5.25,8.333333333333334,5.5,3.0
4.0,10.666666666666666,9.0,6.0,11.0,11.333333333333334,10.25,9.5,6.0,11.0,9.5,8.75,10.8,4.0,10.25,10.333333333333334,12.0,10.333333333333334,5.0,9.5
0.0,2.5,0.0,5.25,2.0,4.833333333333333,1.875,3.5,5.25,0.0,7.5,1.75,2.9,3.5,6.375,4.833333333333333,2.25,2.5,6.0,2.25
9.0,0.5,6.5,5.5,12.75,6.5,8.875,5.25,5.5,9.0,5.5,8.625,4.2,3.6666666666666665,3.5,3.5,10.75,9.5,2.0,5.5
