Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ander Iru,67260190.0,10.15,8.55,8.1,8.35,9.35,8.2,8.4,8.45
Carlos Isaac,67228752.0,11.3,11.05,10.9,11.0,11.05,10.75,10.25,11.85
Adrián Granado,67294774.0,9.0,8.6,10.9,8.9,8.8,7.6,8.6,10.4
Josep María González,2000201491.0,11.0,9.2,12.7,11.0,11.4,8.8,9.1,12.3
Luis,2000193720.0,9.7,8.8,12.0,10.1,10.2,8.3,9.5,11.2
Álvaro Goikoetxea,2000198139.0,12.3,12.0,11.7,12.65,12.7,11.9,12.15,12.75
Aarón Rey,67228467.0,12.65,12.5,9.9,13.1,12.95,12.15,12.2,11.65
Yago Santiago,28129860.0,11.2,10.2,9.8,11.8,11.8,10.8,11.8,11.2
Pol Arjona,2000633084.0,9.5,9.45,6.65,9.05,8.85,11.9,12.3,7.1
Lucas Rodrigues,19362985.0,11.45,10.75,9.9,11.3,11.35,11.7,12.1,10.6
Mario Martínez,2000439249.0,10.5,9.9,8.65,10.75,10.6,11.5,12.25,9.65
Joaquín,2000713470.0,9.2,7.5,10.65,9.25,8.6,7.3,8.2,10.1
Mauro Puche,2000512104.0,9.8,9.4,7.5,8.9,9.3,10.7,10.8,7.8
Duaner Rodney,2000571340.0,6.7,7.0,4.8,8.7,8.1,9.5,10.4,5.9
Carlos,2000512225.0,9.2,9.2,9.9,8.7,8.9,10.5,10.7,9.1
Antonio Manau,2000514807.0,8.0,6.1,9.2,9.2,9.2,6.25,6.95,9.95
Gerard,2000633086.0,5.2,4.6,7.2,7.7,8.2,3.5,3.3,7.6
David González,2000633083.0,5.35,5.6,5.7,8.25,8.15,6.2,5.5,6.8
Jesús Sillero,67196099.0,9.1,9.8,7.1,9.4,9.5,11.5,11.1,8.7
Alberto,2000714494.0,3.85,3.8,3.1,2.75,2.75,3.95,4.7,3.8
Jordi Martí,2000742932.0,5.4,5.9,3.5,7.15,6.25,7.0,5.65,4.75
