Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ignacio Otaño,67240441.0,7.4,5.9,8.7,7.5,7.5,6.1,6.2,8.0
Diogo Fonseca,2000197949.0,9.9,7.7,11.35,10.1,10.1,6.25,5.2,11.65
Carlos Lourenço,2000190859.0,9.7,9.4,11.1,9.9,9.8,8.8,10.0,10.7
Luis Iglesias,2000440882.0,11.1,9.0,12.4,10.5,11.1,8.4,9.7,11.8
Chechu,2000629747.0,10.9,9.1,11.8,10.2,10.6,9.0,9.6,11.3
Isma Aizpiri,29164025.0,11.1,10.0,12.7,12.9,12.7,9.2,10.0,13.2
Xabier Cárdenas,67220146.0,10.7,10.3,8.1,10.2,10.9,11.3,10.5,9.5
Echu,67229627.0,9.0,9.0,7.4,9.2,9.0,10.6,10.2,8.2
Jaume Pérez,2000198633.0,8.5,8.1,8.2,9.9,9.8,9.6,10.1,9.0
Roberto Proietti,2000514073.0,7.2,7.9,8.0,8.9,8.2,9.3,10.4,7.6
Israel,2000631088.0,10.6,10.0,8.8,11.3,11.3,11.8,12.55,9.5
Jorge Bríngola,2000512567.0,5.3,5.2,5.35,5.1,5.1,4.75,5.2,5.85
Vladimir Fati,2000680262.0,8.3,6.1,10.1,9.1,9.1,4.9,4.3,11.1
Diego Muñoz,2000439850.0,5.2,4.8,7.9,7.6,7.65,4.9,6.0,7.05
Julen Gurrutxaga,2000682714.0,9.25,7.75,7.75,9.45,9.35,9.8,10.55,8.1
José Antonio Zubillaga,2000443802.0,8.45,5.95,11.2,9.45,9.45,4.5,3.75,11.15
Juan Vizcarra,2000681579.0,6.6,6.25,8.1,8.3,9.1,4.8,4.15,8.5
Edmilson Santos,83169922.0,8.1,7.6,5.75,8.85,8.55,9.95,10.3,6.35
Bilal Aceña,2000514725.0,7.1,5.65,8.4,7.75,7.75,4.0,3.65,9.0
Juan Carlos Abengózar,2000570111.0,9.15,9.25,8.55,9.45,9.95,9.75,10.05,8.85
Sandro,2000515229.0,4.25,4.95,4.15,5.8,5.7,5.3,4.8,4.3
Rafael Díaz,2000680769.0,8.15,8.8,8.65,9.7,9.25,10.45,10.5,8.95
Joaquín,2000742083.0,4.9,5.35,4.35,6.35,6.25,5.7,4.85,4.6
