Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Ignacio Otaño,67240441.0,12.0,9.0,10.0,7.0,7.0,5.0,0.0,9.0,7.0,9.0,7.0,0.0,0.0,0.0,0.0,12.0,2.0,10.0,14.0,0.0,0.0,0.0,0.0,15.0,17.0,10.0,6.0,8.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,13.0,10.0,9.0,4.0,14.0,10.0,10.0,10.0,15.0,13.0,6.0,33.0
Diogo Fonseca,2000197949.0,12.5,0.0,9.5,9.5,6.5,9.5,0.0,10.5,10.5,13.5,11.5,0.0,0.0,0.0,0.0,10.5,5.5,14.0,12.5,0.0,0.0,9.5,6.5,19.0,0.0,0.0,10.5,6.5,6.5,0.0,15.5,0.0,17.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Carlos Lourenço,2000190859.0,10.0,10.0,12.0,9.0,11.0,10.0,11.0,9.0,13.0,12.0,13.0,5.0,5.0,4.0,7.0,10.0,9.0,10.0,12.0,4.0,5.0,11.0,16.0,11.0,14.0,15.0,11.0,10.0,9.0,6.0,7.0,5.0,6.0,12.0,9.0,6.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,22.0
Luis Iglesias,2000440882.0,9.0,11.0,12.0,11.0,16.0,7.0,8.0,8.0,11.0,12.0,13.0,9.0,6.0,0.0,5.0,8.0,8.0,12.0,14.0,4.0,5.0,13.0,12.0,10.0,14.0,13.0,11.0,14.0,10.0,11.0,17.0,0.0,3.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Chechu,2000629747.0,11.0,13.0,11.0,11.0,5.0,6.0,6.0,8.0,11.0,9.0,13.0,9.0,5.0,4.0,5.0,13.0,10.0,11.0,10.0,4.0,13.0,13.0,10.0,11.0,15.0,13.0,8.0,10.0,10.0,9.0,16.0,5.0,14.0,15.0,8.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,18.0
Isma Aizpiri,29164025.0,9.0,9.0,7.0,16.0,9.0,14.0,6.0,8.0,15.0,15.0,10.0,8.0,6.0,0.0,6.0,12.0,11.0,15.0,13.0,8.0,5.0,10.0,8.0,15.0,10.0,10.0,9.0,8.0,10.0,4.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Xabier Cárdenas,67220146.0,14.0,10.0,11.0,12.0,10.0,12.0,5.0,11.0,8.0,5.0,6.0,0.0,0.0,5.0,8.0,13.0,13.0,9.0,13.0,8.0,6.0,8.0,4.0,10.0,6.0,7.0,8.0,7.0,9.0,15.0,9.0,9.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Echu,67229627.0,9.0,12.0,13.0,9.0,7.0,10.0,11.0,12.0,13.0,0.0,8.0,10.0,0.0,8.0,13.0,8.0,12.0,11.0,8.0,9.0,12.0,7.0,6.0,4.0,9.0,6.0,5.0,19.0,0.0,11.0,8.0,9.0,2.5,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Jaume Pérez,2000198633.0,17.0,11.0,16.0,12.0,8.0,13.0,12.0,9.0,11.0,0.0,5.0,5.0,0.0,16.0,8.0,12.0,9.0,8.0,11.0,6.0,10.0,3.0,7.0,10.0,9.0,10.0,9.0,10.0,0.0,7.0,15.0,8.0,9.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Roberto Proietti,2000514073.0,15.0,17.0,14.0,10.0,12.0,9.0,14.0,7.0,14.0,4.0,6.0,3.0,4.0,4.0,13.0,7.0,10.0,6.0,7.0,7.0,11.0,4.0,6.0,7.0,10.0,15.0,10.0,10.0,1.0,6.0,9.0,11.0,7.0,13.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,21.0
