Player,UID,FB,WB,IWB,CWB,NNFB
Ignacio Otaño,67240441.0,7.1,4.5,5.7,4.92,7.8
Diogo Fonseca,2000197949.0,11.25,7.15,9.5,7.46,10.45
Carlos Lourenço,2000190859.0,10.6,9.9,10.3,9.85,11.3
Luis Iglesias,2000440882.0,12.0,9.1,10.8,8.77,11.7
Chechu,2000629747.0,11.6,9.2,10.6,9.31,11.2
Isma Aizpiri,29164025.0,11.9,9.4,12.1,10.08,12.5
Xabier Cárdenas,67220146.0,9.1,8.9,9.7,9.77,8.1
Echu,67229627.0,7.8,8.4,7.7,8.77,6.6
Jaume Pérez,2000198633.0,8.7,8.7,7.1,9.31,6.7
Roberto Proietti,2000514073.0,8.3,10.0,6.7,9.69,7.2
Israel,2000631088.0,8.3,8.8,8.65,9.85,8.05
Jorge Bríngola,2000512567.0,4.75,2.85,4.5,2.69,5.35
Vladimir Fati,2000680262.0,11.5,7.8,9.1,7.54,9.4
Diego Muñoz,2000439850.0,7.25,7.9,6.7,8.23,7.15
Julen Gurrutxaga,2000682714.0,8.15,7.95,6.85,8.62,6.5
José Antonio Zubillaga,2000443802.0,11.8,8.35,9.2,8.15,10.2
Juan Vizcarra,2000681579.0,7.8,6.95,7.8,7.92,6.6
Edmilson Santos,83169922.0,4.95,6.95,5.0,8.04,5.0
Bilal Aceña,2000514725.0,9.55,7.3,8.25,6.81,9.0
Juan Carlos Abengózar,2000570111.0,7.05,7.3,8.85,8.46,8.45
Sandro,2000515229.0,4.95,7.25,4.1,7.19,4.15
Rafael Díaz,2000680769.0,9.45,10.9,8.15,10.65,7.85
Joaquín,2000742083.0,3.85,5.85,4.25,6.58,4.35
