Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ignacio Otaño,67240441.0,12.5,8.0,11.0,10.83,9.5,4.0,13.5,8.0
Diogo Fonseca,2000197949.0,0.0,5.25,11.0,10.0,0.0,0.0,0.0,0.0
Carlos Lourenço,2000190859.0,2.5,12.25,11.0,11.0,3.0,3.0,1.5,2.0
Luis Iglesias,2000440882.0,0.0,11.5,10.5,14.0,0.0,0.0,0.0,0.0
Chechu,2000629747.0,2.0,11.25,11.0,12.5,2.0,2.0,3.0,2.0
Isma Aizpiri,29164025.0,0.0,10.75,8.0,11.33,0.0,0.0,0.0,0.0
Xabier Cárdenas,67220146.0,0.0,8.25,12.5,8.33,0.0,0.0,0.0,0.0
Echu,67229627.0,0.0,9.0,11.0,10.5,0.0,0.0,0.0,0.0
Jaume Pérez,2000198633.0,0.0,10.25,16.5,9.67,0.0,0.0,0.0,0.0
Roberto Proietti,2000514073.0,3.0,14.0,14.5,8.0,2.0,2.0,3.0,2.0
Israel,2000631088.0,0.0,13.88,12.0,9.42,0.0,0.0,0.0,0.0
Jorge Bríngola,2000512567.0,6.75,6.12,4.5,7.25,9.0,6.5,13.0,8.0
Vladimir Fati,2000680262.0,0.0,5.25,11.0,10.33,0.0,0.0,0.0,0.0
Diego Muñoz,2000439850.0,0.0,10.62,8.75,4.42,0.0,0.0,0.0,0.0
Julen Gurrutxaga,2000682714.0,0.0,11.12,12.5,9.08,0.0,0.0,0.0,0.0
José Antonio Zubillaga,2000443802.0,0.0,6.5,12.25,9.58,0.0,0.0,0.0,0.0
Juan Vizcarra,2000681579.0,0.0,5.75,9.75,3.83,0.0,0.0,0.0,0.0
Edmilson Santos,83169922.0,0.0,11.12,11.0,8.58,0.0,0.0,0.0,0.0
Bilal Aceña,2000514725.0,0.0,4.0,7.25,7.58,0.0,0.0,0.0,0.0
Juan Carlos Abengózar,2000570111.0,2.0,8.0,8.0,8.25,2.75,2.0,2.0,4.0
Sandro,2000515229.0,0.0,4.75,13.25,2.33,0.0,0.0,0.0,0.0
Rafael Díaz,2000680769.0,2.0,12.38,15.5,8.58,2.75,2.0,4.0,3.25
Joaquín,2000742083.0,0.0,3.0,7.25,1.92,0.0,0.0,0.0,0.0
