Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Ignacio Otaño,67240441.0,5.7,5.7,5.7,5.7,5.5,5.5,5.7,5.7,5.17,5.17
Diogo Fonseca,2000197949.0,7.2,7.2,7.2,7.2,5.75,5.75,7.2,7.2,5.88,5.88
Carlos Lourenço,2000190859.0,9.7,9.7,9.7,9.7,9.4,9.4,9.5,9.5,10.08,10.08
Luis Iglesias,2000440882.0,9.5,9.5,9.5,9.5,9.1,9.1,8.4,8.4,9.92,9.92
Chechu,2000629747.0,9.2,9.2,9.2,9.2,10.2,10.2,8.7,8.7,9.75,9.75
Isma Aizpiri,29164025.0,11.2,11.2,11.2,11.2,8.6,8.6,10.8,10.8,8.58,8.58
Xabier Cárdenas,67220146.0,10.8,10.8,10.8,10.8,8.9,8.9,9.8,9.8,8.58,8.58
Echu,67229627.0,10.6,10.6,10.6,10.6,10.3,10.3,10.3,10.3,9.67,9.67
Jaume Pérez,2000198633.0,10.3,10.3,10.3,10.3,11.9,11.9,11.2,11.2,11.17,11.17
Roberto Proietti,2000514073.0,9.6,9.6,9.6,9.6,12.6,12.6,9.4,9.4,12.0,12.0
Israel,2000631088.0,12.75,12.75,12.75,12.75,12.1,12.1,12.55,12.55,11.58,11.58
Jorge Bríngola,2000512567.0,3.8,3.8,3.8,3.8,2.45,2.45,3.8,3.8,3.08,3.08
Vladimir Fati,2000680262.0,6.8,6.8,6.8,6.8,6.3,6.3,6.8,6.8,7.33,7.33
Diego Muñoz,2000439850.0,7.05,7.05,7.05,7.05,8.45,8.45,7.2,7.2,8.96,8.96
Julen Gurrutxaga,2000682714.0,10.4,10.4,10.4,10.4,11.45,11.45,11.05,11.05,11.38,11.38
José Antonio Zubillaga,2000443802.0,6.65,6.65,6.65,6.65,7.1,7.1,6.65,6.65,7.29,7.29
Juan Vizcarra,2000681579.0,6.15,6.15,6.15,6.15,6.45,6.45,6.1,6.1,6.17,6.17
Edmilson Santos,83169922.0,9.9,9.9,9.9,9.9,10.1,10.1,9.6,9.6,9.5,9.5
Bilal Aceña,2000514725.0,5.95,5.95,5.95,5.95,4.4,4.4,5.95,5.95,5.29,5.29
Juan Carlos Abengózar,2000570111.0,10.45,10.45,10.45,10.45,8.1,8.1,9.55,9.55,7.92,7.92
Sandro,2000515229.0,7.1,7.1,7.1,7.1,8.1,8.1,7.1,7.1,8.25,8.25
Rafael Díaz,2000680769.0,9.85,9.85,9.85,9.85,12.3,12.3,9.65,9.65,11.92,11.92
Joaquín,2000742083.0,7.25,7.25,7.25,7.25,7.2,7.2,7.45,7.45,7.75,7.75
