Match,Player,UID
#GK,Ignacio Otaño,67240441
#GK,Jorge Bríngola,2000512567
#DR,Diogo Fonseca,2000197949
#DR,Luis Iglesias,2000440882
#DR,Chechu,2000629747
#DR,Vladimir Fati,2000680262
#DR,José Antonio Zubillaga,2000443802
#DR,Bilal Aceña,2000514725
#DR,Sandro,2000515229
#DC,Diogo Fonseca,2000197949
#DC,Carlos Lourenço,2000190859
#DC,Luis Iglesias,2000440882
#DC,Isma Aizpiri,29164025
#DC,Vladimir Fati,2000680262
#DC,Diego Muñoz,2000439850
#DC,José Antonio Zubillaga,2000443802
#DC,Bilal Aceña,2000514725
#DL,Chechu,2000629747
#DL,Vladimir Fati,2000680262
#WBR,Diogo Fonseca,2000197949
#WBR,Chechu,2000629747
#WBR,José Antonio Zubillaga,2000443802
#WBR,Sandro,2000515229
#DM,Luis Iglesias,2000440882
#DM,Isma Aizpiri,29164025
#DM,Diego Muñoz,2000439850
#DM,José Antonio Zubillaga,2000443802
#DM,Juan Vizcarra,2000681579
#DM,Bilal Aceña,2000514725
#MR,Diogo Fonseca,2000197949
#MR,Echu,67229627
#MR,Sandro,2000515229
#MC,Diogo Fonseca,2000197949
#MC,Isma Aizpiri,29164025
#MC,Xabier Cárdenas,67220146
#MC,Echu,67229627
#MC,Diego Muñoz,2000439850
#MC,Juan Vizcarra,2000681579
#MC,Edmilson Santos,83169922
#MC,Juan Carlos Abengózar,2000570111
#ML,Echu,67229627
#ML,Roberto Proietti,2000514073
#AMR,Chechu,2000629747
#AMR,Echu,67229627
#AMR,Jaume Pérez,2000198633
#AMR,Sandro,2000515229
#AMR,Rafael Díaz,2000680769
#AMR,Joaquín,2000742083
#AMC,Echu,67229627
#AMC,Israel,2000631088
#AMC,Edmilson Santos,83169922
#AMC,Juan Carlos Abengózar,2000570111
#AML,Echu,67229627
#AML,Roberto Proietti,2000514073
#STC,Echu,67229627
#STC,Jaume Pérez,2000198633
#STC,Roberto Proietti,2000514073
#STC,Israel,2000631088
#STC,Julen Gurrutxaga,2000682714
#STC,Juan Carlos Abengózar,2000570111
