Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Ignacio Otaño,67240441.0,3.0,8.0,11.0,4.0,3.0,2.33,3.5,10.83
Diogo Fonseca,2000197949.0,9.83,5.25,11.0,3.5,3.5,5.0,6.5,10.0
Carlos Lourenço,2000190859.0,10.67,12.25,11.0,7.0,6.67,10.0,13.5,11.0
Luis Iglesias,2000440882.0,11.67,11.5,10.5,8.0,4.33,7.67,14.0,14.0
Chechu,2000629747.0,10.67,11.25,11.0,11.67,5.67,7.33,7.5,12.5
Isma Aizpiri,29164025.0,11.67,10.75,8.0,7.0,4.67,10.33,8.5,11.33
Xabier Cárdenas,67220146.0,7.33,8.25,12.5,11.33,8.0,10.0,7.0,8.33
Echu,67229627.0,2.33,9.0,11.0,10.33,11.0,11.0,6.5,10.5
Jaume Pérez,2000198633.0,1.0,10.25,16.5,9.67,11.0,11.33,7.5,9.67
Roberto Proietti,2000514073.0,3.0,14.0,14.5,8.0,8.0,11.0,9.0,8.0
Israel,2000631088.0,1.17,13.88,12.0,12.17,11.0,12.67,9.0,9.42
Jorge Bríngola,2000512567.0,4.33,6.12,4.5,1.0,1.5,1.17,6.25,7.25
Vladimir Fati,2000680262.0,10.33,5.25,11.0,2.67,2.0,4.0,12.5,10.33
Diego Muñoz,2000439850.0,6.33,10.62,8.75,6.5,3.0,9.17,11.5,4.42
Julen Gurrutxaga,2000682714.0,1.0,11.12,12.5,9.17,11.67,14.17,11.0,9.08
José Antonio Zubillaga,2000443802.0,10.0,6.5,12.25,3.17,2.5,4.33,8.25,9.58
Juan Vizcarra,2000681579.0,7.83,5.75,9.75,8.67,2.5,6.33,4.75,3.83
Edmilson Santos,83169922.0,0.0,11.12,11.0,10.5,9.67,11.0,6.5,8.58
Bilal Aceña,2000514725.0,11.83,4.0,7.25,1.67,1.17,3.5,9.75,7.58
Juan Carlos Abengózar,2000570111.0,5.67,8.0,8.0,13.0,6.67,10.0,7.0,8.25
Sandro,2000515229.0,0.0,4.75,13.25,7.67,5.17,6.5,9.0,2.33
Rafael Díaz,2000680769.0,5.83,12.38,15.5,9.17,9.0,9.0,10.0,8.58
Joaquín,2000742083.0,0.0,3.0,7.25,8.83,4.83,7.67,10.5,1.92
