Player,UID,WM,W,DW,IW,IF,WG
Ignacio Otaño,67240441.0,5.4,5.5,6.1,5.7,5.7,5.17
Diogo Fonseca,2000197949.0,7.75,5.75,10.1,7.2,7.2,5.88
Carlos Lourenço,2000190859.0,9.5,9.4,9.9,9.7,9.5,10.08
Luis Iglesias,2000440882.0,9.4,9.1,10.7,9.5,8.4,9.92
Chechu,2000629747.0,9.6,10.2,11.2,9.2,8.7,9.75
Isma Aizpiri,29164025.0,10.4,8.6,11.5,11.2,10.8,8.58
Xabier Cárdenas,67220146.0,9.7,8.9,8.8,10.8,9.8,8.58
Echu,67229627.0,9.6,10.3,7.3,10.6,10.3,9.67
Jaume Pérez,2000198633.0,10.5,11.9,7.4,10.3,11.2,11.17
Roberto Proietti,2000514073.0,9.8,12.6,7.2,9.6,9.4,12.0
Israel,2000631088.0,10.75,12.1,7.9,12.75,12.55,11.58
Jorge Bríngola,2000512567.0,2.65,2.45,4.15,3.8,3.8,3.08
Vladimir Fati,2000680262.0,8.3,6.3,10.1,6.8,6.8,7.33
Diego Muñoz,2000439850.0,7.6,8.45,6.6,7.05,7.2,8.96
Julen Gurrutxaga,2000682714.0,9.15,11.45,6.55,10.4,11.05,11.38
José Antonio Zubillaga,2000443802.0,8.4,7.1,10.3,6.65,6.65,7.29
Juan Vizcarra,2000681579.0,7.7,6.45,7.95,6.15,6.1,6.17
Edmilson Santos,83169922.0,9.1,10.1,4.55,9.9,9.6,9.5
Bilal Aceña,2000514725.0,6.25,4.4,8.6,5.95,5.95,5.29
Juan Carlos Abengózar,2000570111.0,9.2,8.1,7.45,10.45,9.55,7.92
Sandro,2000515229.0,6.6,8.1,4.1,7.1,7.1,8.25
Rafael Díaz,2000680769.0,11.0,12.3,9.15,9.85,9.65,11.92
Joaquín,2000742083.0,6.6,7.2,4.3,7.25,7.45,7.75
