Player,UID,WM,W,DW,IW,IF,WG
Rubén Blanco,67156610.0,8.55,8.25,10.15,10.15,9.2,8.17
Andrejs Ciganiks,37075484.0,12.2,11.9,12.3,12.1,11.65,11.5
Luís Rodrigues,2000436535.0,12.2,10.8,14.1,13.2,12.4,10.92
Ricardo Graça,83107071.0,12.2,11.8,13.0,12.6,12.5,11.92
Aarón Martín,67196209.0,13.75,13.3,13.75,13.05,12.55,12.42
Antonio Blanco,67256515.0,13.1,12.9,13.95,13.6,12.95,12.5
Billy Gilmour,61078265.0,12.45,11.25,12.15,14.0,13.5,10.71
Christian Kouamé,43201838.0,11.8,13.5,10.0,13.4,13.3,13.25
Rodrigo Gogna,2000273938.0,14.5,14.0,12.9,15.9,15.2,13.67
Octavian Popescu,57175903.0,13.15,13.3,12.4,14.25,13.55,12.67
Yago Freitas,2000570843.0,12.3,14.6,10.0,14.4,14.5,13.33
Manu Morlanes,67228802.0,12.55,12.6,13.1,13.7,13.5,11.92
Gorka Alarcón,2000194477.0,12.15,14.0,9.9,12.55,12.35,13.5
Sergio Rico,67171745.0,7.45,7.2,8.55,8.25,7.6,7.58
Germán,2000194475.0,10.1,10.35,11.55,10.3,10.05,11.21
Luis Garai,2000681737.0,11.8,13.3,9.1,11.6,11.6,12.58
Ali Tweed,2000432931.0,10.9,10.15,12.05,10.1,9.75,11.04
Dawid Kownacki,96059679.0,12.0,13.1,11.15,12.4,12.6,13.0
Reiss Nelson,28107919.0,12.0,13.4,10.4,12.85,12.9,12.08
Timo Zaal,2000022712.0,10.25,10.5,12.3,9.8,9.5,11.33
Unai Gómez,2000065899.0,12.35,10.8,11.2,14.0,13.3,10.17
Junior Esparragoza,2000179937.0,10.5,10.45,12.45,10.5,9.9,10.54
Emil Bohinen,53126104.0,12.6,12.7,11.05,13.3,12.7,12.0
Pedro Esperancinha,2000437963.0,10.6,11.0,12.2,10.8,10.3,10.92
Nino,2000511282.0,13.1,13.1,10.9,12.7,12.2,12.83
