Match,Player,UID
#GK,Rubén Blanco,67156610
#GK,Sergio Rico,67171745
#DR,Andrejs Ciganiks,37075484
#DR,Pedro Esperancinha,2000437963
#DC,Luís Rodrigues,2000436535
#DC,Ricardo Graça,83107071
#DC,Germán,2000194475
#DC,Ali Tweed,2000432931
#DC,Timo Zaal,2000022712
#DC,Junior Esparragoza,2000179937
#DC,Pedro Esperancinha,2000437963
#DL,Andrejs Ciganiks,37075484
#DL,Aarón Martín,67196209
#DL,Pedro Esperancinha,2000437963
#WBR,Andrejs Ciganiks,37075484
#WBR,Junior Esparragoza,2000179937
#DM,Luís Rodrigues,2000436535
#DM,Antonio Blanco,67256515
#DM,Billy Gilmour,61078265
#DM,Manu Morlanes,67228802
#DM,Junior Esparragoza,2000179937
#WBL,Andrejs Ciganiks,37075484
#WBL,Aarón Martín,67196209
#MR,Gorka Alarcón,2000194477
#MR,Dawid Kownacki,96059679
#MR,Reiss Nelson,28107919
#MR,Nino,2000511282
#MC,Luís Rodrigues,2000436535
#MC,Antonio Blanco,67256515
#MC,Billy Gilmour,61078265
#MC,Rodrigo Gogna,2000273938
#MC,Octavian Popescu,57175903
#MC,Manu Morlanes,67228802
#MC,Germán,2000194475
#MC,Ali Tweed,2000432931
#MC,Unai Gómez,2000065899
#MC,Emil Bohinen,53126104
#MC,Nino,2000511282
#ML,Andrejs Ciganiks,37075484
#ML,Octavian Popescu,57175903
#ML,Dawid Kownacki,96059679
#AMR,Christian Kouamé,43201838
#AMR,Yago Freitas,2000570843
#AMR,Gorka Alarcón,2000194477
#AMR,Dawid Kownacki,96059679
#AMR,Reiss Nelson,28107919
#AMR,Emil Bohinen,53126104
#AMR,Nino,2000511282
#AMC,Billy Gilmour,61078265
#AMC,Rodrigo Gogna,2000273938
#AMC,Octavian Popescu,57175903
#AMC,Yago Freitas,2000570843
#AMC,Gorka Alarcón,2000194477
#AMC,Emil Bohinen,53126104
#AMC,Nino,2000511282
#AML,Andrejs Ciganiks,37075484
#AML,Christian Kouamé,43201838
#AML,Rodrigo Gogna,2000273938
#AML,Octavian Popescu,57175903
#AML,Yago Freitas,2000570843
#AML,Luis Garai,2000681737
#AML,Dawid Kownacki,96059679
#AML,Reiss Nelson,28107919
#STC,Christian Kouamé,43201838
#STC,Yago Freitas,2000570843
#STC,Dawid Kownacki,96059679
#STC,Reiss Nelson,28107919
