Player,UID,AMC,AP,T,SS,AM,EG
Rubén Blanco,67156610.0,11.1,10.4,11.1,9.2,10.15,9.15
Andrejs Ciganiks,37075484.0,12.25,12.05,12.25,11.65,12.1,12.2
Luís Rodrigues,2000436535.0,14.2,13.1,14.2,12.4,13.2,12.4
Ricardo Graça,83107071.0,12.7,12.2,12.7,12.5,12.6,12.0
Aarón Martín,67196209.0,13.2,13.0,13.2,12.55,13.05,12.4
Antonio Blanco,67256515.0,14.0,13.7,14.0,12.95,13.6,13.15
Billy Gilmour,61078265.0,13.85,13.7,13.85,13.5,14.0,12.9
Christian Kouamé,43201838.0,13.3,13.4,13.3,13.3,13.4,13.45
Rodrigo Gogna,2000273938.0,15.95,16.4,15.95,15.2,15.9,15.4
Octavian Popescu,57175903.0,13.75,13.95,13.75,13.55,14.25,13.9
Yago Freitas,2000570843.0,13.1,13.8,13.1,14.5,14.4,14.5
Manu Morlanes,67228802.0,13.4,13.65,13.4,13.5,13.7,13.65
Gorka Alarcón,2000194477.0,12.15,12.75,12.15,12.35,12.55,13.7
Sergio Rico,67171745.0,9.5,9.2,9.5,7.6,8.25,7.85
Germán,2000194475.0,11.0,10.2,11.0,10.05,10.3,10.25
Luis Garai,2000681737.0,10.8,11.3,10.8,11.6,11.6,12.3
Ali Tweed,2000432931.0,11.0,10.3,11.0,9.75,10.1,9.65
Dawid Kownacki,96059679.0,13.05,13.05,13.05,12.6,12.4,12.75
Reiss Nelson,28107919.0,12.4,13.0,12.4,12.9,12.85,13.6
Timo Zaal,2000022712.0,10.45,9.65,10.45,9.5,9.8,9.15
Unai Gómez,2000065899.0,13.8,13.75,13.8,13.3,14.0,12.85
Junior Esparragoza,2000179937.0,10.95,10.25,10.95,9.9,10.5,9.95
Emil Bohinen,53126104.0,12.9,13.3,12.9,12.7,13.3,13.3
Pedro Esperancinha,2000437963.0,11.3,10.8,11.3,10.3,10.8,10.0
Nino,2000511282.0,13.25,13.45,13.25,12.2,12.7,12.9
