Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Rubén Blanco,67156610.0,10.15,10.15,10.15,10.15,8.25,8.25,9.2,9.2,8.17,8.17
Andrejs Ciganiks,37075484.0,12.1,12.1,12.1,12.1,11.9,11.9,11.65,11.65,11.5,11.5
Luís Rodrigues,2000436535.0,13.2,13.2,13.2,13.2,10.8,10.8,12.4,12.4,10.92,10.92
Ricardo Graça,83107071.0,12.6,12.6,12.6,12.6,11.8,11.8,12.5,12.5,11.92,11.92
Aarón Martín,67196209.0,13.05,13.05,13.05,13.05,13.3,13.3,12.55,12.55,12.42,12.42
Antonio Blanco,67256515.0,13.6,13.6,13.6,13.6,12.9,12.9,12.95,12.95,12.5,12.5
Billy Gilmour,61078265.0,14.0,14.0,14.0,14.0,11.25,11.25,13.5,13.5,10.71,10.71
Christian Kouamé,43201838.0,13.4,13.4,13.4,13.4,13.5,13.5,13.3,13.3,13.25,13.25
Rodrigo Gogna,2000273938.0,15.9,15.9,15.9,15.9,14.0,14.0,15.2,15.2,13.67,13.67
Octavian Popescu,57175903.0,14.25,14.25,14.25,14.25,13.3,13.3,13.55,13.55,12.67,12.67
Yago Freitas,2000570843.0,14.4,14.4,14.4,14.4,14.6,14.6,14.5,14.5,13.33,13.33
Manu Morlanes,67228802.0,13.7,13.7,13.7,13.7,12.6,12.6,13.5,13.5,11.92,11.92
Gorka Alarcón,2000194477.0,12.55,12.55,12.55,12.55,14.0,14.0,12.35,12.35,13.5,13.5
Sergio Rico,67171745.0,8.25,8.25,8.25,8.25,7.2,7.2,7.6,7.6,7.58,7.58
Germán,2000194475.0,10.3,10.3,10.3,10.3,10.35,10.35,10.05,10.05,11.21,11.21
Luis Garai,2000681737.0,11.6,11.6,11.6,11.6,13.3,13.3,11.6,11.6,12.58,12.58
Ali Tweed,2000432931.0,10.1,10.1,10.1,10.1,10.15,10.15,9.75,9.75,11.04,11.04
Dawid Kownacki,96059679.0,12.4,12.4,12.4,12.4,13.1,13.1,12.6,12.6,13.0,13.0
Reiss Nelson,28107919.0,12.85,12.85,12.85,12.85,13.4,13.4,12.9,12.9,12.08,12.08
Timo Zaal,2000022712.0,9.8,9.8,9.8,9.8,10.5,10.5,9.5,9.5,11.33,11.33
Unai Gómez,2000065899.0,14.0,14.0,14.0,14.0,10.8,10.8,13.3,13.3,10.17,10.17
Junior Esparragoza,2000179937.0,10.5,10.5,10.5,10.5,10.45,10.45,9.9,9.9,10.54,10.54
Emil Bohinen,53126104.0,13.3,13.3,13.3,13.3,12.7,12.7,12.7,12.7,12.0,12.0
Pedro Esperancinha,2000437963.0,10.8,10.8,10.8,10.8,11.0,11.0,10.3,10.3,10.92,10.92
Nino,2000511282.0,12.7,12.7,12.7,12.7,13.1,13.1,12.2,12.2,12.83,12.83
