Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Rubén Blanco,67156610.0,12.8,11.1,11.3,11.8,12.6,11.0,10.45,12.1
Andrejs Ciganiks,37075484.0,11.7,11.95,11.8,12.0,12.25,11.95,12.05,12.5
Luís Rodrigues,2000436535.0,14.7,13.3,14.6,14.1,14.5,11.9,12.5,14.7
Ricardo Graça,83107071.0,12.9,12.5,13.2,13.1,13.0,12.5,12.7,13.2
Aarón Martín,67196209.0,13.5,13.35,13.0,13.35,13.1,13.65,12.9,13.65
Antonio Blanco,67256515.0,13.95,13.65,13.6,14.25,14.15,13.6,13.35,14.15
Billy Gilmour,61078265.0,14.75,13.7,13.05,13.8,14.3,14.25,13.3,13.45
Christian Kouamé,43201838.0,12.65,12.2,11.3,12.45,12.25,13.45,13.85,11.45
Rodrigo Gogna,2000273938.0,15.1,14.25,12.35,15.8,15.7,15.25,15.3,14.15
Octavian Popescu,57175903.0,14.1,13.95,11.2,13.85,14.05,14.6,14.25,12.85
Yago Freitas,2000570843.0,12.8,12.0,10.2,13.1,12.9,14.0,14.5,11.0
Manu Morlanes,67228802.0,12.75,13.1,13.45,13.95,13.95,12.45,13.3,13.75
Gorka Alarcón,2000194477.0,11.2,11.25,10.3,11.95,11.55,12.7,13.15,10.45
Sergio Rico,67171745.0,10.95,9.05,9.7,9.85,10.0,9.0,9.0,10.25
Germán,2000194475.0,11.45,10.45,13.65,11.15,11.4,10.45,11.0,11.65
Luis Garai,2000681737.0,9.3,10.1,9.6,10.7,10.2,11.9,12.8,9.6
Ali Tweed,2000432931.0,10.45,9.85,13.6,11.15,11.5,9.65,9.9,12.75
Dawid Kownacki,96059679.0,12.1,11.65,12.1,12.4,12.1,12.4,12.45,11.75
Reiss Nelson,28107919.0,11.5,11.7,10.4,12.15,12.0,12.4,13.05,11.15
Timo Zaal,2000022712.0,10.45,10.4,11.4,10.95,10.6,9.75,10.2,12.65
Unai Gómez,2000065899.0,13.05,13.0,10.45,13.75,14.15,13.25,13.2,12.95
Junior Esparragoza,2000179937.0,10.9,10.75,13.45,11.3,11.4,9.95,10.7,12.75
Emil Bohinen,53126104.0,13.05,12.85,10.4,12.75,12.9,14.35,13.95,11.75
Pedro Esperancinha,2000437963.0,11.8,10.35,13.2,12.0,12.35,10.15,11.15,12.85
Nino,2000511282.0,12.25,12.2,10.45,12.4,12.35,13.5,13.15,11.7
