Player,UID,AF,CF,DLF,F9,P,PF,TM
Rubén Blanco,67156610.0,9.25,8.9,11.45,9.55,9.25,9.5,9.7
Andrejs Ciganiks,37075484.0,11.65,11.25,11.75,11.85,11.65,11.3,10.85
Luís Rodrigues,2000436535.0,10.8,12.1,13.0,11.9,10.8,11.8,11.9
Ricardo Graça,83107071.0,12.7,12.4,12.7,12.1,12.7,12.8,12.5
Aarón Martín,67196209.0,12.8,11.4,12.8,13.1,12.8,12.5,11.25
Antonio Blanco,67256515.0,13.15,13.15,13.65,12.85,13.15,13.2,12.5
Billy Gilmour,61078265.0,12.2,13.5,13.8,13.05,12.2,12.5,11.3
Christian Kouamé,43201838.0,14.65,13.05,13.55,12.95,14.65,13.7,13.05
Rodrigo Gogna,2000273938.0,13.45,14.9,15.35,14.7,13.45,13.7,14.2
Octavian Popescu,57175903.0,13.5,12.55,14.0,14.15,13.5,12.3,11.9
Yago Freitas,2000570843.0,15.8,13.0,13.9,13.8,15.8,14.0,11.8
Manu Morlanes,67228802.0,12.65,12.75,12.8,12.65,12.65,13.3,11.55
Gorka Alarcón,2000194477.0,13.65,11.2,12.6,12.85,13.65,12.6,11.8
Sergio Rico,67171745.0,7.2,7.7,9.55,8.05,7.2,7.45,9.2
Germán,2000194475.0,11.3,10.85,11.6,10.35,11.3,12.25,12.4
Luis Garai,2000681737.0,13.3,10.1,11.1,12.2,13.3,11.7,10.7
Ali Tweed,2000432931.0,10.1,10.05,10.5,9.35,10.1,11.4,11.4
Dawid Kownacki,96059679.0,13.05,12.8,12.55,12.05,13.05,13.55,12.9
Reiss Nelson,28107919.0,13.05,11.35,11.9,12.6,13.05,12.05,10.3
Timo Zaal,2000022712.0,11.0,8.9,10.2,9.35,11.0,10.35,10.75
Unai Gómez,2000065899.0,11.25,12.85,13.8,12.95,11.25,11.4,10.85
Junior Esparragoza,2000179937.0,11.05,9.6,10.75,9.8,11.05,11.4,10.8
Emil Bohinen,53126104.0,13.1,11.75,13.75,13.7,13.1,11.75,11.8
Pedro Esperancinha,2000437963.0,11.5,9.4,10.85,10.05,11.5,11.4,10.65
Nino,2000511282.0,12.3,12.15,12.6,12.85,12.3,12.2,12.6
