Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Álvaro Fernández,67262229.0,6.5,6.5,6.5,6.5,5.6,5.6,5.9,5.9,5.58,5.58
Borja Esnaola,2000438807.0,7.55,7.55,7.55,7.55,6.3,6.3,7.55,7.55,7.17,7.17
Francisco Javier García,2000442254.0,9.4,9.4,9.4,9.4,8.9,8.9,8.4,8.4,9.67,9.67
Fernando Juan,2000198639.0,8.9,8.9,8.9,8.9,8.8,8.8,8.4,8.4,9.42,9.42
Álex Pérez,2000020028.0,9.7,9.7,9.7,9.7,9.2,9.2,8.8,8.8,9.08,9.08
Mohamed Gallar,2000444071.0,9.45,9.45,9.45,9.45,7.9,7.9,9.25,9.25,8.42,8.42
Álvaro Fortes,2000443308.0,9.5,9.5,9.5,9.5,9.4,9.4,8.75,8.75,9.75,9.75
David Alfonso,67244455.0,8.15,8.15,8.15,8.15,10.85,10.85,8.05,8.05,9.88,9.88
Julio Delgado,67221282.0,11.3,11.3,11.3,11.3,11.6,11.6,11.3,11.3,10.08,10.08
Chiquinho,83169933.0,9.7,9.7,9.7,9.7,10.25,10.25,9.65,9.65,9.71,9.71
Víctor Socorro,67277518.0,10.5,10.5,10.5,10.5,10.4,10.4,10.6,10.6,10.67,10.67
Pedro Manuel Peña,2000665371.0,3.35,3.35,3.35,3.35,3.9,3.9,3.35,3.35,4.0,4.0
Andrés Alcántara,2000440886.0,9.05,9.05,9.05,9.05,8.5,8.5,9.05,9.05,8.25,8.25
Pep,2000198640.0,10.8,10.8,10.8,10.8,9.2,9.2,10.0,10.0,9.83,9.83
Serafín Godoy,2000202566.0,9.75,9.75,9.75,9.75,11.75,11.75,8.9,8.9,11.38,11.38
Pablo Jurado,2000681314.0,6.45,6.45,6.45,6.45,4.55,4.55,6.45,6.45,5.67,5.67
David Luna,67261047.0,7.0,7.0,7.0,7.0,6.95,6.95,7.0,7.0,7.58,7.58
Abel Pascual,67215623.0,8.2,8.2,8.2,8.2,7.1,7.1,7.6,7.6,7.92,7.92
Diego Ceballos,67269375.0,10.8,10.8,10.8,10.8,10.9,10.9,10.4,10.4,10.58,10.58
Isra Cano,2000065444.0,10.25,10.25,10.25,10.25,9.6,9.6,8.95,8.95,8.96,8.96
Isaiah,2000194472.0,6.2,6.2,6.2,6.2,5.95,5.95,6.2,6.2,6.67,6.67
Alain Garai,2000679842.0,8.55,8.55,8.55,8.55,9.15,9.15,7.8,7.8,8.75,8.75
Gorka Arrizabalaga,2000683360.0,10.15,10.15,10.15,10.15,11.2,11.2,9.95,9.95,10.92,10.92
