Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Álvaro Fernández,67262229.0,11.0,11.0,11.0,5.0,11.0,8.0,0.0,10.0,4.0,11.0,9.0,0.0,0.0,0.0,3.0,11.0,3.0,12.0,13.0,0.0,3.0,0.0,0.0,8.0,11.0,9.0,11.0,12.0,0.0,6.0,10.0,0.0,11.0,8.0,0.0,0.0,12.0,7.0,10.0,5.0,10.0,12.0,10.0,14.0,13.0,10.0,11.0,28.0
Borja Esnaola,2000438807.0,10.0,8.5,7.5,10.5,13.5,3.5,3.5,6.5,12.5,11.5,14.5,0.0,0.0,0.0,0.0,7.0,11.5,12.5,14.5,8.5,0.0,10.5,9.5,10.0,12.5,9.5,9.5,8.5,15.5,0.0,9.5,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Francisco Javier García,2000442254.0,10.0,12.0,14.0,11.0,18.0,6.0,7.0,10.0,13.0,8.0,11.0,3.0,3.0,0.0,9.0,7.0,8.0,11.0,12.0,5.0,5.0,12.0,9.0,15.0,15.0,8.0,13.0,13.0,9.0,10.0,12.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Fernando Juan,2000198639.0,12.0,11.0,12.0,14.0,14.0,7.0,5.0,11.0,12.0,13.0,12.0,4.0,7.0,4.0,5.0,7.0,4.0,13.0,13.0,5.0,3.0,11.0,11.0,8.0,11.0,10.0,12.0,13.0,12.0,9.0,11.0,4.0,12.0,14.0,8.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,23.0
Álex Pérez,2000020028.0,14.0,12.0,13.0,11.0,8.0,11.0,8.0,13.0,7.0,11.0,10.0,4.0,7.0,0.0,9.0,12.0,8.0,11.0,11.0,4.0,5.0,15.0,9.0,15.0,10.0,10.0,8.0,19.0,9.0,9.0,15.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Mohamed Gallar,2000444071.0,6.0,6.0,3.5,13.0,17.0,7.0,7.0,9.0,17.5,14.0,18.5,0.0,0.0,5.0,6.0,10.0,13.0,14.0,0.0,7.0,7.0,14.0,5.0,13.0,10.0,7.0,15.0,9.0,13.0,7.0,8.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Álvaro Fortes,2000443308.0,11.0,10.0,11.0,14.0,17.0,3.0,6.0,8.0,15.0,9.0,16.0,5.0,6.0,2.5,5.0,10.0,7.0,12.0,13.0,6.0,6.0,14.0,6.0,9.0,10.0,13.0,10.0,13.0,16.0,10.0,10.0,3.0,8.0,18.0,5.0,5.0,3.5,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,22.0
David Alfonso,67244455.0,12.5,14.5,14.5,9.5,2.5,15.5,12.5,11.5,4.5,0.0,0.0,0.0,0.0,5.5,9.5,9.5,10.5,0.0,3.5,3.5,14.0,0.0,7.5,6.5,4.5,7.5,3.5,18.5,0.0,6.5,15.5,8.5,0.0,14.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Julio Delgado,67221282.0,15.0,13.0,12.0,11.0,2.0,14.0,11.0,9.0,9.0,0.0,4.0,8.0,0.0,7.0,13.0,10.0,13.0,14.0,11.0,6.0,14.0,6.0,3.0,9.0,9.0,9.0,3.0,13.0,0.0,7.0,8.0,14.0,12.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Chiquinho,83169933.0,14.0,13.5,13.0,6.5,9.0,11.5,9.5,9.5,8.5,9.5,7.0,8.5,8.0,10.5,10.5,10.0,11.5,10.5,7.5,4.5,13.0,5.0,5.0,10.0,11.5,10.5,7.5,12.5,3.0,11.0,7.0,10.0,9.0,9.0,8.5,7.5,2.5,1.5,3.5,1.5,3.0,1.5,2.0,2.5,4.5,2.5,3.5,28.0
Víctor Socorro,67277518.0,13.0,14.0,16.0,7.0,10.0,15.0,13.0,13.0,11.0,5.0,6.0,6.0,6.0,11.0,12.0,9.0,9.0,11.0,8.0,3.0,12.0,4.0,14.0,5.0,6.0,9.0,10.0,7.0,3.0,10.0,8.0,3.0,12.0,14.0,7.0,8.0,4.0,2.0,6.0,2.5,4.0,2.0,2.0,2.5,2.5,3.0,5.0,28.0
Pedro Manuel Peña,2000665371.0,12.0,8.0,10.0,6.0,9.0,8.0,0.0,9.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,4.5,0.0,0.0,0.0,0.0,0.0,6.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,7.0,9.0,3.0,17.0,10.0,12.0,5.0,13.0,11.0,9.0,18.0
Andrés Alcántara,2000440886.0,14.0,13.5,7.5,16.5,9.5,4.5,8.5,5.5,16.5,8.5,13.5,0.0,0.0,0.0,0.0,10.0,11.5,11.5,11.5,10.5,0.0,8.5,4.5,7.0,8.5,11.5,8.5,5.5,14.5,0.0,10.5,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Pep,2000198640.0,9.0,5.0,7.0,14.0,14.0,12.0,6.0,12.0,10.0,11.0,9.0,8.0,4.0,5.0,3.0,11.0,12.0,12.0,15.0,5.0,4.0,10.0,12.0,7.0,15.0,16.0,9.0,2.5,8.0,13.0,17.0,6.0,14.0,11.0,5.0,5.0,3.0,2.0,3.0,2.5,3.5,2.0,2.0,3.0,3.0,2.0,2.5,23.0
Serafín Godoy,2000202566.0,14.5,15.5,16.5,12.0,8.5,10.5,13.5,5.5,13.0,0.0,0.0,0.0,0.0,2.0,6.5,11.5,12.0,0.0,8.0,8.0,12.5,0.0,10.5,11.5,3.5,12.5,8.5,3.5,0.0,10.5,12.5,4.0,0.0,11.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Pablo Jurado,2000681314.0,5.5,0.0,8.0,13.0,12.5,5.0,0.0,9.5,10.0,8.0,12.5,0.0,0.0,0.0,0.0,3.0,7.0,14.5,12.0,0.0,0.0,11.0,10.0,9.5,0.0,0.0,7.5,9.5,16.0,0.0,9.0,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
David Luna,67261047.0,9.5,10.5,13.5,8.5,12.0,10.5,7.5,11.5,12.5,10.5,11.0,0.0,0.0,0.0,0.0,6.5,2.5,11.5,10.5,2.5,0.0,12.5,9.5,4.5,8.5,7.5,7.5,12.5,11.0,0.0,10.5,0.0,11.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Abel Pascual,67215623.0,8.0,15.0,12.0,9.0,12.0,9.0,4.0,7.0,7.0,13.0,14.0,2.0,6.0,0.0,8.0,7.0,7.0,14.0,11.0,3.0,6.0,12.0,12.0,12.0,10.0,8.0,11.0,5.0,13.0,6.0,9.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
