Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Álvaro Fernández,67262229,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Borja Esnaola,2000438807,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Francisco Javier García,2000442254,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fernando Juan,2000198639,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Álex Pérez,2000020028,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Mohamed Gallar,2000444071,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Álvaro Fortes,2000443308,0,0,1,0,0,1,0,0,1,0,0,0,0,0
David Alfonso,67244455,0,0,0,0,0,0,0,1,0,0,1,0,1,1
Julio Delgado,67221282,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Chiquinho,83169933,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Víctor Socorro,67277518,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pedro Manuel Peña,2000665371,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrés Alcántara,2000440886,0,1,1,1,0,0,1,0,0,0,0,0,0,0
Pep,2000198640,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Serafín Godoy,2000202566,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Pablo Jurado,2000681314,0,1,1,1,0,0,0,0,0,0,0,0,0,0
David Luna,67261047,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Abel Pascual,67215623,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Diego Ceballos,67269375,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Isra Cano,2000065444,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Isaiah,2000194472,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Alain Garai,2000679842,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Gorka Arrizabalaga,2000683360,0,0,0,0,0,0,0,0,1,0,0,1,0,0
