Match,Player,UID
#GK,Álvaro Fernández,67262229
#GK,Pedro Manuel Peña,2000665371
#DR,Borja Esnaola,2000438807
#DR,Fernando Juan,2000198639
#DR,Andrés Alcántara,2000440886
#DR,Pablo Jurado,2000681314
#DR,Abel Pascual,67215623
#DR,Diego Ceballos,67269375
#DC,Borja Esnaola,2000438807
#DC,Francisco Javier García,2000442254
#DC,Fernando Juan,2000198639
#DC,Mohamed Gallar,2000444071
#DC,Álvaro Fortes,2000443308
#DC,Andrés Alcántara,2000440886
#DC,Pep,2000198640
#DC,Pablo Jurado,2000681314
#DC,David Luna,67261047
#DC,Abel Pascual,67215623
#DC,Isaiah,2000194472
#DL,Borja Esnaola,2000438807
#DL,Álex Pérez,2000020028
#DL,Andrés Alcántara,2000440886
#DL,Pablo Jurado,2000681314
#DL,David Luna,67261047
#DM,Francisco Javier García,2000442254
#DM,Mohamed Gallar,2000444071
#DM,Álvaro Fortes,2000443308
#DM,Pep,2000198640
#DM,Isaiah,2000194472
#WBL,Álex Pérez,2000020028
#WBL,Andrés Alcántara,2000440886
#WBL,David Luna,67261047
#MR,David Alfonso,67244455
#MC,Mohamed Gallar,2000444071
#MC,Álvaro Fortes,2000443308
#MC,Pep,2000198640
#MC,Isra Cano,2000065444
#MC,Isaiah,2000194472
#MC,Gorka Arrizabalaga,2000683360
#ML,Julio Delgado,67221282
#ML,Chiquinho,83169933
#AMR,David Alfonso,67244455
#AMR,Julio Delgado,67221282
#AMR,Chiquinho,83169933
#AMR,Serafín Godoy,2000202566
#AMR,Alain Garai,2000679842
#AMC,Isra Cano,2000065444
#AMC,Alain Garai,2000679842
#AMC,Gorka Arrizabalaga,2000683360
#AML,David Alfonso,67244455
#AML,Julio Delgado,67221282
#AML,Chiquinho,83169933
#AML,Serafín Godoy,2000202566
#AML,Alain Garai,2000679842
#STC,David Alfonso,67244455
#STC,Víctor Socorro,67277518
#STC,Serafín Godoy,2000202566
