Player,UID,WM,W,DW,IW,IF,WG
Álvaro Fernández,67262229.0,5.4,5.6,6.2,6.5,5.9,5.58
Borja Esnaola,2000438807.0,7.15,6.3,10.4,7.55,7.55,7.17
Francisco Javier García,2000442254.0,8.9,8.9,9.4,9.4,8.4,9.67
Fernando Juan,2000198639.0,8.9,8.8,10.9,8.9,8.4,9.42
Álex Pérez,2000020028.0,9.9,9.2,10.1,9.7,8.8,9.08
Mohamed Gallar,2000444071.0,8.65,7.9,12.6,9.45,9.25,8.42
Álvaro Fortes,2000443308.0,9.3,9.4,11.9,9.5,8.75,9.75
David Alfonso,67244455.0,8.85,10.85,4.75,8.15,8.05,9.88
Julio Delgado,67221282.0,10.7,11.6,7.6,11.3,11.3,10.08
Chiquinho,83169933.0,8.6,10.25,7.7,9.7,9.65,9.71
Víctor Socorro,67277518.0,9.0,10.4,6.7,10.5,10.6,10.67
Pedro Manuel Peña,2000665371.0,2.65,3.9,3.6,3.35,3.35,4.0
Andrés Alcántara,2000440886.0,8.65,8.5,11.0,9.05,9.05,8.25
Pep,2000198640.0,10.4,9.2,10.8,10.8,10.0,9.83
Serafín Godoy,2000202566.0,9.15,11.75,5.3,9.75,8.9,11.38
Pablo Jurado,2000681314.0,6.3,4.55,9.7,6.45,6.45,5.67
David Luna,67261047.0,7.9,6.95,9.45,7.0,7.0,7.58
Abel Pascual,67215623.0,7.6,7.1,9.8,8.2,7.6,7.92
Diego Ceballos,67269375.0,10.5,10.9,11.0,10.8,10.4,10.58
Isra Cano,2000065444.0,9.5,9.6,4.0,10.25,8.95,8.96
Isaiah,2000194472.0,7.1,5.95,8.85,6.2,6.2,6.67
Alain Garai,2000679842.0,7.1,9.15,3.15,8.55,7.8,8.75
Gorka Arrizabalaga,2000683360.0,8.9,11.2,5.2,10.15,9.95,10.92
