Player,UID,AF,CF,DLF,F9,P,PF,TM
Álvaro Fernández,67262229.0,7.1,5.9,8.6,6.5,7.1,7.5,7.5
Borja Esnaola,2000438807.0,7.05,6.4,7.45,6.2,7.05,8.2,7.45
Francisco Javier García,2000442254.0,9.4,8.4,9.4,7.8,9.4,10.8,9.3
Fernando Juan,2000198639.0,9.5,8.6,9.1,7.7,9.5,10.3,9.4
Álex Pérez,2000020028.0,9.7,8.8,10.2,8.9,9.7,10.3,9.3
Mohamed Gallar,2000444071.0,8.1,9.5,8.8,7.5,8.1,10.1,9.4
Álvaro Fortes,2000443308.0,9.35,7.95,9.1,8.2,9.35,9.95,8.85
David Alfonso,67244455.0,9.25,7.75,7.75,8.35,9.25,8.15,7.65
Julio Delgado,67221282.0,11.2,9.5,10.3,11.6,11.2,10.1,8.3
Chiquinho,83169933.0,11.0,9.45,10.0,10.25,11.0,9.8,9.2
Víctor Socorro,67277518.0,12.3,10.8,10.6,9.9,12.3,10.4,10.9
Pedro Manuel Peña,2000665371.0,5.7,3.8,5.65,3.85,5.7,4.4,5.2
Andrés Alcántara,2000440886.0,8.85,6.7,7.45,6.9,8.85,9.2,7.05
Pep,2000198640.0,8.5,10.3,11.5,10.6,8.5,9.3,11.1
Serafín Godoy,2000202566.0,9.95,8.4,8.55,8.9,9.95,9.7,8.3
Pablo Jurado,2000681314.0,4.75,6.0,5.85,4.15,4.75,7.7,6.15
David Luna,67261047.0,8.4,5.65,6.8,5.65,8.4,7.8,7.55
Abel Pascual,67215623.0,8.3,8.3,8.8,7.4,8.3,9.0,9.0
Diego Ceballos,67269375.0,11.4,9.9,10.4,10.5,11.4,10.7,9.6
Isra Cano,2000065444.0,8.45,8.95,10.45,10.4,8.45,7.45,8.5
Isaiah,2000194472.0,7.2,6.25,7.9,5.95,7.2,7.5,8.55
Alain Garai,2000679842.0,7.85,7.75,7.2,7.45,7.85,8.25,5.4
Gorka Arrizabalaga,2000683360.0,8.2,9.25,9.65,9.65,8.2,9.2,8.8
