Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
11.0,9.333333333333334,0.0,10.5,5.5,9.333333333333334,6.0,11.5,10.5,1.5,9.5,9.0,8.8,7.0,10.5,11.666666666666666,6.5,8.0,10.0,5.0
13.5,7.333333333333333,9.5,9.0,7.5,9.0,6.25,12.0,9.0,7.5,10.5,10.375,7.3,11.166666666666666,8.875,12.166666666666666,3.25,8.333333333333334,9.5,8.5
18.0,11.0,9.0,9.0,7.0,9.333333333333334,6.25,12.0,9.0,7.5,10.5,13.5,10.0,9.0,11.0,11.666666666666666,9.5,8.333333333333334,10.5,11.0
14.0,11.0,11.0,12.0,5.5,9.666666666666666,6.5,12.0,12.0,4.5,11.5,11.5,9.8,12.0,11.25,12.333333333333334,8.0,7.333333333333333,11.0,11.0
8.0,11.666666666666666,9.0,12.0,9.5,9.0,8.25,13.0,12.0,8.0,11.5,13.75,10.2,11.0,12.25,12.333333333333334,11.0,11.0,9.0,14.0
17.0,9.666666666666666,5.0,11.5,10.0,7.0,9.0,4.0,11.5,10.0,13.75,11.25,7.2,12.0,5.625,7.333333333333333,7.5,10.666666666666666,11.0,11.5
17.0,10.666666666666666,6.0,8.5,5.0,10.333333333333334,7.0,11.5,8.5,6.5,12.0,11.5,10.2,11.0,11.25,11.666666666666666,6.5,8.333333333333334,11.5,11.0
2.5,7.333333333333333,7.5,5.75,13.0,5.833333333333333,10.0,9.5,5.75,11.5,5.75,9.75,7.9,3.8333333333333335,12.25,6.333333333333333,10.5,10.5,5.5,5.75
2.0,9.666666666666666,3.0,4.5,13.5,13.0,11.5,9.5,4.5,12.0,6.5,10.5,10.8,3.0,12.25,11.0,11.0,10.666666666666666,6.0,7.5
9.0,9.5,5.0,9.5,11.5,10.333333333333334,10.25,7.25,9.5,10.5,8.25,10.125,9.8,7.333333333333333,12.75,8.333333333333334,10.0,10.333333333333334,9.0,7.25
10.0,9.666666666666666,14.0,9.0,12.0,10.333333333333334,8.5,8.0,9.0,11.0,9.5,6.25,9.8,7.0,13.0,9.0,12.5,10.333333333333334,9.5,8.5
9.0,2.3333333333333335,0.0,9.0,4.0,3.8333333333333335,4.25,2.25,9.0,0.0,7.5,3.0,2.3,6.0,10.25,3.8333333333333335,4.5,5.666666666666667,10.0,4.5
9.5,7.333333333333333,4.5,7.0,8.0,7.666666666666667,6.75,11.0,7.0,10.0,9.5,9.375,6.7,9.5,11.625,11.166666666666666,2.75,9.0,10.0,7.0
14.0,14.0,12.0,11.5,12.0,10.333333333333334,10.25,16.0,11.5,9.0,10.5,9.625,12.2,10.333333333333334,9.25,14.666666666666666,7.5,11.666666666666666,12.5,11.0
8.5,7.666666666666667,10.5,2.75,11.25,6.833333333333333,8.25,10.25,2.75,12.75,2.75,7.625,8.7,1.8333333333333333,14.75,6.833333333333333,6.0,9.666666666666666,10.5,2.75
12.5,7.833333333333333,10.0,8.75,6.0,8.833333333333334,4.875,10.5,8.75,3.5,11.0,8.0,7.1,11.166666666666666,3.375,11.833333333333334,4.75,6.5,3.75,10.25
12.0,7.333333333333333,9.5,11.0,6.5,7.333333333333333,5.125,10.5,11.0,5.0,11.25,8.5,6.5,11.0,10.25,10.833333333333334,5.75,6.833333333333333,7.5,12.0
12.0,9.666666666666666,12.0,10.0,8.0,10.333333333333334,5.25,10.0,10.0,5.5,10.5,9.0,9.2,11.0,10.75,11.333333333333334,7.5,7.0,9.5,9.5
9.0,11.333333333333334,9.0,10.0,10.5,10.666666666666666,9.75,11.0,10.0,10.5,12.0,12.0,10.6,11.0,13.0,11.666666666666666,11.5,10.0,9.0,11.0
3.0,10.666666666666666,8.5,5.25,13.5,9.833333333333334,8.875,14.5,5.25,10.5,5.25,8.25,12.3,3.5,10.5,9.666666666666666,11.5,10.833333333333334,6.0,5.25
12.0,6.666666666666667,8.5,10.5,8.0,6.666666666666667,4.875,9.5,10.5,4.5,11.25,11.75,5.9,9.666666666666666,9.75,9.833333333333334,4.75,6.5,14.0,12.0
5.0,3.5,8.5,4.0,6.5,5.666666666666667,8.125,3.5,4.0,10.75,4.0,7.375,5.5,2.6666666666666665,8.0,2.3333333333333335,12.0,9.166666666666666,3.5,4.0
12.0,6.666666666666667,7.0,4.0,13.25,9.0,9.875,9.5,4.0,11.75,4.0,11.0,9.4,2.6666666666666665,8.75,6.333333333333333,9.0,11.166666666666666,11.0,4.0
