Player,UID,DM,AM,BWM,HB,SV,RGA
Álvaro Fernández,67262229.0,7.5,7.2,7.2,8.1,7.0,7.9
Borja Esnaola,2000438807.0,12.1,11.6,11.6,11.35,10.45,7.5
Francisco Javier García,2000442254.0,11.2,11.2,11.2,12.1,9.8,8.7
Fernando Juan,2000198639.0,12.3,12.1,12.1,11.7,11.2,8.6
Álex Pérez,2000020028.0,10.8,11.2,11.2,11.3,11.0,9.7
Mohamed Gallar,2000444071.0,12.7,13.5,13.5,13.7,13.0,9.65
Álvaro Fortes,2000443308.0,12.9,12.6,12.6,11.9,11.7,9.1
David Alfonso,67244455.0,3.65,4.85,4.85,4.4,5.05,6.9
Julio Delgado,67221282.0,6.6,6.3,6.3,7.3,7.7,10.0
Chiquinho,83169933.0,7.2,7.15,7.15,8.3,8.1,10.2
Víctor Socorro,67277518.0,7.3,7.3,7.3,7.3,8.4,9.7
Pedro Manuel Peña,2000665371.0,4.15,3.7,3.7,4.3,5.3,4.25
Andrés Alcántara,2000440886.0,12.0,11.9,11.9,10.95,10.95,7.1
Pep,2000198640.0,11.5,11.7,11.7,11.4,10.9,10.2
Serafín Godoy,2000202566.0,5.4,5.85,5.85,6.1,5.25,7.15
Pablo Jurado,2000681314.0,11.35,11.05,11.05,9.5,10.25,6.2
David Luna,67261047.0,10.6,10.6,10.6,9.75,10.6,6.3
Abel Pascual,67215623.0,11.3,11.1,11.1,11.1,10.5,9.5
Diego Ceballos,67269375.0,11.1,11.1,11.1,10.9,11.1,10.5
Isra Cano,2000065444.0,4.25,4.45,4.45,4.4,4.95,9.8
Isaiah,2000194472.0,10.7,10.7,10.7,11.45,10.0,6.6
Alain Garai,2000679842.0,3.0,2.3,2.3,3.15,3.85,6.7
Gorka Arrizabalaga,2000683360.0,5.2,5.1,5.1,5.9,5.5,8.35
