Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Álvaro Fernández,67262229.0,11.0,9.33,0.0,10.5,5.5,9.33,4.67,11.5,10.5,1.5,9.5,9.0,8.8,7.0,10.5,11.67,3.0,7.0,10.0,1.0,0.0
Borja Esnaola,2000438807.0,13.5,7.33,9.5,9.0,7.5,9.0,6.17,12.0,9.0,7.5,10.5,10.38,7.3,11.17,8.88,12.17,0.0,9.25,9.5,6.67,10.5
Francisco Javier García,2000442254.0,18.0,11.0,9.0,9.0,7.0,9.33,5.0,12.0,9.0,7.5,10.5,13.5,10.0,9.0,11.0,11.67,9.0,7.5,10.5,4.33,12.0
Fernando Juan,2000198639.0,14.0,11.0,11.0,12.0,5.5,9.67,5.0,12.0,12.0,4.5,11.5,11.5,9.8,12.0,11.25,12.33,5.0,5.5,11.0,4.33,11.0
Álex Pérez,2000020028.0,8.0,11.67,9.0,12.0,9.5,9.0,6.67,13.0,12.0,8.0,11.5,13.75,10.2,11.0,12.25,12.33,9.0,10.0,9.0,4.0,15.0
Mohamed Gallar,2000444071.0,17.0,9.67,5.0,11.5,10.0,7.0,9.0,4.0,11.5,10.0,13.75,11.25,7.2,12.0,5.62,7.33,6.0,11.5,11.0,8.33,14.0
Álvaro Fortes,2000443308.0,17.0,10.67,6.0,8.5,5.0,10.33,6.67,11.5,8.5,6.5,12.0,11.5,10.2,11.0,11.25,11.67,5.0,8.5,11.5,5.17,14.0
David Alfonso,67244455.0,2.5,7.33,7.5,5.75,13.0,5.83,9.5,9.5,5.75,11.5,5.75,9.75,7.9,3.83,12.25,6.33,9.5,10.0,5.5,6.5,0.0
Julio Delgado,67221282.0,2.0,9.67,3.0,4.5,13.5,13.0,12.33,9.5,4.5,12.0,6.5,10.5,10.8,3.0,12.25,11.0,13.0,11.5,6.0,8.67,6.0
Chiquinho,83169933.0,9.0,9.5,5.0,9.5,11.5,10.33,10.5,7.25,9.5,10.5,8.25,10.12,9.8,7.33,12.75,8.33,10.5,10.75,9.0,8.83,5.0
Víctor Socorro,67277518.0,10.0,9.67,14.0,9.0,12.0,10.33,7.0,8.0,9.0,11.0,9.5,6.25,9.8,7.0,13.0,9.0,12.0,9.0,9.5,7.67,4.0
Pedro Manuel Peña,2000665371.0,9.0,2.33,0.0,9.0,4.0,3.83,2.67,2.25,9.0,0.0,7.5,3.0,2.3,6.0,10.25,3.83,0.0,4.0,10.0,0.0,0.0
Andrés Alcántara,2000440886.0,9.5,7.33,4.5,7.0,8.0,7.67,7.17,11.0,7.0,10.0,9.5,9.38,6.7,9.5,11.62,11.17,0.0,10.75,10.0,7.33,8.5
Pep,2000198640.0,14.0,14.0,12.0,11.5,12.0,10.33,9.67,16.0,11.5,9.0,10.5,9.62,12.2,10.33,9.25,14.67,3.0,11.5,12.5,7.33,10.0
Serafín Godoy,2000202566.0,8.5,7.67,10.5,2.75,11.25,6.83,9.17,10.25,2.75,12.75,2.75,7.62,8.7,1.83,14.75,6.83,6.5,11.75,10.5,7.33,0.0
Pablo Jurado,2000681314.0,12.5,7.83,10.0,8.75,6.0,8.83,3.33,10.5,8.75,3.5,11.0,8.0,7.1,11.17,3.38,11.83,0.0,5.0,3.75,2.33,11.0
David Luna,67261047.0,12.0,7.33,9.5,11.0,6.5,7.33,3.0,10.5,11.0,5.0,11.25,8.5,6.5,11.0,10.25,10.83,0.0,4.5,7.5,1.67,12.5
Abel Pascual,67215623.0,12.0,9.67,12.0,10.0,8.0,10.33,4.67,10.0,10.0,5.5,10.5,9.0,9.2,11.0,10.75,11.33,8.0,7.0,9.5,3.33,12.0
Diego Ceballos,67269375.0,9.0,11.33,9.0,10.0,10.5,10.67,9.33,11.0,10.0,10.5,12.0,12.0,10.6,11.0,13.0,11.67,12.0,9.5,9.0,8.33,11.0
Isra Cano,2000065444.0,3.0,10.67,8.5,5.25,13.5,9.83,8.33,14.5,5.25,10.5,5.25,8.25,12.3,3.5,10.5,9.67,12.5,11.0,6.0,5.33,0.0
Isaiah,2000194472.0,12.0,6.67,8.5,10.5,8.0,6.67,3.33,9.5,10.5,4.5,11.25,11.75,5.9,9.67,9.75,9.83,0.0,5.0,14.0,2.67,14.5
Alain Garai,2000679842.0,5.0,3.5,8.5,4.0,6.5,5.67,8.17,3.5,4.0,10.75,4.0,7.38,5.5,2.67,8.0,2.33,16.0,9.75,3.5,6.0,0.0
Gorka Arrizabalaga,2000683360.0,12.0,6.67,7.0,4.0,13.25,9.0,10.5,9.5,4.0,11.75,4.0,11.0,9.4,2.67,8.75,6.33,10.0,12.75,11.0,12.5,0.0
