Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Álvaro Fernández,67262229.0,13.5,8.75,11.0,11.17,8.5,5.0,11.0,11.5
Borja Esnaola,2000438807.0,0.0,10.0,8.75,12.0,0.0,0.0,0.0,0.0
Francisco Javier García,2000442254.0,0.0,11.5,12.0,12.33,0.0,0.0,0.0,0.0
Fernando Juan,2000198639.0,1.5,11.25,12.0,12.17,3.5,3.0,3.0,3.0
Álex Pérez,2000020028.0,0.0,9.25,13.5,12.67,0.0,0.0,0.0,0.0
Mohamed Gallar,2000444071.0,0.0,11.38,4.75,9.92,0.0,0.0,0.0,0.0
Álvaro Fortes,2000443308.0,3.5,12.0,11.0,12.33,2.5,4.0,2.75,2.0
David Alfonso,67244455.0,0.0,7.5,13.5,7.0,0.0,0.0,0.0,0.0
Julio Delgado,67221282.0,0.0,8.5,13.5,9.83,0.0,0.0,0.0,0.0
Chiquinho,83169933.0,3.5,10.0,13.5,9.33,2.5,1.5,2.75,2.5
Víctor Socorro,67277518.0,2.5,11.0,14.5,7.67,4.0,2.5,4.0,3.5
Pedro Manuel Peña,2000665371.0,9.0,7.0,11.0,3.92,8.0,3.0,14.0,9.5
Andrés Alcántara,2000440886.0,0.0,12.5,10.75,10.17,0.0,0.0,0.0,0.0
Pep,2000198640.0,3.0,10.0,8.0,11.75,2.5,2.5,3.25,2.25
Serafín Godoy,2000202566.0,0.0,12.38,15.5,4.58,0.0,0.0,0.0,0.0
Pablo Jurado,2000681314.0,0.0,4.38,6.75,9.58,0.0,0.0,0.0,0.0
David Luna,67261047.0,0.0,9.5,11.5,10.75,0.0,0.0,0.0,0.0
Abel Pascual,67215623.0,0.0,10.25,10.0,10.5,0.0,0.0,0.0,0.0
Diego Ceballos,67269375.0,2.75,11.0,12.5,12.17,2.5,4.0,1.75,2.75
Isra Cano,2000065444.0,0.0,7.5,10.5,8.17,0.0,0.0,0.0,0.0
Isaiah,2000194472.0,0.0,11.5,8.0,12.25,0.0,0.0,0.0,0.0
Alain Garai,2000679842.0,0.0,3.5,16.0,3.17,0.0,0.0,0.0,0.0
Gorka Arrizabalaga,2000683360.0,0.0,8.75,9.0,5.83,0.0,0.0,0.0,0.0
