Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Martin Rusnak,2000290938.0,2.75,14.5,14.0,11.42,1.75,2.5,1.5,2.5
Paolo Marinoni,2000569081.0,4.0,12.25,12.5,10.5,2.5,2.5,2.25,2.25
Giovanni Mosca,2000567186.0,2.25,13.5,11.0,11.25,4.5,2.0,1.75,2.25
Ross Duff,2000505384.0,2.25,13.38,12.0,13.25,3.0,1.5,2.75,2.0
Connor Barron,2000483573.0,2.25,13.5,15.5,10.25,2.5,3.0,1.25,3.25
Arnór Daði Grétarsson,2000357428.0,1.5,13.88,15.0,11.0,2.75,1.5,2.25,3.5
Guglielmo Bosi,2000327294.0,2.75,12.38,13.0,10.67,2.0,4.5,2.0,1.25
Mislav Zadro,24065095.0,12.0,9.62,13.25,12.25,12.25,5.0,16.0,12.0
Jonathan David,18108540.0,3.25,12.75,15.5,12.58,2.0,2.0,2.5,2.5
Michael Brugaletta,2000626450.0,3.5,13.38,13.5,13.58,2.5,3.5,1.75,2.75
Danilo Brizi,2000567640.0,2.25,13.62,14.75,11.0,3.0,4.0,2.25,3.75
Vincenzo Savarese,2000567190.0,1.25,11.5,12.0,11.33,2.5,1.5,3.75,3.5
Marco Campagna,2000567188.0,3.75,12.5,10.75,9.75,2.0,1.5,3.5,1.75
Luca Zaccaria,2000507009.0,2.25,12.5,9.5,12.58,2.5,3.0,1.75,3.5
Francesco Bruschi,2000507006.0,2.75,13.88,15.5,10.42,3.25,2.0,2.75,2.25
Emir Lilaj,2000434777.0,3.25,11.88,12.0,10.42,3.25,2.5,1.5,2.0
Giovanni Fabiani,2000327318.0,2.5,12.62,12.0,11.0,2.0,2.0,2.5,2.75
Giorgio Matera,2000323826.0,2.0,10.62,11.0,8.67,3.0,2.5,3.25,2.25
Jesús María Sola,2000197806.0,2.0,12.38,14.0,11.33,2.0,2.5,2.25,2.0
Benjamin Šeško,62246208.0,2.5,13.88,14.0,12.33,2.75,3.0,1.75,2.25
James Owusu,2000567653.0,2.75,12.12,12.75,12.67,2.25,4.0,2.5,1.5
Mario Marco,2000489132.0,2.0,12.12,15.0,11.08,2.5,2.0,4.0,2.75
Michele Testi,2000507005.0,1.5,14.5,13.5,13.0,2.5,2.0,2.5,1.5
Renzo Pretel,2000536223.0,2.5,14.25,13.5,11.0,3.0,2.0,2.5,1.5
Tobias Christensen,53138127.0,2.25,11.75,11.5,11.58,3.0,2.5,2.25,3.5
Per Kruse,2000322907.0,3.25,13.88,14.0,12.08,3.0,2.5,2.0,2.0
Agustín Urzi,14219443.0,2.5,13.88,15.0,12.5,2.0,4.0,2.0,1.5
Gianluca Manfroni,2000191905.0,2.5,15.12,14.0,12.67,2.5,2.0,2.5,3.25
Matteo Soncin,43371875.0,12.5,11.12,11.0,11.08,12.5,5.5,14.25,10.5
Alexander Nübel,92071707.0,16.5,13.0,11.0,13.0,12.5,13.0,14.0,15.0
Marco Nardini,2000567183.0,7.5,6.75,8.0,4.58,12.0,1.0,14.5,11.75
Jacopo Besana,2000660239.0,3.5,13.12,12.5,12.67,2.5,3.5,1.75,2.5
Maurizio Simone,2000507008.0,2.5,13.75,14.0,13.17,2.0,2.0,2.0,3.0
Umberto Lippo,2000435435.0,2.5,14.25,12.5,14.92,3.0,3.0,2.0,2.5
Evaristo Santos,2000508915.0,1.5,14.25,13.5,14.67,1.5,2.0,3.0,2.0
Claudio Cellamare,2000019160.0,2.0,14.88,16.25,12.75,1.75,2.5,2.5,3.0
Daan Dierckx,2000046172.0,2.0,14.0,14.5,13.0,2.5,3.0,2.0,1.5
Willy Kambwala,2000006158.0,2.5,14.5,17.0,12.33,3.25,2.0,2.75,3.0
Pablo García,67288495.0,2.75,13.5,14.0,12.25,2.5,2.0,2.0,3.0
Marco Brescianini,43318320.0,2.25,14.38,15.0,12.92,2.75,3.0,3.75,3.0
Alessandro Buongiorno,43270682.0,3.5,13.75,11.75,13.42,1.75,4.0,1.75,3.0
Gianluca Caracciolo,2000567187.0,2.0,15.38,14.75,12.25,2.5,2.5,2.25,2.0
Leone Corti,2000626452.0,3.0,13.38,12.75,13.0,2.75,3.0,2.75,2.25
