Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
12.0,12.833333333333334,9.0,11.5,14.5,15.0,13.625,13.0,11.5,16.25,12.5,10.0,13.8,11.333333333333334,15.375,13.5,15.75,15.333333333333334,14.0,10.75
7.5,12.833333333333334,2.5,8.5,12.0,11.333333333333334,8.375,12.5,8.5,9.75,8.5,10.75,12.2,8.166666666666666,13.5,12.166666666666666,8.0,9.833333333333334,10.75,7.25
13.0,8.5,8.0,11.25,8.5,8.833333333333334,9.75,11.5,11.25,7.75,10.0,14.75,8.9,11.166666666666666,12.25,10.166666666666666,6.75,10.333333333333334,14.75,10.5
11.0,15.0,6.0,11.5,11.75,10.0,12.25,16.0,11.5,10.0,12.25,13.875,12.9,9.666666666666666,13.0,14.166666666666666,12.5,13.0,14.25,12.25
8.0,12.166666666666666,7.0,6.0,15.25,13.0,9.625,11.5,6.0,14.5,7.5,9.5,12.6,5.333333333333333,16.125,11.833333333333334,10.75,10.666666666666666,12.0,6.25
18.0,10.333333333333334,12.0,10.75,15.5,11.5,14.625,10.25,10.75,14.5,10.25,13.125,10.9,8.0,15.125,10.5,11.0,15.666666666666666,12.25,9.25
13.0,10.5,8.0,8.0,12.5,10.0,9.125,12.5,8.0,12.75,9.0,10.25,10.8,7.5,12.5,10.833333333333334,10.5,9.166666666666666,11.5,6.75
17.0,9.833333333333334,2.5,10.25,4.5,9.166666666666666,6.0,10.75,10.25,2.25,10.75,9.125,8.9,7.5,12.0,11.333333333333334,5.75,7.5,11.75,6.0
8.0,13.333333333333334,7.0,9.25,13.5,13.333333333333334,12.125,12.5,9.25,12.5,12.5,12.0,13.0,8.666666666666666,14.5,13.333333333333334,12.75,12.833333333333334,12.5,8.75
5.0,14.0,7.0,8.25,14.5,14.166666666666666,10.375,15.0,8.25,14.5,8.0,13.75,14.1,7.333333333333333,14.125,14.666666666666666,13.25,12.166666666666666,10.0,6.75
7.0,11.333333333333334,9.0,9.5,12.5,9.666666666666666,11.5,11.25,9.5,11.5,12.5,8.625,10.2,9.333333333333334,14.5,11.5,12.0,11.333333333333334,11.25,12.5
12.0,12.666666666666666,13.0,10.25,9.5,10.833333333333334,8.5,10.75,10.25,7.25,10.25,12.25,11.3,10.833333333333334,10.5,11.833333333333334,8.25,8.333333333333334,11.75,10.25
8.5,11.666666666666666,6.0,10.5,16.0,10.333333333333334,13.375,11.5,10.5,11.5,8.25,11.625,11.4,8.5,11.625,10.666666666666666,10.5,14.666666666666666,15.0,10.5
15.0,11.5,9.0,12.0,15.25,14.666666666666666,11.125,10.5,12.0,15.5,12.5,12.25,12.8,10.666666666666666,11.125,11.833333333333334,13.75,13.333333333333334,12.0,10.25
16.0,9.333333333333334,7.0,10.5,14.75,12.0,14.125,9.0,10.5,13.75,9.75,11.0,10.4,9.166666666666666,15.25,10.0,13.0,13.666666666666666,13.0,7.25
10.5,7.666666666666667,7.0,8.0,12.75,10.0,11.875,11.0,8.0,12.25,8.25,12.5,9.4,6.833333333333333,12.0,9.333333333333334,8.5,11.666666666666666,12.0,6.25
15.0,13.666666666666666,11.0,9.0,14.5,14.5,11.125,12.75,9.0,13.5,10.0,8.5,13.9,7.5,12.375,13.5,14.25,12.833333333333334,12.25,9.0
