Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Martin Rusnak,2000290938.0,12.0,12.83,9.0,11.5,14.5,15.0,13.17,13.0,11.5,16.25,12.5,10.0,13.8,11.33,15.38,13.5,16.5,15.5,14.0,12.67,6.5
Paolo Marinoni,2000569081.0,7.5,12.83,2.5,8.5,12.0,11.33,8.33,12.5,8.5,9.75,8.5,10.75,12.2,8.17,13.5,12.17,7.5,10.5,10.75,8.5,6.0
Giovanni Mosca,2000567186.0,13.0,8.5,8.0,11.25,8.5,8.83,10.0,11.5,11.25,7.75,10.0,14.75,8.9,11.17,12.25,10.17,4.5,11.0,14.75,7.83,12.0
Ross Duff,2000505384.0,11.0,15.0,6.0,11.5,11.75,10.0,11.83,16.0,11.5,10.0,12.25,13.88,12.9,9.67,13.0,14.17,11.5,12.75,14.25,8.5,11.0
Connor Barron,2000483573.0,8.0,12.17,7.0,6.0,15.25,13.0,10.17,11.5,6.0,14.5,7.5,9.5,12.6,5.33,16.12,11.83,13.5,12.0,12.0,10.33,4.5
Arnór Daði Grétarsson,2000357428.0,18.0,10.33,12.0,10.75,15.5,11.5,15.17,10.25,10.75,14.5,10.25,13.12,10.9,8.0,15.12,10.5,9.0,17.0,12.25,12.33,5.5
Guglielmo Bosi,2000327294.0,13.0,10.5,8.0,8.0,12.5,10.0,9.67,12.5,8.0,12.75,9.0,10.25,10.8,7.5,12.5,10.83,13.5,10.0,11.5,10.17,6.0
Mislav Zadro,24065095.0,17.0,9.83,2.5,10.25,4.5,9.17,4.83,10.75,10.25,2.25,10.75,9.12,8.9,7.5,12.0,11.33,2.0,6.5,11.75,2.0,2.5
Jonathan David,18108540.0,8.0,13.33,7.0,9.25,13.5,13.33,12.0,12.5,9.25,12.5,12.5,12.0,13.0,8.67,14.5,13.33,13.0,13.0,12.5,12.67,5.0
Michael Brugaletta,2000626450.0,5.0,14.0,7.0,8.25,14.5,14.17,10.67,15.0,8.25,14.5,8.0,13.75,14.1,7.33,14.12,14.67,17.0,13.5,10.0,11.67,4.0
Danilo Brizi,2000567640.0,7.0,11.33,9.0,9.5,12.5,9.67,11.33,11.25,9.5,11.5,12.5,8.62,10.2,9.33,14.5,11.5,12.0,11.0,11.25,7.83,13.0
Vincenzo Savarese,2000567190.0,12.0,12.67,13.0,10.25,9.5,10.83,8.17,10.75,10.25,7.25,10.25,12.25,11.3,10.83,10.5,11.83,7.0,7.75,11.75,5.33,11.0
Marco Campagna,2000567188.0,8.5,11.67,6.0,10.5,16.0,10.33,13.83,11.5,10.5,11.5,8.25,11.62,11.4,8.5,11.62,10.67,9.0,16.0,15.0,12.0,9.0
Luca Zaccaria,2000507009.0,15.0,11.5,9.0,12.0,15.25,14.67,10.5,10.5,12.0,15.5,12.5,12.25,12.8,10.67,11.12,11.83,14.5,13.5,12.0,12.67,7.5
Francesco Bruschi,2000507006.0,16.0,9.33,7.0,10.5,14.75,12.0,15.17,9.0,10.5,13.75,9.75,11.0,10.4,9.17,15.25,10.0,15.0,15.0,13.0,11.67,3.5
Emir Lilaj,2000434777.0,10.5,7.67,7.0,8.0,12.75,10.0,12.83,11.0,8.0,12.25,8.25,12.5,9.4,6.83,12.0,9.33,8.0,13.0,12.0,11.0,3.5
Giovanni Fabiani,2000327318.0,15.0,13.67,11.0,9.0,14.5,14.5,10.67,12.75,9.0,13.5,10.0,8.5,13.9,7.5,12.38,13.5,16.0,13.0,12.25,12.33,5.5
Giorgio Matera,2000323826.0,16.0,7.83,11.0,12.0,11.5,10.0,11.0,8.25,12.0,9.25,11.25,8.38,8.4,9.0,11.0,9.33,11.5,12.0,11.25,11.33,3.0
Jesús María Sola,2000197806.0,11.0,11.67,11.0,9.0,13.5,14.5,10.0,11.75,9.0,13.0,10.0,9.0,12.7,7.17,14.12,12.83,16.0,12.5,12.75,12.33,5.5
Benjamin Šeško,62246208.0,16.0,12.83,16.0,12.75,14.0,12.0,11.33,12.25,12.75,14.0,13.5,11.88,12.3,11.83,13.88,12.5,14.0,13.0,14.25,12.33,6.5
James Owusu,2000567653.0,17.0,10.0,15.0,10.5,8.25,12.17,9.83,12.5,10.5,8.75,11.0,11.12,10.9,11.33,12.12,12.33,7.0,12.25,11.0,8.33,12.0
Mario Marco,2000489132.0,10.0,12.0,9.0,9.75,14.5,12.17,14.33,12.75,9.75,13.5,10.25,13.25,12.5,7.67,13.62,11.83,9.0,14.75,10.25,9.5,4.5
Michele Testi,2000507005.0,11.0,14.33,11.0,12.0,17.0,15.67,13.33,15.0,12.0,16.5,12.5,11.25,14.6,10.33,14.25,15.67,13.0,14.5,14.5,15.67,5.0
Renzo Pretel,2000536223.0,13.0,14.0,9.0,12.5,17.0,13.67,15.0,11.5,12.5,15.0,12.5,10.25,13.8,11.0,14.5,12.33,15.0,16.0,13.5,11.33,9.0
Tobias Christensen,53138127.0,7.0,13.5,7.0,10.5,15.5,13.67,14.83,12.0,10.5,15.25,13.0,11.25,13.6,10.33,11.62,12.5,15.5,16.0,9.5,12.33,4.5
Per Kruse,2000322907.0,14.0,10.33,19.0,11.0,16.5,13.67,12.17,12.5,11.0,15.0,11.25,14.5,12.0,9.5,14.0,12.33,12.0,13.5,14.0,13.33,2.5
Agustín Urzi,14219443.0,7.0,11.5,7.0,10.5,11.5,13.5,12.0,12.5,10.5,14.0,13.0,12.25,12.6,9.67,14.75,12.33,15.0,12.0,11.5,11.67,5.5
Gianluca Manfroni,2000191905.0,14.0,16.0,12.0,10.0,14.0,14.83,12.0,15.75,10.0,13.0,11.5,10.75,15.5,9.83,14.88,15.5,18.0,13.0,16.25,14.67,7.5
Matteo Soncin,43371875.0,15.5,8.33,8.5,10.25,6.0,8.5,5.67,8.25,10.25,3.5,10.75,9.75,7.3,7.17,11.62,10.17,2.5,7.25,11.75,2.67,4.5
Alexander Nübel,92071707.0,17.0,12.67,6.0,13.5,12.0,10.0,9.67,14.5,13.5,7.5,15.0,11.25,11.0,9.67,12.5,14.0,2.0,13.0,13.0,6.17,2.0
Marco Nardini,2000567183.0,13.5,3.0,0.0,9.5,5.0,5.17,4.0,3.25,9.5,1.75,9.0,6.62,3.1,6.33,7.88,5.17,0.0,6.0,9.0,1.17,0.0
Jacopo Besana,2000660239.0,12.0,10.33,9.0,10.25,12.75,13.17,11.33,13.0,10.25,12.5,10.0,10.62,11.3,10.67,13.25,13.33,10.0,14.0,11.25,10.0,12.0
Maurizio Simone,2000507008.0,18.0,12.33,11.0,13.5,10.0,10.67,9.0,12.5,13.5,9.0,14.0,12.0,11.0,13.33,13.75,13.0,10.0,10.0,13.0,9.0,17.0
Umberto Lippo,2000435435.0,11.0,12.67,11.0,12.5,11.5,13.0,10.0,15.5,12.5,9.75,13.0,13.62,12.8,12.67,13.75,14.67,5.5,10.5,14.25,9.17,14.0
Evaristo Santos,2000508915.0,10.0,16.0,10.0,14.0,16.0,14.0,15.0,16.0,14.0,14.0,13.0,13.75,15.2,13.67,14.25,15.33,14.0,17.0,12.5,11.67,12.0
Claudio Cellamare,2000019160.0,8.0,14.0,8.0,11.75,10.5,12.5,10.33,13.25,11.75,11.0,12.5,10.12,12.7,11.5,16.0,14.17,14.0,10.0,13.75,6.83,10.0
Daan Dierckx,2000046172.0,5.0,13.5,14.0,18.0,15.5,13.33,13.0,14.0,18.0,12.5,17.0,10.0,13.1,16.67,14.5,14.33,9.0,17.0,13.5,9.83,17.0
Willy Kambwala,2000006158.0,18.0,12.5,13.0,13.25,11.25,11.33,9.0,11.75,13.25,10.0,13.25,12.0,11.6,13.17,15.88,12.33,7.5,10.75,15.5,5.83,12.0
Pablo García,67288495.0,8.0,12.33,6.0,11.25,12.0,11.17,13.0,11.5,11.25,13.5,11.5,11.5,11.5,11.5,14.0,12.0,13.0,13.0,12.0,10.67,12.0
Marco Brescianini,43318320.0,16.0,13.67,10.0,14.25,14.0,13.0,12.67,12.5,14.25,12.5,14.0,11.62,13.0,13.5,15.12,13.33,14.0,14.5,14.25,13.33,12.0
Alessandro Buongiorno,43270682.0,16.0,12.5,14.0,13.5,11.25,12.33,9.33,12.0,13.5,11.0,13.0,12.5,11.8,13.67,12.75,13.17,7.5,10.75,14.0,9.33,12.0
Gianluca Caracciolo,2000567187.0,19.0,10.67,11.0,9.0,12.5,13.33,11.0,12.0,9.0,14.0,10.0,13.75,11.6,10.17,15.75,12.67,13.0,14.0,14.75,10.17,11.0
Leone Corti,2000626452.0,15.0,9.67,7.5,13.0,9.75,12.83,9.5,13.0,13.0,8.25,12.5,11.88,11.3,13.67,13.12,12.33,7.0,10.25,12.5,9.67,16.0
