Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Martin Rusnak,2000290938,0,0,0,0,0,0,0,0,1,0,1,1,1,0
Paolo Marinoni,2000569081,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Giovanni Mosca,2000567186,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Ross Duff,2000505384,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Connor Barron,2000483573,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Arnór Daði Grétarsson,2000357428,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Guglielmo Bosi,2000327294,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Mislav Zadro,24065095,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan David,18108540,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Michael Brugaletta,2000626450,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Danilo Brizi,2000567640,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Vincenzo Savarese,2000567190,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Marco Campagna,2000567188,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Luca Zaccaria,2000507009,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Francesco Bruschi,2000507006,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Emir Lilaj,2000434777,0,0,0,0,0,0,0,1,0,0,1,1,1,1
Giovanni Fabiani,2000327318,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Giorgio Matera,2000323826,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jesús María Sola,2000197806,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Benjamin Šeško,62246208,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Owusu,2000567653,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mario Marco,2000489132,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Michele Testi,2000507005,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Renzo Pretel,2000536223,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Per Kruse,2000322907,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Agustín Urzi,14219443,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Gianluca Manfroni,2000191905,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Matteo Soncin,43371875,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Nübel,92071707,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Nardini,2000567183,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacopo Besana,2000660239,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maurizio Simone,2000507008,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Umberto Lippo,2000435435,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Evaristo Santos,2000508915,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Claudio Cellamare,2000019160,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Daan Dierckx,2000046172,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Willy Kambwala,2000006158,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pablo García,67288495,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Marco Brescianini,43318320,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Alessandro Buongiorno,43270682,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gianluca Caracciolo,2000567187,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Leone Corti,2000626452,0,1,1,0,0,0,0,0,0,0,0,0,0,0
