Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Martin Rusnak,2000290938.0,8.5,14.5,14.0,14.5,13.83,15.17,10.5,11.42
Paolo Marinoni,2000569081.0,7.33,12.25,12.5,11.17,6.83,10.5,5.0,10.5
Giovanni Mosca,2000567186.0,12.17,13.5,11.0,9.0,6.33,7.83,10.5,11.25
Ross Duff,2000505384.0,8.83,13.38,12.0,12.33,10.5,11.0,8.5,13.25
Connor Barron,2000483573.0,4.17,13.5,15.5,12.0,9.17,14.67,7.5,10.25
Arnór Daði Grétarsson,2000357428.0,5.5,13.88,15.0,13.0,10.0,14.0,15.0,11.0
Guglielmo Bosi,2000327294.0,7.0,12.38,13.0,9.5,9.5,12.5,10.5,10.67
Mislav Zadro,24065095.0,5.17,9.62,13.25,7.0,4.5,3.67,9.75,12.25
Jonathan David,18108540.0,6.17,12.75,15.5,12.67,13.17,13.0,7.5,12.58
Michael Brugaletta,2000626450.0,5.5,13.38,13.5,13.5,11.83,15.0,6.0,13.58
Danilo Brizi,2000567640.0,9.67,13.62,14.75,9.5,10.17,12.67,8.0,11.0
Vincenzo Savarese,2000567190.0,11.33,11.5,12.0,9.67,6.5,8.67,12.5,11.33
Marco Campagna,2000567188.0,7.5,12.5,10.75,13.67,9.67,13.0,7.25,9.75
Luca Zaccaria,2000507009.0,8.83,12.5,9.5,12.67,12.17,14.67,12.0,12.58
Francesco Bruschi,2000507006.0,6.67,13.88,15.5,12.17,12.33,13.83,11.5,10.42
Emir Lilaj,2000434777.0,5.0,11.88,12.0,10.5,8.67,12.17,8.75,10.42
Giovanni Fabiani,2000327318.0,5.17,12.62,12.0,13.33,13.5,13.67,13.0,11.0
Giorgio Matera,2000323826.0,4.5,10.62,11.0,9.33,14.33,10.5,13.5,8.67
Jesús María Sola,2000197806.0,5.17,12.38,14.0,12.33,14.5,13.33,11.0,11.33
Benjamin Šeško,62246208.0,9.0,13.88,14.0,12.33,13.67,14.33,16.0,12.33
James Owusu,2000567653.0,12.67,12.12,12.75,10.5,7.0,7.83,16.0,12.67
Mario Marco,2000489132.0,4.5,12.12,15.0,13.5,9.83,13.33,9.5,11.08
Michele Testi,2000507005.0,7.0,14.5,13.5,12.67,14.67,16.67,11.0,13.0
Renzo Pretel,2000536223.0,9.33,14.25,13.5,16.0,12.33,16.0,11.0,11.0
Tobias Christensen,53138127.0,6.83,11.75,11.5,15.5,13.17,15.17,7.0,11.58
Per Kruse,2000322907.0,5.67,13.88,14.0,11.33,12.67,15.67,16.5,12.08
Agustín Urzi,14219443.0,7.5,13.88,15.0,12.33,12.0,12.67,7.0,12.5
Gianluca Manfroni,2000191905.0,8.17,15.12,14.0,14.33,14.83,13.33,13.0,12.67
Matteo Soncin,43371875.0,4.67,11.12,11.0,5.17,5.33,4.67,12.0,11.08
Alexander Nübel,92071707.0,4.67,13.0,11.0,8.67,7.5,8.67,11.5,13.0
Marco Nardini,2000567183.0,2.83,6.75,8.0,2.83,3.5,3.33,6.75,4.58
Jacopo Besana,2000660239.0,11.5,13.12,12.5,9.5,8.5,11.5,10.5,12.67
Maurizio Simone,2000507008.0,14.33,13.75,14.0,8.0,10.67,8.67,14.5,13.17
Umberto Lippo,2000435435.0,13.33,14.25,12.5,10.33,8.67,10.83,11.0,14.92
Evaristo Santos,2000508915.0,13.0,14.25,13.5,16.0,12.0,14.67,10.0,14.67
Claudio Cellamare,2000019160.0,11.33,14.88,16.25,10.33,9.33,11.0,8.0,12.75
Daan Dierckx,2000046172.0,16.67,14.0,14.5,13.17,10.33,13.0,9.5,13.0
Willy Kambwala,2000006158.0,12.67,14.5,17.0,10.67,8.67,10.67,15.5,12.33
Pablo García,67288495.0,12.0,13.5,14.0,11.5,11.17,12.67,7.0,12.25
Marco Brescianini,43318320.0,12.5,14.38,15.0,13.33,13.33,13.0,13.0,12.92
Alessandro Buongiorno,43270682.0,13.67,13.75,11.75,9.83,8.5,11.0,15.0,13.42
Gianluca Caracciolo,2000567187.0,10.33,15.38,14.75,11.33,9.67,13.0,15.0,12.25
Leone Corti,2000626452.0,15.33,13.38,12.75,9.5,9.0,8.17,11.25,13.0
