Player,UID,AF,CF,DLF,F9,P,PF,TM
Martin Rusnak,2000290938.0,14.75,13.1,14.9,14.8,14.75,12.5,12.75
Paolo Marinoni,2000569081.0,10.75,9.3,10.6,10.3,10.75,10.75,9.0
Giovanni Mosca,2000567186.0,9.7,9.15,10.35,9.7,9.7,10.85,9.8
Ross Duff,2000505384.0,11.7,11.65,13.2,12.6,11.7,12.6,12.05
Connor Barron,2000483573.0,12.95,10.8,11.7,12.0,12.95,11.6,10.8
Arnór Daði Grétarsson,2000357428.0,12.55,11.85,12.4,12.15,12.55,11.9,12.2
Guglielmo Bosi,2000327294.0,11.35,10.4,11.05,11.4,11.35,11.1,10.25
Mislav Zadro,24065095.0,7.85,6.45,8.75,6.7,7.85,7.8,8.55
Jonathan David,18108540.0,13.65,12.7,13.15,12.9,13.65,13.4,12.1
Michael Brugaletta,2000626450.0,13.7,12.8,12.95,13.2,13.7,13.1,11.8
Danilo Brizi,2000567640.0,12.75,10.7,11.7,11.8,12.75,11.35,10.75
Vincenzo Savarese,2000567190.0,9.4,10.5,10.05,9.05,9.4,11.65,10.5
Marco Campagna,2000567188.0,10.35,11.5,13.3,12.45,10.35,10.9,11.45
Luca Zaccaria,2000507009.0,12.15,12.4,13.4,12.7,12.15,10.9,11.5
Francesco Bruschi,2000507006.0,13.65,12.2,12.9,13.45,13.65,12.1,12.2
Emir Lilaj,2000434777.0,10.35,10.0,10.7,11.05,10.35,10.2,9.75
Giovanni Fabiani,2000327318.0,13.0,12.85,13.45,12.8,13.0,12.05,13.1
Giorgio Matera,2000323826.0,11.85,10.55,11.55,10.75,11.85,10.2,12.05
Jesús María Sola,2000197806.0,13.8,12.85,13.15,12.7,13.8,12.05,13.0
Benjamin Šeško,62246208.0,13.75,13.5,13.65,12.95,13.75,13.05,14.0
James Owusu,2000567653.0,10.3,10.15,10.15,9.45,10.3,10.6,10.95
Mario Marco,2000489132.0,11.9,11.35,11.85,11.9,11.9,12.25,10.6
Michele Testi,2000507005.0,14.8,14.0,14.6,14.4,14.8,14.0,14.1
Renzo Pretel,2000536223.0,13.6,14.1,15.1,15.1,13.6,12.3,13.0
Tobias Christensen,53138127.0,12.85,13.0,13.8,14.1,12.85,12.0,11.35
Per Kruse,2000322907.0,13.45,13.7,13.5,13.15,13.45,13.2,13.45
Agustín Urzi,14219443.0,13.85,11.3,12.05,12.55,13.85,12.9,10.55
Gianluca Manfroni,2000191905.0,14.5,14.15,14.75,14.2,14.5,14.55,14.9
Matteo Soncin,43371875.0,8.55,6.85,8.8,6.75,8.55,7.9,8.85
Alexander Nübel,92071707.0,9.85,9.85,11.9,9.4,9.85,10.15,10.65
Marco Nardini,2000567183.0,5.1,4.75,6.25,4.05,5.1,5.85,5.55
Jacopo Besana,2000660239.0,11.65,10.5,11.85,11.45,11.65,10.55,10.4
Maurizio Simone,2000507008.0,12.2,10.7,11.6,10.2,12.2,12.2,11.5
Umberto Lippo,2000435435.0,11.85,10.6,11.7,11.15,11.85,11.8,11.75
Evaristo Santos,2000508915.0,13.6,14.1,15.1,15.0,13.6,13.1,13.1
Claudio Cellamare,2000019160.0,13.5,11.1,12.45,12.4,13.5,12.85,11.15
Daan Dierckx,2000046172.0,12.7,12.95,14.55,12.95,12.7,11.9,11.8
Willy Kambwala,2000006158.0,12.5,11.1,12.05,10.6,12.5,12.55,12.4
Pablo García,67288495.0,13.05,11.4,12.05,12.5,13.05,12.3,11.0
Marco Brescianini,43318320.0,14.05,13.4,14.25,13.45,14.05,13.1,13.55
Alessandro Buongiorno,43270682.0,11.6,11.35,11.85,10.95,11.6,11.45,11.95
Gianluca Caracciolo,2000567187.0,13.4,11.85,12.6,12.05,13.4,13.0,12.8
Leone Corti,2000626452.0,11.1,9.5,10.95,10.05,11.1,10.8,10.0
