Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Martin Rusnak,2000290938.0,14.75,14.75,14.75,14.75,13.5,13.5,14.3,14.3,13.0,13.0
Paolo Marinoni,2000569081.0,11.25,11.25,11.25,11.25,11.4,11.4,10.4,10.4,10.33,10.33
Giovanni Mosca,2000567186.0,10.15,10.15,10.15,10.15,10.25,10.25,9.8,9.8,10.29,10.29
Ross Duff,2000505384.0,12.85,12.85,12.85,12.85,12.5,12.5,11.9,11.9,11.83,11.83
Connor Barron,2000483573.0,12.05,12.05,12.05,12.05,13.2,13.2,11.6,11.6,12.25,12.25
Arnór Daði Grétarsson,2000357428.0,12.05,12.05,12.05,12.05,12.1,12.1,11.9,11.9,12.58,12.58
Guglielmo Bosi,2000327294.0,11.95,11.95,11.95,11.95,12.0,12.0,11.4,11.4,11.75,11.75
Mislav Zadro,24065095.0,6.25,6.25,6.25,6.25,5.85,5.85,5.65,5.65,6.5,6.5
Jonathan David,18108540.0,13.1,13.1,13.1,13.1,12.8,12.8,13.2,13.2,11.92,11.92
Michael Brugaletta,2000626450.0,14.8,14.8,14.8,14.8,13.85,13.85,14.5,14.5,12.54,12.54
Danilo Brizi,2000567640.0,11.75,11.75,11.75,11.75,11.65,11.65,11.35,11.35,11.04,11.04
Vincenzo Savarese,2000567190.0,9.95,9.95,9.95,9.95,10.2,10.2,9.15,9.15,10.58,10.58
Marco Campagna,2000567188.0,11.8,11.8,11.8,11.8,10.7,10.7,11.2,11.2,10.12,10.12
Luca Zaccaria,2000507009.0,13.45,13.45,13.45,13.45,10.9,10.9,13.0,13.0,11.08,11.08
Francesco Bruschi,2000507006.0,13.1,13.1,13.1,13.1,13.45,13.45,13.25,13.25,13.12,13.12
Emir Lilaj,2000434777.0,11.0,11.0,11.0,11.0,11.25,11.25,11.05,11.05,10.83,10.83
Giovanni Fabiani,2000327318.0,13.15,13.15,13.15,13.15,12.05,12.05,13.0,13.0,12.21,12.21
Giorgio Matera,2000323826.0,10.1,10.1,10.1,10.1,9.45,9.45,11.0,11.0,10.12,10.12
Jesús María Sola,2000197806.0,12.75,12.75,12.75,12.75,12.05,12.05,13.3,13.3,11.88,11.88
Benjamin Šeško,62246208.0,13.2,13.2,13.2,13.2,12.6,12.6,13.1,13.1,13.17,13.17
James Owusu,2000567653.0,10.55,10.55,10.55,10.55,10.3,10.3,10.4,10.4,11.25,11.25
Mario Marco,2000489132.0,12.4,12.4,12.4,12.4,13.3,13.3,11.9,11.9,12.67,12.67
Michele Testi,2000507005.0,14.4,14.4,14.4,14.4,13.8,13.8,14.9,14.9,13.33,13.33
Renzo Pretel,2000536223.0,15.1,15.1,15.1,15.1,13.4,13.4,14.1,14.1,13.0,13.0
Tobias Christensen,53138127.0,14.65,14.65,14.65,14.65,13.0,13.0,14.0,14.0,12.0,12.0
Per Kruse,2000322907.0,13.7,13.7,13.7,13.7,13.15,13.15,13.95,13.95,13.71,13.71
Agustín Urzi,14219443.0,13.2,13.2,13.2,13.2,14.3,14.3,13.0,13.0,13.08,13.08
Gianluca Manfroni,2000191905.0,14.05,14.05,14.05,14.05,14.45,14.45,13.9,13.9,14.21,14.21
Matteo Soncin,43371875.0,6.45,6.45,6.45,6.45,5.75,5.75,6.15,6.15,6.79,6.79
Alexander Nübel,92071707.0,10.3,10.3,10.3,10.3,8.5,8.5,9.65,9.65,9.0,9.0
Marco Nardini,2000567183.0,4.25,4.25,4.25,4.25,3.1,3.1,4.25,4.25,3.71,3.71
Jacopo Besana,2000660239.0,12.15,12.15,12.15,12.15,10.65,10.65,11.95,11.95,10.62,10.62
Maurizio Simone,2000507008.0,10.9,10.9,10.9,10.9,10.8,10.8,10.6,10.6,11.42,11.42
Umberto Lippo,2000435435.0,11.4,11.4,11.4,11.4,12.05,12.05,11.35,11.35,11.88,11.88
Evaristo Santos,2000508915.0,15.8,15.8,15.8,15.8,14.1,14.1,14.8,14.8,13.42,13.42
Claudio Cellamare,2000019160.0,12.65,12.65,12.65,12.65,13.4,13.4,11.75,11.75,12.5,12.5
Daan Dierckx,2000046172.0,13.75,13.75,13.75,13.75,11.5,11.5,12.9,12.9,11.17,11.17
Willy Kambwala,2000006158.0,10.95,10.95,10.95,10.95,11.85,11.85,10.35,10.35,12.46,12.46
Pablo García,67288495.0,12.5,12.5,12.5,12.5,12.65,12.65,12.3,12.3,11.71,11.71
Marco Brescianini,43318320.0,13.8,13.8,13.8,13.8,13.05,13.05,13.5,13.5,13.04,13.04
Alessandro Buongiorno,43270682.0,11.6,11.6,11.6,11.6,10.95,10.95,11.15,11.15,11.62,11.62
Gianluca Caracciolo,2000567187.0,12.9,12.9,12.9,12.9,13.0,13.0,12.75,12.75,13.33,13.33
Leone Corti,2000626452.0,10.55,10.55,10.55,10.55,10.5,10.5,10.5,10.5,10.62,10.62
