Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Martin Rusnak,2000290938.0,13.5,13.25,10.1,13.4,13.2,14.6,15.6,11.8
Paolo Marinoni,2000569081.0,10.8,9.7,10.8,11.45,12.0,10.2,11.25,10.95
Giovanni Mosca,2000567186.0,10.4,9.75,13.2,10.85,11.3,9.15,9.85,11.8
Ross Duff,2000505384.0,12.85,12.05,12.6,13.1,13.55,12.5,12.75,13.1
Connor Barron,2000483573.0,10.45,10.25,8.6,11.4,11.1,11.8,13.2,9.65
Arnór Daði Grétarsson,2000357428.0,12.2,11.4,10.2,11.9,11.95,12.9,12.8,10.5
Guglielmo Bosi,2000327294.0,10.5,10.8,9.65,11.35,11.3,10.8,11.65,10.35
Mislav Zadro,24065095.0,9.0,7.9,8.4,7.25,7.85,7.8,7.8,8.25
Jonathan David,18108540.0,12.3,12.25,11.15,12.4,12.4,13.05,13.3,11.55
Michael Brugaletta,2000626450.0,11.9,11.85,11.3,14.3,13.8,13.3,14.55,12.35
Danilo Brizi,2000567640.0,10.9,11.45,10.6,11.25,11.1,12.45,12.4,11.65
Vincenzo Savarese,2000567190.0,10.1,9.85,13.15,10.55,10.95,9.7,9.25,11.3
Marco Campagna,2000567188.0,11.95,11.4,10.2,11.8,12.3,12.05,12.3,10.65
Luca Zaccaria,2000507009.0,12.95,12.45,11.5,12.5,12.4,12.8,13.6,11.25
Francesco Bruschi,2000507006.0,11.45,12.6,9.5,12.6,12.05,13.35,13.4,10.75
Emir Lilaj,2000434777.0,9.95,10.1,9.2,10.6,10.65,10.65,10.9,9.55
Giovanni Fabiani,2000327318.0,12.05,11.65,9.45,12.4,12.15,12.9,13.5,10.6
Giorgio Matera,2000323826.0,9.8,9.9,7.75,10.0,9.45,11.05,10.7,8.75
Jesús María Sola,2000197806.0,11.35,11.45,8.85,12.0,11.45,12.5,13.6,10.5
Benjamin Šeško,62246208.0,12.7,12.35,11.5,12.7,12.6,13.0,13.55,11.85
James Owusu,2000567653.0,11.45,10.35,11.75,11.45,11.5,9.65,10.15,12.3
Mario Marco,2000489132.0,11.85,10.95,10.4,12.15,12.4,12.55,11.95,10.75
Michele Testi,2000507005.0,13.8,13.2,11.5,14.1,13.9,14.3,14.8,12.6
Renzo Pretel,2000536223.0,13.9,14.5,11.2,14.0,14.3,15.4,15.5,12.9
Tobias Christensen,53138127.0,13.3,13.35,10.3,13.4,13.4,14.5,14.2,11.8
Per Kruse,2000322907.0,12.0,11.9,11.1,13.1,12.85,12.95,13.5,11.4
Agustín Urzi,14219443.0,12.0,12.05,11.55,12.65,12.25,12.55,12.95,11.8
Gianluca Manfroni,2000191905.0,13.25,13.05,11.65,13.8,13.55,13.9,14.6,12.4
Matteo Soncin,43371875.0,8.45,7.3,8.7,7.3,7.5,8.1,7.9,7.95
Alexander Nübel,92071707.0,13.1,10.2,10.9,11.6,12.4,11.1,10.6,11.6
Marco Nardini,2000567183.0,5.75,5.0,6.3,5.1,5.1,5.35,4.95,5.5
Jacopo Besana,2000660239.0,12.3,11.4,11.0,12.45,12.25,11.7,12.35,12.1
Maurizio Simone,2000507008.0,12.3,11.0,13.4,11.7,11.8,11.1,10.9,12.6
Umberto Lippo,2000435435.0,12.3,11.25,13.65,12.45,12.8,11.1,11.6,13.7
Evaristo Santos,2000508915.0,15.4,14.9,13.7,15.8,16.2,15.2,15.4,15.2
Claudio Cellamare,2000019160.0,12.3,12.5,12.35,12.85,12.7,12.5,13.0,12.9
Daan Dierckx,2000046172.0,16.05,14.25,14.1,14.7,15.15,13.75,13.85,15.5
Willy Kambwala,2000006158.0,11.95,10.75,12.8,11.5,11.85,10.95,11.5,12.2
Pablo García,67288495.0,12.2,12.35,11.95,12.3,12.2,12.55,12.8,12.15
Marco Brescianini,43318320.0,13.85,13.45,12.5,13.85,13.85,13.8,14.05,13.55
Alessandro Buongiorno,43270682.0,12.4,11.4,13.05,12.15,12.45,11.05,11.65,12.85
Gianluca Caracciolo,2000567187.0,11.45,10.8,12.15,12.65,12.05,11.95,13.35,12.0
Leone Corti,2000626452.0,11.85,11.05,12.55,11.45,11.7,10.55,10.55,12.6
