Match,Player,UID
#GK,Mislav Zadro,24065095
#GK,Matteo Soncin,43371875
#GK,Alexander Nübel,92071707
#GK,Marco Nardini,2000567183
#DR,Giovanni Mosca,2000567186
#DR,Vincenzo Savarese,2000567190
#DR,Umberto Lippo,2000435435
#DR,Claudio Cellamare,2000019160
#DR,Leone Corti,2000626452
#DC,Giovanni Mosca,2000567186
#DC,Vincenzo Savarese,2000567190
#DC,James Owusu,2000567653
#DC,Maurizio Simone,2000507008
#DC,Umberto Lippo,2000435435
#DC,Claudio Cellamare,2000019160
#DC,Daan Dierckx,2000046172
#DC,Willy Kambwala,2000006158
#DC,Alessandro Buongiorno,43270682
#DC,Leone Corti,2000626452
#DL,Giovanni Mosca,2000567186
#DL,Danilo Brizi,2000567640
#DL,Jacopo Besana,2000660239
#DL,Pablo García,67288495
#DL,Alessandro Buongiorno,43270682
#WBR,Danilo Brizi,2000567640
#WBR,Vincenzo Savarese,2000567190
#WBR,Claudio Cellamare,2000019160
#DM,Paolo Marinoni,2000569081
#DM,Giovanni Mosca,2000567186
#DM,Evaristo Santos,2000508915
#DM,Marco Brescianini,43318320
#WBL,Pablo García,67288495
#MR,Arnór Daði Grétarsson,2000357428
#MR,Guglielmo Bosi,2000327294
#MR,Michael Brugaletta,2000626450
#MR,Danilo Brizi,2000567640
#MR,Emir Lilaj,2000434777
#MR,Michele Testi,2000507005
#MR,Agustín Urzi,14219443
#MC,Martin Rusnak,2000290938
#MC,Paolo Marinoni,2000569081
#MC,Ross Duff,2000505384
#MC,Michael Brugaletta,2000626450
#MC,Marco Campagna,2000567188
#MC,Luca Zaccaria,2000507009
#MC,Renzo Pretel,2000536223
#MC,Tobias Christensen,53138127
#MC,Evaristo Santos,2000508915
#MC,Marco Brescianini,43318320
#MC,Gianluca Caracciolo,2000567187
#ML,Ross Duff,2000505384
#ML,Connor Barron,2000483573
#ML,Francesco Bruschi,2000507006
#ML,Jesús María Sola,2000197806
#ML,Agustín Urzi,14219443
#ML,Pablo García,67288495
#ML,Gianluca Caracciolo,2000567187
#AMR,Martin Rusnak,2000290938
#AMR,Arnór Daði Grétarsson,2000357428
#AMR,Guglielmo Bosi,2000327294
#AMR,Jonathan David,18108540
#AMR,Emir Lilaj,2000434777
#AMR,Mario Marco,2000489132
#AMR,Michele Testi,2000507005
#AMR,Tobias Christensen,53138127
#AMR,Agustín Urzi,14219443
#AMR,Gianluca Manfroni,2000191905
#AMR,Gianluca Caracciolo,2000567187
#AMC,Martin Rusnak,2000290938
#AMC,Paolo Marinoni,2000569081
#AMC,Ross Duff,2000505384
#AMC,Jonathan David,18108540
#AMC,Michael Brugaletta,2000626450
#AMC,Luca Zaccaria,2000507009
#AMC,Emir Lilaj,2000434777
#AMC,Giovanni Fabiani,2000327318
#AMC,Tobias Christensen,53138127
#AMC,Gianluca Caracciolo,2000567187
#AML,Martin Rusnak,2000290938
#AML,Connor Barron,2000483573
#AML,Jonathan David,18108540
#AML,Francesco Bruschi,2000507006
#AML,Emir Lilaj,2000434777
#AML,Jesús María Sola,2000197806
#AML,Mario Marco,2000489132
#AML,Tobias Christensen,53138127
#AML,Agustín Urzi,14219443
#AML,Pablo García,67288495
#STC,Connor Barron,2000483573
#STC,Jonathan David,18108540
#STC,Emir Lilaj,2000434777
#STC,Giovanni Fabiani,2000327318
#STC,Giorgio Matera,2000323826
#STC,Jesús María Sola,2000197806
#STC,Benjamin Šeško,62246208
#STC,Mario Marco,2000489132
#STC,Michele Testi,2000507005
#STC,Tobias Christensen,53138127
#STC,Per Kruse,2000322907
#STC,Gianluca Manfroni,2000191905
