Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Nicolas Năstase,2000507437.0,2.5,15.5,12.0,13.67,2.5,2.0,1.5,2.0
Ferdinando Dentale,2000569307.0,3.75,12.25,10.5,12.58,4.25,1.5,2.25,3.0
Salim El Hachimi,2000513191.0,1.75,12.38,16.5,7.58,2.0,1.0,3.75,3.25
Italo Bedin,2000509481.0,1.5,12.75,12.5,11.0,2.25,1.0,3.5,3.25
Hrvoje Bekavac,2000506912.0,1.5,10.62,13.5,8.17,4.0,1.5,4.0,3.5
Matteo Tagliaferri,2000437237.0,3.25,13.5,10.5,12.42,2.0,3.0,2.25,3.0
Stefano Bruno,2000437233.0,2.75,13.25,9.5,13.08,2.5,3.0,3.0,3.25
Luca Fiorini,2000435206.0,3.25,13.12,9.5,10.83,2.5,2.5,4.0,1.5
Pierre Dumas,2000435176.0,2.25,13.12,14.0,10.25,3.0,1.5,2.0,2.75
Astrit Selmani,93070505.0,2.75,12.5,12.5,14.75,2.5,2.5,1.75,2.5
Samuele Lucchiari,2000327369.0,3.0,13.5,12.5,10.42,2.0,3.0,2.0,2.25
Alberto Savi,2000323571.0,2.0,12.75,11.5,11.08,2.25,2.5,2.75,3.5
Christian Achton,2000323225.0,3.0,15.25,17.5,10.08,3.0,3.0,1.75,3.0
Franco Letizia,2000199596.0,2.5,11.88,12.25,10.75,3.0,2.5,2.75,2.5
Lorenzo Raimondo,2000199594.0,1.75,12.88,15.25,9.58,3.0,2.0,4.0,3.25
Kaan Ayhan,91100534.0,2.5,11.12,11.0,13.25,3.0,1.5,3.5,2.0
Ethan Galbraith,28115835.0,2.75,12.5,14.5,11.83,2.25,2.0,3.5,1.75
Martin Kotasek,2000512933.0,13.5,11.38,9.5,10.5,10.25,3.5,14.5,10.0
Brahim Mbodj,2000442457.0,1.75,11.75,10.25,10.33,2.25,2.5,2.25,2.5
Giuseppe Pezzella,43161921.0,2.75,13.25,15.0,13.25,2.25,2.0,2.0,2.0
Massimo Savini,2000569304.0,2.0,11.75,13.0,10.5,1.0,1.0,2.0,2.0
Diego Calderoni,2000435216.0,2.5,12.25,15.0,11.33,2.25,4.5,2.75,1.5
Eric Amthor,2000324171.0,2.0,11.75,16.0,10.42,2.75,2.0,4.5,3.5
Riccardo Viti,2000199589.0,1.75,13.25,11.5,11.75,3.25,2.5,2.5,3.75
Abubakar Chibueze,2000191834.0,2.75,11.12,14.0,9.75,2.75,2.0,2.5,1.75
Rúben Vezo,55067158.0,2.5,9.0,9.5,12.67,3.5,2.5,2.75,3.0
Valentin Rosier,50047466.0,3.25,11.12,13.0,13.42,3.0,3.0,2.25,2.25
Abdou Harroui,37064635.0,1.5,12.88,11.0,13.33,2.0,1.5,2.25,2.25
Patrik Schick,25042141.0,1.5,9.38,11.0,12.17,2.0,2.0,3.0,2.25
Alessandro Plizzari,43295108.0,16.5,14.0,12.5,13.0,13.75,7.0,15.0,12.0
Ivor Pandur,24060905.0,12.5,7.38,14.25,11.67,11.75,5.0,12.5,12.0
Catanha,2000609394.0,13.25,11.62,11.25,11.5,10.5,3.0,13.75,13.0
Călin Iovan,2000189364.0,1.25,14.88,13.5,13.83,1.75,3.0,2.0,2.25
Tommaso Farabegoli,43252164.0,3.5,12.62,11.5,13.08,2.75,2.0,3.0,2.0
Luca Ranieri,43270506.0,2.5,13.5,14.5,13.25,1.75,1.5,2.5,2.5
Rickard Sahlin,2000483096.0,2.25,14.12,14.0,12.17,2.5,1.5,2.75,2.0
Thierry Correia,83111501.0,2.0,13.12,15.0,12.42,2.0,2.0,3.0,1.75
Mattia Zaccagni,43125343.0,3.75,12.75,11.5,14.92,2.25,2.5,2.25,3.25
Mihael Žaper,24053048.0,2.25,11.38,11.75,12.92,3.25,2.5,2.75,4.0
Mehdi Léris,43252697.0,3.0,12.25,13.5,9.42,2.5,4.0,1.75,2.5
Ondrej Lingr,25055110.0,2.0,13.25,13.5,12.42,2.25,4.0,2.75,3.25
Ronaldo Vieira,29161106.0,3.25,13.75,12.0,13.33,3.0,2.0,2.5,2.25
Massimiliano Bernardi,2000567620.0,3.0,13.5,15.0,9.67,1.5,2.0,2.5,1.0
João Oliveira,2000435239.0,3.0,14.25,16.0,11.83,2.5,3.0,3.0,1.5
Bruce Djemesi,2000438289.0,2.0,15.75,15.5,11.33,2.0,3.0,2.0,1.5
Yuri D'Antonio,2000569303.0,3.25,13.75,12.0,11.75,1.75,4.0,1.75,4.25
Cătălin Grosu,2000329331.0,3.0,12.5,15.0,14.0,2.5,2.0,3.0,1.5
Diego Marcelo,2000607427.0,2.5,13.38,13.75,11.33,3.5,2.5,2.5,3.5
