Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Nicolas Năstase,2000507437.0,12.0,12.0,12.0,12.0,11.7,11.7,11.6,11.6,11.08,11.08
Ferdinando Dentale,2000569307.0,12.85,12.85,12.85,12.85,10.65,10.65,12.0,12.0,10.12,10.12
Salim El Hachimi,2000513191.0,10.6,10.6,10.6,10.6,11.4,11.4,10.1,10.1,11.25,11.25
Italo Bedin,2000509481.0,14.0,14.0,14.0,14.0,12.2,12.2,13.0,13.0,11.17,11.17
Hrvoje Bekavac,2000506912.0,10.9,10.9,10.9,10.9,10.6,10.6,9.9,9.9,9.92,9.92
Matteo Tagliaferri,2000437237.0,9.45,9.45,9.45,9.45,9.9,9.9,9.1,9.1,10.38,10.38
Stefano Bruno,2000437233.0,11.7,11.7,11.7,11.7,11.25,11.25,12.0,12.0,11.12,11.12
Luca Fiorini,2000435206.0,12.45,12.45,12.45,12.45,11.45,11.45,12.3,12.3,11.38,11.38
Pierre Dumas,2000435176.0,11.4,11.4,11.4,11.4,12.25,12.25,12.15,12.15,12.38,12.38
Astrit Selmani,93070505.0,13.05,13.05,13.05,13.05,13.2,13.2,13.5,13.5,12.92,12.92
Samuele Lucchiari,2000327369.0,12.55,12.55,12.55,12.55,12.3,12.3,12.5,12.5,12.58,12.58
Alberto Savi,2000323571.0,12.5,12.5,12.5,12.5,11.45,11.45,11.8,11.8,10.54,10.54
Christian Achton,2000323225.0,12.75,12.75,12.75,12.75,14.3,14.3,12.3,12.3,13.75,13.75
Franco Letizia,2000199596.0,9.55,9.55,9.55,9.55,9.9,9.9,8.6,8.6,9.75,9.75
Lorenzo Raimondo,2000199594.0,10.35,10.35,10.35,10.35,11.75,11.75,9.95,9.95,11.29,11.29
Kaan Ayhan,91100534.0,11.35,11.35,11.35,11.35,10.25,10.25,10.9,10.9,10.62,10.62
Ethan Galbraith,28115835.0,13.55,13.55,13.55,13.55,12.95,12.95,13.2,13.2,12.12,12.12
Martin Kotasek,2000512933.0,7.0,7.0,7.0,7.0,6.9,6.9,6.3,6.3,7.33,7.33
Brahim Mbodj,2000442457.0,12.75,12.75,12.75,12.75,10.9,10.9,11.55,11.55,11.0,11.0
Giuseppe Pezzella,43161921.0,12.1,12.1,12.1,12.1,12.65,12.65,11.7,11.7,12.54,12.54
Massimo Savini,2000569304.0,11.5,11.5,11.5,11.5,12.0,12.0,11.3,11.3,12.33,12.33
Diego Calderoni,2000435216.0,11.65,11.65,11.65,11.65,12.3,12.3,12.0,12.0,12.33,12.33
Eric Amthor,2000324171.0,11.95,11.95,11.95,11.95,12.6,12.6,11.9,11.9,11.92,11.92
Riccardo Viti,2000199589.0,12.9,12.9,12.9,12.9,13.35,13.35,12.5,12.5,13.29,13.29
Abubakar Chibueze,2000191834.0,9.7,9.7,9.7,9.7,10.05,10.05,9.85,9.85,9.96,9.96
Rúben Vezo,55067158.0,10.45,10.45,10.45,10.45,9.25,9.25,9.65,9.65,9.79,9.79
Valentin Rosier,50047466.0,12.65,12.65,12.65,12.65,12.95,12.95,12.2,12.2,12.04,12.04
Abdou Harroui,37064635.0,12.9,12.9,12.9,12.9,12.1,12.1,12.15,12.15,11.83,11.83
Patrik Schick,25042141.0,13.85,13.85,13.85,13.85,12.45,12.45,13.7,13.7,12.71,12.71
Alessandro Plizzari,43295108.0,9.5,9.5,9.5,9.5,8.25,8.25,8.9,8.9,8.71,8.71
Ivor Pandur,24060905.0,7.25,7.25,7.25,7.25,6.5,6.5,6.75,6.75,7.5,7.5
Catanha,2000609394.0,7.1,7.1,7.1,7.1,7.5,7.5,6.1,6.1,7.75,7.75
Călin Iovan,2000189364.0,12.8,12.8,12.8,12.8,10.9,10.9,12.3,12.3,10.92,10.92
Tommaso Farabegoli,43252164.0,8.95,8.95,8.95,8.95,9.15,9.15,8.8,8.8,10.12,10.12
Luca Ranieri,43270506.0,11.9,11.9,11.9,11.9,12.4,12.4,11.5,11.5,12.17,12.17
Rickard Sahlin,2000483096.0,13.85,13.85,13.85,13.85,13.75,13.75,13.5,13.5,13.21,13.21
Thierry Correia,83111501.0,11.45,11.45,11.45,11.45,12.75,12.75,11.0,11.0,11.96,11.96
Mattia Zaccagni,43125343.0,15.05,15.05,15.05,15.05,13.7,13.7,14.6,14.6,12.83,12.83
Mihael Žaper,24053048.0,13.45,13.45,13.45,13.45,12.3,12.3,12.85,12.85,12.33,12.33
Mehdi Léris,43252697.0,12.25,12.25,12.25,12.25,12.4,12.4,12.2,12.2,12.08,12.08
Ondrej Lingr,25055110.0,12.1,12.1,12.1,12.1,12.95,12.95,12.1,12.1,12.62,12.62
Ronaldo Vieira,29161106.0,13.15,13.15,13.15,13.15,12.05,12.05,12.6,12.6,11.38,11.38
Massimiliano Bernardi,2000567620.0,12.5,12.5,12.5,12.5,13.6,13.6,12.6,12.6,13.17,13.17
João Oliveira,2000435239.0,13.4,13.4,13.4,13.4,14.0,14.0,13.9,13.9,13.42,13.42
Bruce Djemesi,2000438289.0,13.1,13.1,13.1,13.1,14.1,14.1,13.7,13.7,13.67,13.67
Yuri D'Antonio,2000569303.0,13.65,13.65,13.65,13.65,12.5,12.5,14.1,14.1,12.0,12.0
Cătălin Grosu,2000329331.0,13.8,13.8,13.8,13.8,13.1,13.1,13.5,13.5,12.17,12.17
Diego Marcelo,2000607427.0,9.95,9.95,9.95,9.95,12.15,12.15,9.25,9.25,11.92,11.92
