Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Nicolas Năstase,2000507437,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Ferdinando Dentale,2000569307,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Salim El Hachimi,2000513191,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Italo Bedin,2000509481,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Hrvoje Bekavac,2000506912,0,0,0,0,0,1,0,1,1,0,1,1,0,0
Matteo Tagliaferri,2000437237,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stefano Bruno,2000437233,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Luca Fiorini,2000435206,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Pierre Dumas,2000435176,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Astrit Selmani,93070505,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Samuele Lucchiari,2000327369,0,0,0,0,0,0,0,1,1,0,1,1,0,0
Alberto Savi,2000323571,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Christian Achton,2000323225,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Franco Letizia,2000199596,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Lorenzo Raimondo,2000199594,0,1,0,0,1,0,0,1,0,1,1,0,0,0
Kaan Ayhan,91100534,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Ethan Galbraith,28115835,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Martin Kotasek,2000512933,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Brahim Mbodj,2000442457,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Giuseppe Pezzella,43161921,0,1,0,1,0,0,1,0,0,1,0,0,0,0
Massimo Savini,2000569304,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Diego Calderoni,2000435216,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Eric Amthor,2000324171,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Riccardo Viti,2000199589,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Abubakar Chibueze,2000191834,0,1,0,0,0,0,0,0,0,0,1,1,1,1
Rúben Vezo,55067158,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Valentin Rosier,50047466,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Abdou Harroui,37064635,0,0,0,0,0,1,0,0,1,0,1,1,0,0
Patrik Schick,25042141,0,0,0,0,0,0,0,1,0,0,1,1,0,1
Alessandro Plizzari,43295108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivor Pandur,24060905,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Catanha,2000609394,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Călin Iovan,2000189364,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Tommaso Farabegoli,43252164,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Luca Ranieri,43270506,0,0,1,1,0,0,1,0,0,1,0,0,0,0
Rickard Sahlin,2000483096,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Thierry Correia,83111501,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Mattia Zaccagni,43125343,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Mihael Žaper,24053048,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Mehdi Léris,43252697,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Ondrej Lingr,25055110,0,0,0,0,0,0,0,0,1,0,1,1,1,1
Ronaldo Vieira,29161106,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Massimiliano Bernardi,2000567620,0,0,0,0,0,0,0,0,0,0,1,0,0,1
João Oliveira,2000435239,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bruce Djemesi,2000438289,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Yuri D'Antonio,2000569303,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Cătălin Grosu,2000329331,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Diego Marcelo,2000607427,0,0,0,1,0,0,0,0,0,0,0,0,0,0
