Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Nicolas Năstase,2000507437.0,8.0,11.0,8.0,13.5,11.0,11.33,10.67,12.0,13.5,10.0,12.5,12.75,11.0,12.67,13.5,12.0,9.0,11.5,15.0,9.33,11.0
Ferdinando Dentale,2000569307.0,10.0,11.5,5.0,9.75,13.5,11.5,12.33,13.0,9.75,12.25,10.0,14.0,12.3,9.5,11.0,11.17,7.5,15.0,12.75,11.17,11.0
Salim El Hachimi,2000513191.0,14.0,9.67,7.0,8.25,13.5,10.5,12.33,7.75,8.25,12.5,7.75,7.75,9.9,6.33,15.88,8.83,12.0,13.75,11.75,8.83,8.5
Italo Bedin,2000509481.0,4.0,14.0,8.0,13.75,14.75,13.5,12.5,13.25,13.75,11.25,11.25,11.12,13.9,11.17,13.5,13.17,11.0,15.25,12.5,10.17,8.0
Hrvoje Bekavac,2000506912.0,6.0,11.33,7.0,9.75,14.25,10.17,12.5,7.75,9.75,12.75,9.25,9.25,10.7,9.17,13.25,8.83,12.0,14.25,10.0,8.33,5.0
Matteo Tagliaferri,2000437237.0,16.0,11.17,9.5,10.5,8.25,8.0,6.5,13.0,10.5,8.0,11.0,11.25,9.4,11.0,12.38,12.17,8.5,8.0,13.0,6.0,13.0
Stefano Bruno,2000437233.0,9.0,12.17,12.0,10.25,12.75,12.67,10.83,10.75,10.25,10.5,11.75,12.38,12.0,8.17,11.38,12.0,15.5,11.0,14.5,11.0,5.0
Luca Fiorini,2000435206.0,14.0,11.17,8.0,11.0,15.25,13.33,11.83,11.75,11.0,13.0,11.25,11.62,12.2,8.67,11.25,12.0,12.5,13.75,15.75,11.17,5.0
Pierre Dumas,2000435176.0,15.0,8.67,11.0,9.0,14.25,11.0,12.17,12.0,9.0,12.75,9.75,10.0,10.2,6.83,14.25,10.67,13.0,14.5,14.0,13.33,4.5
Astrit Selmani,93070505.0,12.0,13.17,11.0,10.5,12.0,13.33,9.5,14.0,10.5,12.75,13.5,15.75,13.0,8.33,12.38,14.17,15.5,11.0,12.0,11.33,5.5
Samuele Lucchiari,2000327369.0,18.0,10.83,10.0,10.5,13.75,12.0,10.5,11.5,10.5,15.0,10.0,9.5,11.4,9.67,13.12,11.5,13.5,12.5,12.0,12.67,8.5
Alberto Savi,2000323571.0,7.0,13.5,5.0,7.75,13.5,11.67,11.17,12.75,7.75,12.25,9.25,12.88,13.2,6.0,13.12,11.67,12.5,15.0,13.0,10.67,5.0
Christian Achton,2000323225.0,12.0,11.5,10.0,7.0,14.0,14.67,12.17,11.0,7.0,14.75,8.0,8.0,12.8,7.0,17.88,12.17,13.5,13.5,13.5,9.0,3.5
Franco Letizia,2000199596.0,11.0,12.17,7.0,10.75,9.0,8.0,7.5,11.75,10.75,7.5,12.25,8.88,10.2,10.17,11.25,11.0,8.5,7.5,10.25,4.17,13.0
Lorenzo Raimondo,2000199594.0,13.0,10.67,5.0,9.0,10.0,7.83,10.17,12.25,9.0,9.5,9.25,9.25,9.3,8.67,15.25,11.17,10.0,9.5,11.75,6.17,12.0
