Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
8.0,11.0,8.0,13.5,11.0,11.333333333333334,11.0,12.0,13.5,10.0,12.5,12.75,11.0,12.666666666666666,13.5,12.0,10.5,11.666666666666666,15.0,11.5
10.0,11.5,5.0,9.75,13.5,11.5,12.0,13.0,9.75,12.25,10.0,14.0,12.3,9.5,11.0,11.166666666666666,9.25,13.666666666666666,12.75,11.0
14.0,9.666666666666666,7.0,8.25,13.5,10.5,12.25,7.75,8.25,12.5,7.75,7.75,9.9,6.333333333333333,15.875,8.833333333333334,12.0,13.166666666666666,11.75,10.25
4.0,14.0,8.0,13.75,14.75,13.5,13.0,13.25,13.75,11.25,11.25,11.125,13.9,11.166666666666666,13.5,13.166666666666666,12.75,15.0,12.5,11.25
6.0,11.333333333333334,7.0,9.75,14.25,10.166666666666666,13.0,7.75,9.75,12.75,9.25,9.25,10.7,9.166666666666666,13.25,8.833333333333334,13.25,14.333333333333334,10.0,9.75
16.0,11.166666666666666,9.5,10.5,8.25,8.0,6.875,13.0,10.5,8.0,11.0,11.25,9.4,11.0,12.375,12.166666666666666,8.25,8.0,13.0,10.5
9.0,12.166666666666666,12.0,10.25,12.75,12.666666666666666,12.0,10.75,10.25,10.5,11.75,12.375,12.0,8.166666666666666,11.375,12.0,15.5,12.5,14.5,10.25
14.0,11.166666666666666,8.0,11.0,15.25,13.333333333333334,13.0,11.75,11.0,13.0,11.25,11.625,12.2,8.666666666666666,11.25,12.0,14.5,14.666666666666666,15.75,10.75
15.0,8.666666666666666,11.0,9.0,14.25,11.0,11.875,12.0,9.0,12.75,9.75,10.0,10.2,6.833333333333333,14.25,10.666666666666666,12.0,13.333333333333334,14.0,7.75
12.0,13.166666666666666,11.0,10.5,12.0,13.333333333333334,10.125,14.0,10.5,12.75,13.5,15.75,13.0,8.333333333333334,12.375,14.166666666666666,13.75,11.333333333333334,12.0,8.75
18.0,10.833333333333334,10.0,10.5,13.75,12.0,10.625,11.5,10.5,15.0,10.0,9.5,11.4,9.666666666666666,13.125,11.5,12.25,12.0,12.0,9.75
7.0,13.5,5.0,7.75,13.5,11.666666666666666,11.5,12.75,7.75,12.25,9.25,12.875,13.2,6.0,13.125,11.666666666666666,12.5,14.166666666666666,13.0,8.75
12.0,11.5,10.0,7.0,14.0,14.666666666666666,11.125,11.0,7.0,14.75,8.0,8.0,12.8,7.0,17.875,12.166666666666666,10.75,11.666666666666666,13.5,5.75
11.0,12.166666666666666,7.0,10.75,9.0,8.0,8.75,11.75,10.75,7.5,12.25,8.875,10.2,10.166666666666666,11.25,11.0,10.5,9.166666666666666,10.25,12.75
13.0,10.666666666666666,5.0,9.0,10.0,7.833333333333333,9.875,12.25,9.0,9.5,9.25,9.25,9.3,8.666666666666666,15.25,11.166666666666666,9.5,9.333333333333334,11.75,10.5
12.0,13.5,13.0,15.25,12.75,11.333333333333334,12.5,13.25,15.25,9.5,14.25,13.25,12.2,14.833333333333334,11.5,13.333333333333334,11.5,14.0,12.25,14.25
11.0,13.833333333333334,5.0,13.0,14.25,13.333333333333334,14.0,12.25,13.0,12.5,12.25,12.25,13.4,10.333333333333334,13.5,13.0,13.0,14.666666666666666,12.25,11.25
17.5,9.166666666666666,1.5,8.0,5.25,9.0,5.375,12.0,8.0,5.0,8.0,10.5,9.2,6.166666666666667,11.25,10.833333333333334,3.75,6.5,10.5,4.0
