Player,UID,AMC,AP,T,SS,AM,EG
Nicolas Năstase,2000507437.0,12.2,11.7,12.2,11.6,12.0,11.9
Ferdinando Dentale,2000569307.0,12.85,13.05,12.85,12.0,12.85,12.95
Salim El Hachimi,2000513191.0,9.6,10.5,9.6,10.1,10.6,11.4
Italo Bedin,2000509481.0,13.8,14.3,13.8,13.0,14.0,14.15
Hrvoje Bekavac,2000506912.0,10.1,11.0,10.1,9.9,10.9,11.65
Matteo Tagliaferri,2000437237.0,10.6,9.5,10.6,9.1,9.45,9.05
Stefano Bruno,2000437233.0,11.1,11.6,11.1,12.0,11.7,12.0
Luca Fiorini,2000435206.0,11.85,12.65,11.85,12.3,12.45,13.0
Pierre Dumas,2000435176.0,11.7,12.1,11.7,12.15,11.4,12.3
Astrit Selmani,93070505.0,13.3,13.1,13.3,13.5,13.05,12.85
Samuele Lucchiari,2000327369.0,11.9,12.3,11.9,12.5,12.55,12.75
Alberto Savi,2000323571.0,12.6,13.4,12.6,11.8,12.5,13.3
Christian Achton,2000323225.0,11.8,12.8,11.8,12.3,12.75,13.65
Franco Letizia,2000199596.0,10.45,9.85,10.45,8.6,9.55,9.05
Lorenzo Raimondo,2000199594.0,10.75,10.15,10.75,9.95,10.35,10.15
Kaan Ayhan,91100534.0,11.95,11.55,11.95,10.9,11.35,11.0
Ethan Galbraith,28115835.0,13.25,13.55,13.25,13.2,13.55,13.5
Martin Kotasek,2000512933.0,8.0,7.4,8.0,6.3,7.0,6.35
Brahim Mbodj,2000442457.0,12.45,12.65,12.45,11.55,12.75,12.35
Giuseppe Pezzella,43161921.0,12.65,12.05,12.65,11.7,12.1,11.95
Massimo Savini,2000569304.0,11.0,11.7,11.0,11.3,11.5,11.9
Diego Calderoni,2000435216.0,12.1,11.7,12.1,12.0,11.65,11.8
Eric Amthor,2000324171.0,10.95,11.45,10.95,11.9,11.95,11.95
Riccardo Viti,2000199589.0,13.0,13.4,13.0,12.5,12.9,13.6
Abubakar Chibueze,2000191834.0,9.8,10.6,9.8,9.85,9.7,9.5
Rúben Vezo,55067158.0,11.15,10.35,11.15,9.65,10.45,9.65
Valentin Rosier,50047466.0,13.15,13.15,13.15,12.2,12.65,12.9
Abdou Harroui,37064635.0,13.25,12.7,13.25,12.15,12.9,12.45
Patrik Schick,25042141.0,13.45,13.95,13.45,13.7,13.85,13.85
Alessandro Plizzari,43295108.0,9.95,8.85,9.95,8.9,9.5,7.75
Ivor Pandur,24060905.0,7.85,7.35,7.85,6.75,7.25,5.75
Catanha,2000609394.0,8.2,7.4,8.2,6.1,7.1,6.85
Călin Iovan,2000189364.0,13.15,12.35,13.15,12.3,12.8,11.8
Tommaso Farabegoli,43252164.0,9.35,8.55,9.35,8.8,8.95,8.4
Luca Ranieri,43270506.0,12.15,11.85,12.15,11.5,11.9,11.65
Rickard Sahlin,2000483096.0,13.55,14.25,13.55,13.5,13.85,14.3
Thierry Correia,83111501.0,11.75,11.85,11.75,11.0,11.45,12.0
Mattia Zaccagni,43125343.0,14.8,15.1,14.8,14.6,15.05,14.95
Mihael Žaper,24053048.0,13.25,13.45,13.25,12.85,13.45,13.05
Mehdi Léris,43252697.0,11.7,12.2,11.7,12.2,12.25,12.75
Ondrej Lingr,25055110.0,11.8,12.1,11.8,12.1,12.1,12.7
Ronaldo Vieira,29161106.0,13.55,13.25,13.55,12.6,13.15,12.85
Massimiliano Bernardi,2000567620.0,12.5,13.3,12.5,12.6,12.5,13.7
João Oliveira,2000435239.0,13.0,13.7,13.0,13.9,13.4,13.6
Bruce Djemesi,2000438289.0,12.4,13.0,12.4,13.7,13.1,13.9
Yuri D'Antonio,2000569303.0,13.1,13.8,13.1,14.1,13.65,13.65
Cătălin Grosu,2000329331.0,13.2,13.4,13.2,13.5,13.8,13.5
Diego Marcelo,2000607427.0,11.2,11.3,11.2,9.25,9.95,11.1
