Player,UID,AF,CF,DLF,F9,P,PF,TM
Nicolas Năstase,2000507437.0,12.2,10.6,12.2,11.5,12.2,11.2,10.7
Ferdinando Dentale,2000569307.0,10.4,11.25,12.85,12.4,10.4,10.35,10.5
Salim El Hachimi,2000513191.0,12.4,9.95,11.65,11.5,12.4,10.35,10.5
Italo Bedin,2000509481.0,12.15,12.75,14.15,13.4,12.15,11.6,11.3
Hrvoje Bekavac,2000506912.0,11.3,10.3,11.95,11.6,11.3,9.8,9.5
Matteo Tagliaferri,2000437237.0,10.15,8.85,9.5,8.6,10.15,10.6,10.55
Stefano Bruno,2000437233.0,12.8,12.35,13.3,12.45,12.8,11.55,13.15
Luca Fiorini,2000435206.0,11.8,12.05,13.9,12.6,11.8,11.35,12.3
Pierre Dumas,2000435176.0,12.45,11.6,12.0,11.45,12.45,11.7,12.5
Astrit Selmani,93070505.0,13.25,12.8,12.2,11.8,13.25,14.2,12.85
Samuele Lucchiari,2000327369.0,12.75,11.5,11.9,11.8,12.75,11.6,12.1
Alberto Savi,2000323571.0,11.7,11.95,13.1,12.05,11.7,11.65,11.1
Christian Achton,2000323225.0,14.05,11.3,12.3,12.8,14.05,11.9,11.55
Franco Letizia,2000199596.0,10.0,8.8,9.8,8.8,10.0,10.3,9.4
Lorenzo Raimondo,2000199594.0,11.65,9.0,10.2,10.55,11.65,11.2,10.05
Kaan Ayhan,91100534.0,10.8,11.55,12.5,11.3,10.8,11.05,11.8
Ethan Galbraith,28115835.0,13.05,12.6,13.6,13.3,13.05,13.05,11.9
Martin Kotasek,2000512933.0,7.5,5.7,7.65,6.55,7.5,8.3,7.1
Brahim Mbodj,2000442457.0,10.8,11.5,12.4,12.0,10.8,10.5,10.9
Giuseppe Pezzella,43161921.0,12.35,11.4,12.15,11.9,12.35,12.5,11.9
Massimo Savini,2000569304.0,12.2,11.1,11.6,11.4,12.2,11.3,12.2
Diego Calderoni,2000435216.0,11.85,11.65,11.5,11.8,11.85,12.55,12.0
Eric Amthor,2000324171.0,12.9,10.75,11.2,12.05,12.9,11.5,10.5
Riccardo Viti,2000199589.0,12.7,12.05,13.2,12.45,12.7,12.15,13.0
Abubakar Chibueze,2000191834.0,10.35,9.6,10.0,8.95,10.35,10.0,8.9
Rúben Vezo,55067158.0,9.5,10.0,10.65,9.9,9.5,9.85,10.5
Valentin Rosier,50047466.0,11.8,11.95,12.4,12.5,11.8,11.95,11.3
Abdou Harroui,37064635.0,12.1,12.3,12.95,12.2,12.1,12.8,12.0
Patrik Schick,25042141.0,12.2,13.95,13.15,13.6,12.2,12.25,13.3
Alessandro Plizzari,43295108.0,10.75,9.2,10.95,8.4,10.75,11.15,10.0
Ivor Pandur,24060905.0,7.85,6.85,8.15,7.0,7.85,7.35,7.95
Catanha,2000609394.0,8.9,7.0,9.1,7.25,8.9,8.65,9.05
Călin Iovan,2000189364.0,11.95,11.55,12.85,11.3,11.95,12.8,11.75
Tommaso Farabegoli,43252164.0,10.2,9.25,10.4,9.0,10.2,10.25,10.9
Luca Ranieri,43270506.0,12.4,11.3,12.2,12.05,12.4,12.25,11.6
Rickard Sahlin,2000483096.0,13.2,13.45,14.1,13.9,13.2,13.35,12.8
Thierry Correia,83111501.0,12.1,10.85,11.8,11.5,12.1,12.25,10.6
Mattia Zaccagni,43125343.0,13.65,13.7,14.4,14.7,13.65,13.0,12.85
Mihael Žaper,24053048.0,12.4,13.35,13.65,13.3,12.4,12.1,12.9
Mehdi Léris,43252697.0,12.75,11.7,12.0,12.4,12.75,11.2,11.45
Ondrej Lingr,25055110.0,13.4,11.85,12.2,12.35,13.4,12.05,11.7
Ronaldo Vieira,29161106.0,12.4,12.15,13.55,12.8,12.4,12.15,11.6
Massimiliano Bernardi,2000567620.0,13.1,12.5,13.0,13.1,13.1,11.8,12.7
João Oliveira,2000435239.0,14.6,13.1,13.5,13.4,14.6,13.6,13.0
Bruce Djemesi,2000438289.0,15.3,12.9,13.1,12.9,15.3,13.8,13.9
Yuri D'Antonio,2000569303.0,13.65,13.4,14.5,13.8,13.65,13.1,13.65
Cătălin Grosu,2000329331.0,13.5,12.7,13.6,14.2,13.5,12.2,11.7
Diego Marcelo,2000607427.0,10.25,9.35,10.1,9.7,10.25,10.65,10.3
