Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Yanis Mohamed,2000710637.0,16.0,12.33,12.0,10.5,12.5,9.0,9.0,14.5,10.5,7.0,11.0,14.75,10.8,11.67,13.0,13.0,10.0,9.0,14.5,8.0,12.0
Manuel García,2000633004.0,17.5,4.67,9.0,2.5,13.0,9.0,11.0,10.0,2.5,14.0,2.5,9.5,8.2,1.67,12.0,6.67,12.0,11.5,8.5,11.67,0.0
Pablo López,2000612702.0,11.0,10.0,7.0,6.5,12.5,8.0,10.0,10.0,6.5,11.0,7.5,13.0,9.0,7.33,15.75,9.67,8.0,11.5,11.0,8.0,12.0
Vicente Jové,2000574547.0,3.5,8.33,8.0,4.5,14.25,3.33,11.33,6.5,4.5,7.75,0.0,10.75,7.0,3.0,11.25,4.33,11.0,13.5,12.0,7.17,11.0
Diego Mercado,14160026.0,3.0,12.67,7.0,12.5,10.0,10.33,10.67,13.5,12.5,8.0,11.0,12.5,11.2,11.67,10.25,13.33,13.0,11.0,11.0,7.67,12.0
Miguel Rodríguez,2000192674.0,14.0,7.33,4.0,9.5,14.5,13.67,14.67,11.5,9.5,14.5,8.5,10.75,10.8,8.0,13.25,10.67,8.0,16.5,12.5,12.67,2.5
Eduardo Bautista,2000207175.0,7.0,9.33,7.0,7.0,10.5,9.33,11.67,9.0,7.0,9.5,7.0,11.5,9.2,5.33,16.0,9.33,12.0,10.5,11.0,7.33,4.0
Antonio Manuel Bazán,2000714138.0,6.5,7.67,7.0,7.75,15.0,7.33,14.17,10.75,7.75,10.25,7.75,9.5,9.0,5.17,11.12,7.17,14.0,15.0,9.25,8.33,0.0
Jordi Busquets,2000574550.0,3.5,4.67,3.5,7.0,11.0,5.67,7.67,10.5,7.0,9.5,5.25,12.0,5.2,6.67,13.38,8.67,0.0,11.5,11.75,6.67,4.0
Morris Pietranera,2000568425.0,10.0,10.33,10.0,10.0,16.0,11.67,11.0,12.0,10.0,14.0,12.0,12.0,11.4,8.67,10.5,11.0,14.0,14.0,13.0,14.0,5.0
Giancarlo Perea,2000512704.0,17.0,10.0,6.0,6.0,15.5,13.33,13.0,11.0,6.0,14.5,9.5,11.25,11.8,4.0,12.5,11.0,13.0,15.5,13.5,13.67,4.0
Sullivan Mayele,2000506525.0,13.0,14.33,8.0,10.5,13.0,12.0,11.33,15.0,10.5,11.5,12.0,14.75,13.4,10.33,10.5,14.0,9.0,14.5,11.5,9.33,13.0
Mikel Santamaría,2000201716.0,10.0,9.33,6.0,9.5,11.0,13.33,12.0,10.5,9.5,11.5,11.0,11.0,11.0,10.67,13.0,11.33,9.0,12.5,10.5,8.0,9.0
Yeray Ortega,2000199817.0,17.5,13.0,10.0,11.0,9.5,12.0,7.0,12.5,11.0,8.0,11.0,10.75,11.4,11.67,12.75,14.33,8.0,8.5,12.5,7.0,12.0
Jon Magunazelaia,2000082492.0,11.0,11.0,10.0,13.5,13.5,11.67,11.67,12.0,13.5,11.0,10.0,11.5,12.0,11.33,13.75,10.67,12.0,13.5,11.5,12.67,6.0
Javi Cueto,67279676.0,3.0,9.33,15.0,10.5,15.0,11.0,11.33,10.0,10.5,14.5,10.5,10.25,10.2,8.67,14.5,10.0,16.0,13.0,9.5,12.0,6.0
Adrián Ortolà,67115824.0,14.0,8.33,0.0,12.5,13.0,8.0,8.33,11.5,12.5,5.5,13.5,11.5,7.2,8.33,6.5,12.0,0.0,12.5,8.0,3.67,0.0
Andrés Romero,2000193995.0,17.5,5.67,8.5,9.0,8.0,8.33,5.83,11.5,9.0,6.75,10.0,13.12,6.5,10.17,9.12,10.83,0.0,8.75,8.0,5.0,9.5
Ibrahima Kébé,2000024313.0,12.0,14.33,11.0,11.5,10.0,11.67,9.0,13.5,11.5,10.0,12.5,10.75,12.6,10.67,12.75,14.0,9.0,10.5,12.0,8.33,15.0
Lluís,2000443359.0,10.0,6.0,0.0,8.0,7.0,9.0,6.67,12.5,8.0,3.5,9.0,14.0,7.0,5.33,12.25,11.67,0.0,10.0,11.0,2.33,0.0
