Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Yanis Mohamed,2000710637.0,10.0,13.0,12.0,12.0,16.0,15.0,4.0,9.0,16.0,12.0,13.0,7.0,6.0,6.0,10.0,8.0,10.0,10.0,12.0,8.0,5.0,12.0,12.0,12.0,19.0,17.0,12.0,16.0,14.0,10.0,17.0,9.0,3.0,5.0,6.0,9.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,17.0
Manuel García,2000633004.0,14.0,12.0,11.0,8.0,17.5,10.0,12.0,5.0,12.0,0.0,0.0,0.0,0.0,9.0,12.0,7.0,16.0,0.0,13.0,10.0,14.0,0.0,9.0,11.0,10.0,11.0,6.0,9.0,0.0,7.0,7.0,10.0,0.0,11.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Pablo López,2000612702.0,17.0,17.0,17.0,9.0,11.0,11.0,8.0,6.0,14.0,7.0,9.0,3.0,4.0,5.0,8.0,9.0,14.0,9.0,9.0,5.0,6.0,12.0,7.0,10.0,18.0,12.0,10.0,15.0,9.0,10.0,11.0,7.0,6.0,13.0,7.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,19.0
Vicente Jové,2000574547.0,13.0,9.0,10.0,13.0,3.5,16.5,3.5,0.0,12.0,9.0,0.0,0.0,0.0,5.0,11.0,15.0,12.0,0.0,0.0,4.5,10.0,11.0,8.0,12.0,9.0,13.0,11.0,9.0,0.0,12.0,13.0,7.0,17.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Diego Mercado,14160026.0,12.0,10.0,8.0,9.0,3.0,12.0,8.0,12.0,10.0,13.0,10.0,6.0,5.0,6.0,13.0,14.0,8.0,13.0,13.0,9.0,5.0,12.0,7.0,17.0,13.0,11.0,11.0,11.0,10.0,11.0,14.0,10.0,7.0,15.0,7.0,7.0,3.0,2.0,3.0,2.0,3.0,2.5,2.0,1.0,2.0,2.5,3.0,31.0
Miguel Rodríguez,2000192674.0,14.0,13.0,11.0,13.0,14.0,12.0,12.0,12.0,14.0,7.0,5.0,5.0,7.0,8.0,8.0,16.0,17.0,9.0,16.0,13.0,16.0,2.5,4.0,9.0,9.0,15.0,10.0,12.0,5.0,6.0,7.0,11.0,11.0,10.0,6.0,4.0,2.0,4.0,2.0,2.0,2.5,3.0,5.0,4.0,3.0,1.0,3.0,23.0
Eduardo Bautista,2000207175.0,18.0,17.0,16.0,12.0,7.0,12.0,10.0,9.0,11.0,5.0,5.0,7.0,5.0,6.0,12.0,12.0,9.0,10.0,8.0,7.0,10.0,4.0,7.0,14.0,8.0,13.0,9.0,12.0,2.0,8.0,10.0,14.0,4.0,16.0,6.0,6.0,3.0,3.0,3.5,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,23.0
Antonio Manuel Bazán,2000714138.0,14.5,12.0,10.0,5.0,6.5,16.5,7.0,15.5,10.5,0.0,0.0,0.0,0.0,5.0,14.0,16.5,13.5,0.0,10.5,6.5,11.5,0.0,7.0,10.5,7.0,8.0,10.5,15.5,0.0,12.0,11.0,12.5,0.0,11.5,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Jordi Busquets,2000574550.0,17.0,12.0,8.0,13.0,3.5,9.0,6.0,7.0,18.0,7.0,3.5,0.0,0.0,0.0,0.0,10.0,13.0,5.0,12.0,7.0,0.0,4.0,3.5,8.0,10.0,16.5,7.0,17.0,6.0,0.0,9.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Morris Pietranera,2000568425.0,10.0,9.0,8.0,9.0,10.0,16.0,12.0,13.0,12.0,7.0,11.0,7.0,7.0,16.0,14.0,12.0,16.0,9.0,12.0,10.0,14.0,5.0,10.0,15.0,9.0,15.0,11.0,15.0,6.0,10.0,12.0,5.0,3.0,15.0,6.0,11.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,20.0
