Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Yanis Mohamed,2000710637.0,11.1,10.9,13.5,12.2,12.2,10.6,10.9,12.7
Manuel García,2000633004.0,7.1,7.5,5.4,8.5,8.0,9.2,10.0,5.7
Pablo López,2000612702.0,9.8,9.3,10.9,10.1,10.3,10.0,10.7,10.0
Vicente Jové,2000574547.0,7.3,8.25,9.0,10.15,10.25,8.25,9.2,8.95
Diego Mercado,14160026.0,11.6,11.7,12.2,11.9,11.7,11.6,11.3,12.0
Miguel Rodríguez,2000192674.0,11.2,10.7,8.55,11.9,11.7,12.0,12.4,10.15
Eduardo Bautista,2000207175.0,8.5,9.5,8.8,10.1,9.7,11.1,11.1,8.9
Antonio Manuel Bazán,2000714138.0,9.25,9.55,5.45,9.75,9.55,12.3,11.0,7.0
Jordi Busquets,2000574550.0,7.95,5.95,8.45,9.6,9.6,6.8,8.35,9.05
Morris Pietranera,2000568425.0,11.8,11.2,10.0,11.9,11.5,11.6,12.5,10.5
Giancarlo Perea,2000512704.0,11.3,11.0,8.9,11.7,11.6,12.8,13.6,9.7
Sullivan Mayele,2000506525.0,13.3,12.0,12.8,13.1,13.8,12.0,12.7,13.4
Mikel Santamaría,2000201716.0,11.4,11.3,11.8,11.8,11.7,10.9,11.1,11.8
Yeray Ortega,2000199817.0,11.4,10.7,12.7,12.1,12.2,10.2,11.3,13.0
Jon Magunazelaia,2000082492.0,11.8,11.6,8.9,11.6,11.9,12.6,12.7,10.3
Javi Cueto,67279676.0,10.8,11.2,9.1,11.7,11.0,12.4,13.0,10.1
Adrián Ortolà,67115824.0,10.9,8.6,9.1,10.1,10.1,8.6,7.8,10.2
Andrés Romero,2000193995.0,9.4,7.7,11.75,9.7,9.7,6.2,7.0,11.15
Ibrahima Kébé,2000024313.0,12.4,11.1,13.1,11.9,12.3,10.9,11.1,12.8
Lluís,2000443359.0,8.8,7.2,9.7,9.9,9.9,7.4,7.8,10.2
