Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Yanis Mohamed,2000710637.0,12.67,14.5,11.0,7.67,8.33,9.67,14.0,14.5
Manuel García,2000633004.0,0.0,10.25,12.5,9.33,8.67,12.67,13.25,6.5
Pablo López,2000612702.0,9.33,13.25,17.0,8.33,6.33,11.0,9.0,11.83
Vicente Jové,2000574547.0,6.67,11.25,11.5,12.33,5.33,10.67,5.75,5.17
Diego Mercado,14160026.0,11.67,10.5,10.0,10.0,10.33,9.33,5.0,12.33
Miguel Rodríguez,2000192674.0,4.83,13.0,12.5,12.67,9.33,13.67,9.0,9.67
Eduardo Bautista,2000207175.0,3.67,12.5,17.0,10.0,9.0,10.33,7.0,8.83
Antonio Manuel Bazán,2000714138.0,0.0,10.25,12.25,13.33,11.5,12.33,6.75,7.33
Jordi Busquets,2000574550.0,5.67,13.38,12.5,3.33,2.33,9.33,3.5,9.42
Morris Pietranera,2000568425.0,6.0,11.75,9.0,12.0,14.33,14.67,10.0,11.33
Giancarlo Perea,2000512704.0,1.33,13.75,10.0,13.0,11.67,14.0,11.5,9.83
Sullivan Mayele,2000506525.0,10.67,11.5,9.5,13.67,9.33,12.0,10.5,14.33
Mikel Santamaría,2000201716.0,11.0,13.0,13.5,10.67,7.0,10.33,8.0,11.17
Yeray Ortega,2000199817.0,13.0,13.5,10.0,7.33,7.67,8.67,13.75,13.33
Jon Magunazelaia,2000082492.0,8.33,11.0,14.5,14.33,14.33,12.33,10.5,10.67
Javi Cueto,67279676.0,6.33,11.25,15.5,11.0,14.33,15.0,9.0,9.33
Adrián Ortolà,67115824.0,3.33,7.0,6.0,4.67,5.0,8.67,7.0,12.5
Andrés Romero,2000193995.0,11.83,9.75,8.75,2.33,1.5,6.33,13.0,12.67
Ibrahima Kébé,2000024313.0,12.0,12.5,14.0,10.33,8.0,9.67,11.5,12.83
Lluís,2000443359.0,2.67,12.0,12.5,4.33,2.67,4.67,5.0,12.0
